idRule,Rule,state
18,"NOx_GT[644.0-655.0], PT08_S4_NO2[1530.0-1567.0] --> CO_GT[6.5-7.0], PT08_S1_CO[1272.0-1274.0], NMHC_GT[130.0-135.0], C6H6_GT[16.3-20.0], PT08_S2_NMHC[1470.0-1477.0], PT08_S3_NOx[1468.0-2683.0], NO2_GT[78.0-79.0]",Not supported
19,"NMHC_GT[271.0-271.0], PT08_S2_NMHC[494.0-727.0], NOx_GT[265.0-268.0], PT08_S3_NOx[691.0-849.0], PT08_S4_NO2[938.0-992.0] --> CO_GT[5.1-5.7], PT08_S1_CO[2040.0-2040.0], C6H6_GT[36.2-42.8], NO2_GT[251.0-251.0]",Not supported
20,"CO_GT[3.8-3.8], PT08_S1_CO[2040.0-2040.0], NMHC_GT[159.0-171.0], C6H6_GT[13.6-22.0], NOx_GT[286.0-415.0], PT08_S3_NOx[641.0-1143.0] --> PT08_S2_NMHC[1689.0-1709.0], NO2_GT[322.0-322.0], PT08_S4_NO2[1663.0-2488.0]",Not supported
21,"CO_GT[4.8-6.0], NMHC_GT[115.0-190.0], NOx_GT[533.0-539.0], NO2_GT[278.0-340.0] --> PT08_S1_CO[1707.0-1818.0], C6H6_GT[17.8-17.8], PT08_S2_NMHC[977.0-991.0], PT08_S3_NOx[1475.0-1527.0], PT08_S4_NO2[1821.0-1843.0]",Not supported
22,"PT08_S1_CO[676.0-1917.0], NMHC_GT[565.0-624.0], C6H6_GT[0.8-20.7], PT08_S3_NOx[855.0-868.0], NO2_GT[301.0-310.0], PT08_S4_NO2[1756.0-2067.0] --> CO_GT[0.6-4.8], PT08_S2_NMHC[1585.0-1605.0], NOx_GT[735.0-966.0]",Not supported
23,"CO_GT[7.0-9.2], NMHC_GT[44.0-51.0], PT08_S2_NMHC[1544.0-2007.0], PT08_S3_NOx[1118.0-1219.0] --> PT08_S1_CO[2040.0-2040.0], C6H6_GT[20.4-20.4], NOx_GT[660.0-808.0], NO2_GT[275.0-291.0], PT08_S4_NO2[900.0-1330.0]",Not supported
24,"C6H6_GT[9.2-22.0], PT08_S2_NMHC[680.0-687.0], PT08_S3_NOx[1522.0-1666.0], NO2_GT[278.0-278.0], PT08_S4_NO2[2016.0-2775.0] --> CO_GT[6.6-6.7], PT08_S1_CO[1881.0-1881.0], NMHC_GT[664.0-802.0], NOx_GT[560.0-605.0]",Not supported
25,"PT08_S1_CO[779.0-782.0], NMHC_GT[808.0-1189.0], C6H6_GT[12.4-18.4], NO2_GT[274.0-274.0], PT08_S4_NO2[2158.0-2691.0] --> CO_GT[3.4-6.1], PT08_S2_NMHC[1459.0-1567.0], NOx_GT[1253.0-1253.0], PT08_S3_NOx[1513.0-1783.0]",Not supported
26,"C6H6_GT[4.8-6.1], PT08_S4_NO2[1932.0-2617.0] --> CO_GT[2.3-2.3], PT08_S1_CO[858.0-1438.0], NMHC_GT[16.0-34.0], PT08_S2_NMHC[1553.0-1553.0], NOx_GT[105.0-177.0], PT08_S3_NOx[651.0-871.0], NO2_GT[139.0-143.0]",Not supported
27,"CO_GT[0.9-4.3], NO2_GT[176.0-306.0], PT08_S4_NO2[2605.0-2605.0] --> PT08_S1_CO[2040.0-2040.0], NMHC_GT[85.0-227.0], C6H6_GT[22.5-25.3], PT08_S2_NMHC[1534.0-1534.0], NOx_GT[82.0-509.0], PT08_S3_NOx[1783.0-2542.0]",Not supported
28,"NMHC_GT[1084.0-1084.0], C6H6_GT[44.9-63.7], PT08_S2_NMHC[591.0-864.0], PT08_S3_NOx[1498.0-2559.0], PT08_S4_NO2[1584.0-1591.0] --> CO_GT[2.2-2.2], PT08_S1_CO[1170.0-1243.0], NOx_GT[7.0-22.0], NO2_GT[135.0-175.0]",Not supported
29,"NMHC_GT[20.0-184.0], PT08_S3_NOx[883.0-906.0], NO2_GT[33.0-187.0] --> CO_GT[1.9-6.0], PT08_S1_CO[1480.0-1481.0], C6H6_GT[22.8-23.2], PT08_S2_NMHC[1805.0-1805.0], NOx_GT[820.0-1290.0], PT08_S4_NO2[2568.0-2775.0]",Not supported
30,"CO_GT[7.1-7.1], NMHC_GT[383.0-836.0], PT08_S4_NO2[884.0-1808.0] --> PT08_S1_CO[2040.0-2040.0], C6H6_GT[15.1-17.5], PT08_S2_NMHC[1477.0-1666.0], NOx_GT[48.0-346.0], PT08_S3_NOx[2683.0-2683.0], NO2_GT[270.0-276.0]",Not supported
31,"CO_GT[0.2-0.4], C6H6_GT[50.6-50.6], PT08_S3_NOx[508.0-557.0], PT08_S4_NO2[2403.0-2775.0] --> PT08_S1_CO[912.0-916.0], NMHC_GT[140.0-143.0], PT08_S2_NMHC[835.0-928.0], NOx_GT[341.0-342.0], NO2_GT[167.0-194.0]",Not supported
32,"NMHC_GT[48.0-89.0], PT08_S2_NMHC[656.0-804.0], PT08_S3_NOx[546.0-597.0] --> CO_GT[4.2-4.3], PT08_S1_CO[886.0-1598.0], C6H6_GT[38.1-38.3], NOx_GT[1054.0-1155.0], NO2_GT[288.0-312.0], PT08_S4_NO2[2037.0-2234.0]",Not supported
33,"CO_GT[5.5-5.6], NMHC_GT[424.0-974.0], C6H6_GT[4.8-13.9], PT08_S2_NMHC[1462.0-1464.0], PT08_S3_NOx[437.0-691.0], NO2_GT[267.0-281.0], PT08_S4_NO2[2305.0-2775.0] --> PT08_S1_CO[1975.0-2040.0], NOx_GT[534.0-668.0]",Not supported
34,"NMHC_GT[658.0-678.0], PT08_S2_NMHC[582.0-593.0], PT08_S4_NO2[1227.0-1230.0] --> CO_GT[1.3-2.4], PT08_S1_CO[894.0-901.0], C6H6_GT[45.2-45.2], NOx_GT[210.0-211.0], PT08_S3_NOx[592.0-945.0], NO2_GT[96.0-133.0]",Not supported
35,"CO_GT[1.2-1.4], PT08_S1_CO[1956.0-2040.0], NMHC_GT[230.0-1189.0], PT08_S2_NMHC[1648.0-2214.0], PT08_S3_NOx[960.0-1389.0] --> C6H6_GT[26.2-26.3], NOx_GT[830.0-1479.0], NO2_GT[229.0-240.0], PT08_S4_NO2[792.0-938.0]",Not supported
36,"CO_GT[2.6-3.2], NMHC_GT[133.0-151.0], C6H6_GT[31.5-45.0], PT08_S2_NMHC[1530.0-1530.0], PT08_S3_NOx[1601.0-1601.0], NO2_GT[285.0-291.0], PT08_S4_NO2[2257.0-2298.0] --> PT08_S1_CO[1956.0-2040.0], NOx_GT[858.0-863.0]",Not supported
37,"CO_GT[6.9-9.4], C6H6_GT[15.9-17.1], PT08_S2_NMHC[461.0-520.0], NOx_GT[1247.0-1345.0], PT08_S3_NOx[1685.0-1718.0], NO2_GT[33.0-139.0], PT08_S4_NO2[2775.0-2775.0] --> PT08_S1_CO[1680.0-1693.0], NMHC_GT[685.0-1042.0]",Not supported
38,"C6H6_GT[0.1-10.4], PT08_S2_NMHC[1008.0-1225.0], PT08_S4_NO2[2459.0-2464.0] --> CO_GT[1.2-1.2], PT08_S1_CO[862.0-935.0], NMHC_GT[16.0-80.0], NOx_GT[549.0-764.0], PT08_S3_NOx[650.0-687.0], NO2_GT[147.0-147.0]",Not supported
39,"CO_GT[8.1-10.1], NMHC_GT[322.0-481.0], NOx_GT[905.0-907.0], NO2_GT[174.0-174.0], PT08_S4_NO2[1141.0-1702.0] --> PT08_S1_CO[1476.0-1741.0], C6H6_GT[33.5-33.7], PT08_S2_NMHC[514.0-887.0], PT08_S3_NOx[1205.0-1406.0]",Not supported
40,"CO_GT[2.0-2.5], NMHC_GT[319.0-438.0], PT08_S2_NMHC[967.0-1188.0], NOx_GT[1189.0-1216.0], PT08_S3_NOx[397.0-926.0] --> PT08_S1_CO[1179.0-1426.0], C6H6_GT[32.5-36.9], NO2_GT[12.0-80.0], PT08_S4_NO2[1110.0-1191.0]",Not supported
41,"CO_GT[7.4-7.6], PT08_S1_CO[1915.0-2040.0], C6H6_GT[1.4-19.3], NOx_GT[121.0-422.0], PT08_S3_NOx[884.0-1288.0], NO2_GT[58.0-253.0], PT08_S4_NO2[948.0-1156.0] --> NMHC_GT[112.0-114.0], PT08_S2_NMHC[1590.0-1673.0]",Not supported
42,"PT08_S1_CO[2040.0-2040.0], NMHC_GT[836.0-899.0], C6H6_GT[8.6-23.3], PT08_S2_NMHC[669.0-676.0], PT08_S3_NOx[1643.0-1677.0], NO2_GT[333.0-340.0] --> CO_GT[8.5-9.4], NOx_GT[1230.0-1345.0], PT08_S4_NO2[1822.0-2612.0]",Not supported
43,"NMHC_GT[216.0-278.0], PT08_S2_NMHC[954.0-1174.0], NOx_GT[275.0-295.0], PT08_S3_NOx[879.0-1212.0], NO2_GT[296.0-309.0] --> CO_GT[4.4-5.5], PT08_S1_CO[1961.0-1961.0], C6H6_GT[10.9-11.2], PT08_S4_NO2[1665.0-2746.0]",Not supported
44,"CO_GT[1.1-4.3], NMHC_GT[285.0-304.0], NO2_GT[17.0-162.0], PT08_S4_NO2[1927.0-2120.0] --> PT08_S1_CO[1148.0-1196.0], C6H6_GT[52.1-52.1], PT08_S2_NMHC[688.0-948.0], NOx_GT[807.0-877.0], PT08_S3_NOx[504.0-605.0]",Not supported
45,"NMHC_GT[422.0-501.0], PT08_S3_NOx[1075.0-1247.0] --> CO_GT[7.8-7.9], PT08_S1_CO[1609.0-1666.0], C6H6_GT[9.2-16.7], PT08_S2_NMHC[1678.0-1721.0], NOx_GT[212.0-441.0], NO2_GT[301.0-340.0], PT08_S4_NO2[1113.0-1687.0]",Not supported
46,"NMHC_GT[75.0-87.0], PT08_S2_NMHC[444.0-671.0], PT08_S3_NOx[476.0-759.0] --> CO_GT[4.5-5.2], PT08_S1_CO[829.0-946.0], C6H6_GT[48.2-49.4], NOx_GT[1040.0-1155.0], NO2_GT[296.0-312.0], PT08_S4_NO2[803.0-1660.0]",Not supported
47,"CO_GT[0.9-1.4], PT08_S2_NMHC[1507.0-1507.0], PT08_S3_NOx[367.0-782.0] --> PT08_S1_CO[2040.0-2040.0], NMHC_GT[54.0-460.0], C6H6_GT[26.3-27.5], NOx_GT[352.0-1000.0], NO2_GT[68.0-219.0], PT08_S4_NO2[1786.0-2523.0]",Not supported
48,"CO_GT[0.3-0.7], PT08_S1_CO[2008.0-2040.0], C6H6_GT[52.1-63.7], PT08_S3_NOx[574.0-591.0], NO2_GT[281.0-284.0], PT08_S4_NO2[2185.0-2185.0] --> NMHC_GT[248.0-297.0], PT08_S2_NMHC[1532.0-1920.0], NOx_GT[694.0-807.0]",Not supported
49,"CO_GT[8.6-8.7], C6H6_GT[35.5-37.7], PT08_S2_NMHC[517.0-1439.0], NOx_GT[704.0-1200.0], PT08_S3_NOx[553.0-751.0], PT08_S4_NO2[764.0-963.0] --> PT08_S1_CO[1961.0-1982.0], NMHC_GT[465.0-808.0], NO2_GT[85.0-125.0]",Not supported
50,"PT08_S1_CO[1898.0-2040.0], C6H6_GT[44.0-45.2], PT08_S2_NMHC[1604.0-1608.0], NO2_GT[272.0-333.0], PT08_S4_NO2[2029.0-2595.0] --> CO_GT[0.9-6.4], NMHC_GT[10.0-134.0], NOx_GT[535.0-1290.0], PT08_S3_NOx[2327.0-2542.0]",Not supported
51,"CO_GT[8.5-9.5], C6H6_GT[3.8-29.7], PT08_S3_NOx[764.0-1030.0], PT08_S4_NO2[1828.0-2459.0] --> PT08_S1_CO[1507.0-1590.0], NMHC_GT[63.0-138.0], PT08_S2_NMHC[1022.0-1184.0], NOx_GT[708.0-726.0], NO2_GT[177.0-218.0]",Not supported
52,"PT08_S1_CO[2040.0-2040.0], NMHC_GT[199.0-199.0], PT08_S2_NMHC[623.0-942.0], PT08_S3_NOx[1335.0-1514.0] --> CO_GT[2.8-3.0], C6H6_GT[7.0-12.2], NOx_GT[164.0-181.0], NO2_GT[3.0-53.0], PT08_S4_NO2[2775.0-2775.0]",Not supported
53,"CO_GT[7.3-7.4], PT08_S1_CO[888.0-891.0], NMHC_GT[592.0-840.0], C6H6_GT[44.0-44.1], PT08_S2_NMHC[1526.0-1889.0], PT08_S3_NOx[459.0-2683.0], NO2_GT[291.0-295.0], PT08_S4_NO2[1833.0-1874.0] --> NOx_GT[636.0-636.0]",Not supported
54,"CO_GT[5.9-6.1], NMHC_GT[698.0-824.0], C6H6_GT[20.8-23.9], NOx_GT[984.0-1218.0], NO2_GT[278.0-312.0], PT08_S4_NO2[1916.0-2691.0] --> PT08_S1_CO[1956.0-2040.0], PT08_S2_NMHC[1485.0-1486.0], PT08_S3_NOx[586.0-1012.0]",Not supported
55,"CO_GT[1.5-5.2], C6H6_GT[47.7-47.7], PT08_S3_NOx[1793.0-1812.0], PT08_S4_NO2[1758.0-1758.0] --> PT08_S1_CO[1975.0-1975.0], NMHC_GT[200.0-200.0], PT08_S2_NMHC[1596.0-1771.0], NOx_GT[264.0-264.0], NO2_GT[124.0-132.0]",Not supported
56,"CO_GT[11.5-11.5], C6H6_GT[31.7-32.0], NOx_GT[89.0-505.0], PT08_S4_NO2[2064.0-2555.0] --> PT08_S1_CO[735.0-1819.0], NMHC_GT[206.0-300.0], PT08_S2_NMHC[1587.0-1661.0], PT08_S3_NOx[1473.0-1531.0], NO2_GT[295.0-340.0]",Not supported
57,"PT08_S1_CO[825.0-1154.0], NMHC_GT[349.0-523.0], PT08_S2_NMHC[1515.0-1709.0], PT08_S3_NOx[1653.0-1653.0] --> CO_GT[9.4-10.2], C6H6_GT[6.4-6.4], NOx_GT[18.0-374.0], NO2_GT[115.0-255.0], PT08_S4_NO2[943.0-983.0]",Not supported
58,"C6H6_GT[31.3-31.8], PT08_S3_NOx[1437.0-1564.0], PT08_S4_NO2[2049.0-2403.0] --> CO_GT[4.7-8.6], PT08_S1_CO[723.0-809.0], NMHC_GT[112.0-112.0], PT08_S2_NMHC[1106.0-1387.0], NOx_GT[895.0-905.0], NO2_GT[190.0-253.0]",Not supported
59,"CO_GT[4.1-5.1], PT08_S1_CO[1884.0-1982.0], NMHC_GT[366.0-1129.0], C6H6_GT[0.2-23.9], NO2_GT[275.0-281.0], PT08_S4_NO2[2299.0-2378.0] --> PT08_S2_NMHC[1669.0-1831.0], NOx_GT[274.0-275.0], PT08_S3_NOx[918.0-918.0]",Not supported
60,"CO_GT[1.2-3.4], NMHC_GT[113.0-113.0], NO2_GT[104.0-122.0], PT08_S4_NO2[1892.0-2100.0] --> PT08_S1_CO[729.0-802.0], C6H6_GT[2.8-3.1], PT08_S2_NMHC[464.0-747.0], NOx_GT[644.0-704.0], PT08_S3_NOx[851.0-1063.0]",Not supported
61,"PT08_S1_CO[1388.0-1601.0], PT08_S2_NMHC[1639.0-1648.0], NO2_GT[340.0-340.0] --> CO_GT[2.6-2.7], NMHC_GT[256.0-754.0], C6H6_GT[6.9-9.1], NOx_GT[291.0-389.0], PT08_S3_NOx[1667.0-2095.0], PT08_S4_NO2[1233.0-1307.0]",Not supported
62,"CO_GT[8.1-8.1], PT08_S1_CO[1884.0-2040.0], NOx_GT[550.0-738.0], PT08_S4_NO2[2409.0-2447.0] --> NMHC_GT[450.0-754.0], C6H6_GT[18.2-18.6], PT08_S2_NMHC[1324.0-1631.0], PT08_S3_NOx[475.0-475.0], NO2_GT[43.0-45.0]",Not supported
63,"PT08_S1_CO[945.0-1078.0], NMHC_GT[21.0-105.0], C6H6_GT[24.2-24.9], PT08_S2_NMHC[1023.0-1228.0], PT08_S3_NOx[1161.0-1175.0], NO2_GT[278.0-278.0] --> CO_GT[3.2-5.2], NOx_GT[947.0-1054.0], PT08_S4_NO2[2156.0-2775.0]",Not supported
64,"CO_GT[1.5-3.1], C6H6_GT[28.2-36.0], PT08_S3_NOx[1729.0-2683.0], NO2_GT[176.0-214.0], PT08_S4_NO2[1871.0-1871.0] --> PT08_S1_CO[1882.0-1961.0], NMHC_GT[341.0-553.0], PT08_S2_NMHC[1980.0-1980.0], NOx_GT[590.0-735.0]",Not supported
65,"CO_GT[3.7-6.1], NMHC_GT[82.0-128.0], PT08_S2_NMHC[1536.0-1575.0], PT08_S3_NOx[1241.0-1241.0], PT08_S4_NO2[1887.0-2264.0] --> PT08_S1_CO[826.0-1118.0], C6H6_GT[14.5-31.3], NOx_GT[40.0-43.0], NO2_GT[167.0-296.0]",Not supported
66,"CO_GT[8.0-10.1], NMHC_GT[178.0-651.0], C6H6_GT[40.2-40.3], PT08_S3_NOx[2318.0-2327.0], NO2_GT[283.0-333.0], PT08_S4_NO2[2691.0-2775.0] --> PT08_S1_CO[1884.0-2040.0], PT08_S2_NMHC[1462.0-1473.0], NOx_GT[1186.0-1290.0]",Not supported
67,"PT08_S1_CO[1881.0-2040.0], NMHC_GT[350.0-618.0], NOx_GT[553.0-733.0], PT08_S3_NOx[1439.0-1493.0], NO2_GT[270.0-270.0], PT08_S4_NO2[2691.0-2691.0] --> CO_GT[1.2-1.3], C6H6_GT[44.0-44.0], PT08_S2_NMHC[977.0-1234.0]",Not supported
68,"CO_GT[7.3-7.3], NMHC_GT[275.0-660.0], C6H6_GT[3.4-28.5], PT08_S2_NMHC[435.0-829.0], NO2_GT[272.0-272.0], PT08_S4_NO2[2104.0-2388.0] --> PT08_S1_CO[1881.0-1956.0], NOx_GT[531.0-953.0], PT08_S3_NOx[1197.0-1386.0]",Not supported
69,"PT08_S1_CO[1973.0-2040.0], NMHC_GT[226.0-227.0], PT08_S3_NOx[719.0-1029.0], PT08_S4_NO2[1273.0-1277.0] --> CO_GT[5.0-5.3], C6H6_GT[35.6-50.6], PT08_S2_NMHC[1472.0-1756.0], NOx_GT[816.0-1159.0], NO2_GT[312.0-333.0]",Not supported
70,"PT08_S1_CO[995.0-1039.0], NOx_GT[1155.0-1389.0], PT08_S4_NO2[2204.0-2337.0] --> CO_GT[9.5-10.1], NMHC_GT[161.0-170.0], C6H6_GT[38.9-41.0], PT08_S2_NMHC[472.0-1153.0], PT08_S3_NOx[814.0-1094.0], NO2_GT[301.0-301.0]",Not supported
71,"CO_GT[4.0-4.4], NMHC_GT[62.0-334.0], PT08_S3_NOx[1194.0-1252.0] --> PT08_S1_CO[1975.0-2008.0], C6H6_GT[1.6-9.0], PT08_S2_NMHC[459.0-1042.0], NOx_GT[551.0-1369.0], NO2_GT[267.0-267.0], PT08_S4_NO2[1217.0-2233.0]",Not supported
72,"PT08_S1_CO[1975.0-2040.0], C6H6_GT[33.5-36.1], PT08_S2_NMHC[1064.0-1085.0], NOx_GT[980.0-984.0], NO2_GT[306.0-322.0] --> CO_GT[6.8-7.1], NMHC_GT[14.0-269.0], PT08_S3_NOx[2683.0-2683.0], PT08_S4_NO2[2523.0-2562.0]",Not supported
73,"PT08_S2_NMHC[1476.0-1606.0] --> CO_GT[3.3-9.5], PT08_S1_CO[2040.0-2040.0], NMHC_GT[261.0-261.0], C6H6_GT[16.4-17.2], NOx_GT[274.0-436.0], PT08_S3_NOx[996.0-1272.0], NO2_GT[214.0-221.0], PT08_S4_NO2[1359.0-1590.0]",Not supported
74,"CO_GT[6.6-6.7], C6H6_GT[26.2-33.9], PT08_S2_NMHC[1486.0-1701.0], NOx_GT[93.0-94.0], PT08_S3_NOx[1627.0-1653.0], PT08_S4_NO2[2116.0-2459.0] --> PT08_S1_CO[649.0-649.0], NMHC_GT[450.0-721.0], NO2_GT[136.0-147.0]",Not supported
75,"CO_GT[0.8-0.9], PT08_S1_CO[1895.0-2040.0], NMHC_GT[208.0-212.0], C6H6_GT[16.2-18.7] --> PT08_S2_NMHC[1345.0-1364.0], NOx_GT[68.0-328.0], PT08_S3_NOx[1542.0-1544.0], NO2_GT[267.0-296.0], PT08_S4_NO2[1955.0-2775.0]",Not supported
76,"CO_GT[5.0-5.8], NMHC_GT[114.0-296.0], NOx_GT[418.0-617.0], NO2_GT[295.0-306.0], PT08_S4_NO2[1861.0-1941.0] --> PT08_S1_CO[1386.0-1386.0], C6H6_GT[6.5-7.5], PT08_S2_NMHC[1713.0-1871.0], PT08_S3_NOx[1223.0-1382.0]",Not supported
77,"CO_GT[0.2-3.5], NMHC_GT[110.0-132.0], PT08_S2_NMHC[1461.0-1487.0], PT08_S3_NOx[1420.0-1420.0], NO2_GT[145.0-146.0], PT08_S4_NO2[2746.0-2775.0] --> PT08_S1_CO[974.0-976.0], C6H6_GT[50.7-63.7], NOx_GT[524.0-524.0]",Not supported
78,"PT08_S1_CO[1625.0-1746.0], NMHC_GT[333.0-391.0], PT08_S2_NMHC[1853.0-1920.0] --> CO_GT[8.5-8.6], C6H6_GT[23.3-24.3], NOx_GT[188.0-450.0], PT08_S3_NOx[1175.0-1361.0], NO2_GT[301.0-322.0], PT08_S4_NO2[1127.0-1429.0]",Not supported
79,"CO_GT[0.7-2.9], PT08_S2_NMHC[1862.0-1866.0] --> PT08_S1_CO[1224.0-1489.0], NMHC_GT[27.0-70.0], C6H6_GT[13.7-13.9], NOx_GT[64.0-106.0], PT08_S3_NOx[349.0-407.0], NO2_GT[272.0-283.0], PT08_S4_NO2[1126.0-1149.0]",Not supported
80,"PT08_S1_CO[1961.0-2040.0], NMHC_GT[9.0-60.0], C6H6_GT[3.4-8.5], PT08_S3_NOx[328.0-624.0], NO2_GT[301.0-340.0] --> CO_GT[0.1-0.2], PT08_S2_NMHC[760.0-1055.0], NOx_GT[333.0-333.0], PT08_S4_NO2[1308.0-1853.0]",Not supported
81,"NMHC_GT[102.0-222.0], C6H6_GT[44.5-44.7], PT08_S3_NOx[497.0-1335.0], NO2_GT[267.0-267.0], PT08_S4_NO2[1622.0-1638.0] --> CO_GT[3.2-3.2], PT08_S1_CO[1369.0-1415.0], PT08_S2_NMHC[437.0-447.0], NOx_GT[581.0-949.0]",Not supported
