,idRule_G,idRule_g,Rule_G,state_G,Rule_g,state_g
15,2,3,PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-1223.0],Not confident,"PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-1479.0], C6H6_GT[32.2-63.7]",Not supported
16,27,3,PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-1479.0],Not confident,"PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-1479.0], C6H6_GT[32.2-63.7]",Not supported
17,2,27,PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-1223.0],Not confident,PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-1479.0],Not confident
18,2,32,PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-1223.0],Not confident,"PT08_S4_NO2[1860.0-2775.0] --> PT08_S1_CO[647.0-1598.0], C6H6_GT[42.8-63.7]",Not supported
19,27,32,PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-1479.0],Not confident,"PT08_S4_NO2[1860.0-2775.0] --> PT08_S1_CO[647.0-1598.0], C6H6_GT[42.8-63.7]",Not supported
20,67,32,PT08_S4_NO2[1860.0-2775.0] --> PT08_S1_CO[647.0-1544.0],Not confident,"PT08_S4_NO2[1860.0-2775.0] --> PT08_S1_CO[647.0-1598.0], C6H6_GT[42.8-63.7]",Not supported
21,2,43,PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-1223.0],Not confident,PT08_S4_NO2[1878.0-2775.0] --> PT08_S1_CO[647.0-1512.0],Not confident
22,27,43,PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-1479.0],Not confident,PT08_S4_NO2[1878.0-2775.0] --> PT08_S1_CO[647.0-1512.0],Not confident
23,2,44,PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-1223.0],Not confident,"PT08_S4_NO2[1991.0-2775.0] --> PT08_S1_CO[647.0-1544.0], C6H6_GT[25.7-63.7]",Not supported
24,27,44,PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-1479.0],Not confident,"PT08_S4_NO2[1991.0-2775.0] --> PT08_S1_CO[647.0-1544.0], C6H6_GT[25.7-63.7]",Not supported
25,67,44,PT08_S4_NO2[1860.0-2775.0] --> PT08_S1_CO[647.0-1544.0],Not confident,"PT08_S4_NO2[1991.0-2775.0] --> PT08_S1_CO[647.0-1544.0], C6H6_GT[25.7-63.7]",Not supported
26,3,44,"PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-1479.0], C6H6_GT[32.2-63.7]",Not supported,"PT08_S4_NO2[1991.0-2775.0] --> PT08_S1_CO[647.0-1544.0], C6H6_GT[25.7-63.7]",Not supported
27,43,44,PT08_S4_NO2[1878.0-2775.0] --> PT08_S1_CO[647.0-1512.0],Not confident,"PT08_S4_NO2[1991.0-2775.0] --> PT08_S1_CO[647.0-1544.0], C6H6_GT[25.7-63.7]",Not supported
28,45,44,"PT08_S4_NO2[1795.0-2775.0] --> PT08_S1_CO[647.0-1512.0], C6H6_GT[26.5-63.7]",Not supported,"PT08_S4_NO2[1991.0-2775.0] --> PT08_S1_CO[647.0-1544.0], C6H6_GT[25.7-63.7]",Not supported
29,48,44,PT08_S4_NO2[1876.0-2775.0] --> PT08_S1_CO[647.0-1544.0],Not confident,"PT08_S4_NO2[1991.0-2775.0] --> PT08_S1_CO[647.0-1544.0], C6H6_GT[25.7-63.7]",Not supported
30,2,45,PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-1223.0],Not confident,"PT08_S4_NO2[1795.0-2775.0] --> PT08_S1_CO[647.0-1512.0], C6H6_GT[26.5-63.7]",Not supported
31,27,45,PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-1479.0],Not confident,"PT08_S4_NO2[1795.0-2775.0] --> PT08_S1_CO[647.0-1512.0], C6H6_GT[26.5-63.7]",Not supported
32,3,45,"PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-1479.0], C6H6_GT[32.2-63.7]",Not supported,"PT08_S4_NO2[1795.0-2775.0] --> PT08_S1_CO[647.0-1512.0], C6H6_GT[26.5-63.7]",Not supported
33,2,48,PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-1223.0],Not confident,PT08_S4_NO2[1876.0-2775.0] --> PT08_S1_CO[647.0-1544.0],Not confident
34,27,48,PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-1479.0],Not confident,PT08_S4_NO2[1876.0-2775.0] --> PT08_S1_CO[647.0-1544.0],Not confident
35,67,48,PT08_S4_NO2[1860.0-2775.0] --> PT08_S1_CO[647.0-1544.0],Not confident,PT08_S4_NO2[1876.0-2775.0] --> PT08_S1_CO[647.0-1544.0],Not confident
36,2,57,PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-1223.0],Not confident,PT08_S4_NO2[2257.0-2775.0] --> PT08_S1_CO[647.0-1545.0],Not supported
37,27,57,PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-1479.0],Not confident,PT08_S4_NO2[2257.0-2775.0] --> PT08_S1_CO[647.0-1545.0],Not supported
38,67,57,PT08_S4_NO2[1860.0-2775.0] --> PT08_S1_CO[647.0-1544.0],Not confident,PT08_S4_NO2[2257.0-2775.0] --> PT08_S1_CO[647.0-1545.0],Not supported
39,43,57,PT08_S4_NO2[1878.0-2775.0] --> PT08_S1_CO[647.0-1512.0],Not confident,PT08_S4_NO2[2257.0-2775.0] --> PT08_S1_CO[647.0-1545.0],Not supported
40,48,57,PT08_S4_NO2[1876.0-2775.0] --> PT08_S1_CO[647.0-1544.0],Not confident,PT08_S4_NO2[2257.0-2775.0] --> PT08_S1_CO[647.0-1545.0],Not supported
41,2,67,PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-1223.0],Not confident,PT08_S4_NO2[1860.0-2775.0] --> PT08_S1_CO[647.0-1544.0],Not confident
42,27,67,PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-1479.0],Not confident,PT08_S4_NO2[1860.0-2775.0] --> PT08_S1_CO[647.0-1544.0],Not confident
43,2,81,PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-1223.0],Not confident,"PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-1617.0], C6H6_GT[25.7-63.7]",Not supported
44,27,81,PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-1479.0],Not confident,"PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-1617.0], C6H6_GT[25.7-63.7]",Not supported
45,3,81,"PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-1479.0], C6H6_GT[32.2-63.7]",Not supported,"PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-1617.0], C6H6_GT[25.7-63.7]",Not supported
46,180,81,PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-1617.0],Confident,"PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-1617.0], C6H6_GT[25.7-63.7]",Not supported
47,2,85,PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-1223.0],Not confident,PT08_S4_NO2[2397.0-2775.0] --> PT08_S1_CO[647.0-1580.0],Not supported
48,27,85,PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-1479.0],Not confident,PT08_S4_NO2[2397.0-2775.0] --> PT08_S1_CO[647.0-1580.0],Not supported
49,67,85,PT08_S4_NO2[1860.0-2775.0] --> PT08_S1_CO[647.0-1544.0],Not confident,PT08_S4_NO2[2397.0-2775.0] --> PT08_S1_CO[647.0-1580.0],Not supported
50,43,85,PT08_S4_NO2[1878.0-2775.0] --> PT08_S1_CO[647.0-1512.0],Not confident,PT08_S4_NO2[2397.0-2775.0] --> PT08_S1_CO[647.0-1580.0],Not supported
51,48,85,PT08_S4_NO2[1876.0-2775.0] --> PT08_S1_CO[647.0-1544.0],Not confident,PT08_S4_NO2[2397.0-2775.0] --> PT08_S1_CO[647.0-1580.0],Not supported
52,57,85,PT08_S4_NO2[2257.0-2775.0] --> PT08_S1_CO[647.0-1545.0],Not supported,PT08_S4_NO2[2397.0-2775.0] --> PT08_S1_CO[647.0-1580.0],Not supported
53,2,87,PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-1223.0],Not confident,"PT08_S4_NO2[1991.0-2775.0] --> PT08_S1_CO[647.0-1722.0], NMHC_GT[7.0-274.0], C6H6_GT[35.9-63.7]",Not supported
54,27,87,PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-1479.0],Not confident,"PT08_S4_NO2[1991.0-2775.0] --> PT08_S1_CO[647.0-1722.0], NMHC_GT[7.0-274.0], C6H6_GT[35.9-63.7]",Not supported
55,67,87,PT08_S4_NO2[1860.0-2775.0] --> PT08_S1_CO[647.0-1544.0],Not confident,"PT08_S4_NO2[1991.0-2775.0] --> PT08_S1_CO[647.0-1722.0], NMHC_GT[7.0-274.0], C6H6_GT[35.9-63.7]",Not supported
56,43,87,PT08_S4_NO2[1878.0-2775.0] --> PT08_S1_CO[647.0-1512.0],Not confident,"PT08_S4_NO2[1991.0-2775.0] --> PT08_S1_CO[647.0-1722.0], NMHC_GT[7.0-274.0], C6H6_GT[35.9-63.7]",Not supported
57,48,87,PT08_S4_NO2[1876.0-2775.0] --> PT08_S1_CO[647.0-1544.0],Not confident,"PT08_S4_NO2[1991.0-2775.0] --> PT08_S1_CO[647.0-1722.0], NMHC_GT[7.0-274.0], C6H6_GT[35.9-63.7]",Not supported
58,180,87,PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-1617.0],Confident,"PT08_S4_NO2[1991.0-2775.0] --> PT08_S1_CO[647.0-1722.0], NMHC_GT[7.0-274.0], C6H6_GT[35.9-63.7]",Not supported
59,1,87,PT08_S4_NO2[1731.0-2775.0] --> NMHC_GT[7.0-193.0],Not supported,"PT08_S4_NO2[1991.0-2775.0] --> PT08_S1_CO[647.0-1722.0], NMHC_GT[7.0-274.0], C6H6_GT[35.9-63.7]",Not supported
60,32,87,"PT08_S4_NO2[1860.0-2775.0] --> PT08_S1_CO[647.0-1598.0], C6H6_GT[42.8-63.7]",Not supported,"PT08_S4_NO2[1991.0-2775.0] --> PT08_S1_CO[647.0-1722.0], NMHC_GT[7.0-274.0], C6H6_GT[35.9-63.7]",Not supported
61,108,87,"PT08_S4_NO2[1991.0-2775.0] --> PT08_S1_CO[647.0-1621.0], C6H6_GT[50.8-63.7]",Not supported,"PT08_S4_NO2[1991.0-2775.0] --> PT08_S1_CO[647.0-1722.0], NMHC_GT[7.0-274.0], C6H6_GT[35.9-63.7]",Not supported
62,131,87,PT08_S4_NO2[1991.0-2775.0] --> PT08_S1_CO[647.0-1617.0],Not supported,"PT08_S4_NO2[1991.0-2775.0] --> PT08_S1_CO[647.0-1722.0], NMHC_GT[7.0-274.0], C6H6_GT[35.9-63.7]",Not supported
63,244,87,"PT08_S2_NMHC[383.0-644.0], NO2_GT[2.0-32.0], PT08_S4_NO2[1731.0-2775.0] --> NMHC_GT[7.0-274.0]",Not supported,"PT08_S4_NO2[1991.0-2775.0] --> PT08_S1_CO[647.0-1722.0], NMHC_GT[7.0-274.0], C6H6_GT[35.9-63.7]",Not supported
64,258,87,"PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-1722.0], NMHC_GT[7.0-274.0]",Not supported,"PT08_S4_NO2[1991.0-2775.0] --> PT08_S1_CO[647.0-1722.0], NMHC_GT[7.0-274.0], C6H6_GT[35.9-63.7]",Not supported
65,295,87,"PT08_S2_NMHC[383.0-900.0], NO2_GT[2.0-224.0], PT08_S4_NO2[1860.0-2775.0] --> NMHC_GT[7.0-274.0]",Not supported,"PT08_S4_NO2[1991.0-2775.0] --> PT08_S1_CO[647.0-1722.0], NMHC_GT[7.0-274.0], C6H6_GT[35.9-63.7]",Not supported
66,303,87,PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-1722.0],Confident,"PT08_S4_NO2[1991.0-2775.0] --> PT08_S1_CO[647.0-1722.0], NMHC_GT[7.0-274.0], C6H6_GT[35.9-63.7]",Not supported
67,319,87,"PT08_S2_NMHC[383.0-1028.0], NO2_GT[2.0-144.0], PT08_S4_NO2[1747.0-2775.0] --> NMHC_GT[7.0-210.0]",Not supported,"PT08_S4_NO2[1991.0-2775.0] --> PT08_S1_CO[647.0-1722.0], NMHC_GT[7.0-274.0], C6H6_GT[35.9-63.7]",Not supported
68,400,87,"PT08_S2_NMHC[383.0-1252.0], NO2_GT[2.0-32.0], PT08_S4_NO2[1951.0-2775.0] --> NMHC_GT[7.0-210.0]",Not supported,"PT08_S4_NO2[1991.0-2775.0] --> PT08_S1_CO[647.0-1722.0], NMHC_GT[7.0-274.0], C6H6_GT[35.9-63.7]",Not supported
69,451,87,"PT08_S2_NMHC[383.0-1413.0], NO2_GT[2.0-136.0], PT08_S4_NO2[1731.0-2775.0] --> NMHC_GT[7.0-274.0]",Not supported,"PT08_S4_NO2[1991.0-2775.0] --> PT08_S1_CO[647.0-1722.0], NMHC_GT[7.0-274.0], C6H6_GT[35.9-63.7]",Not supported
70,452,87,"PT08_S2_NMHC[383.0-1060.0], NO2_GT[2.0-200.0], PT08_S4_NO2[1731.0-2775.0] --> NMHC_GT[7.0-274.0]",Not supported,"PT08_S4_NO2[1991.0-2775.0] --> PT08_S1_CO[647.0-1722.0], NMHC_GT[7.0-274.0], C6H6_GT[35.9-63.7]",Not supported
71,2,103,PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-1223.0],Not confident,PT08_S4_NO2[2397.0-2775.0] --> PT08_S1_CO[647.0-1617.0],Not supported
72,27,103,PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-1479.0],Not confident,PT08_S4_NO2[2397.0-2775.0] --> PT08_S1_CO[647.0-1617.0],Not supported
73,67,103,PT08_S4_NO2[1860.0-2775.0] --> PT08_S1_CO[647.0-1544.0],Not confident,PT08_S4_NO2[2397.0-2775.0] --> PT08_S1_CO[647.0-1617.0],Not supported
74,43,103,PT08_S4_NO2[1878.0-2775.0] --> PT08_S1_CO[647.0-1512.0],Not confident,PT08_S4_NO2[2397.0-2775.0] --> PT08_S1_CO[647.0-1617.0],Not supported
75,48,103,PT08_S4_NO2[1876.0-2775.0] --> PT08_S1_CO[647.0-1544.0],Not confident,PT08_S4_NO2[2397.0-2775.0] --> PT08_S1_CO[647.0-1617.0],Not supported
76,180,103,PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-1617.0],Confident,PT08_S4_NO2[2397.0-2775.0] --> PT08_S1_CO[647.0-1617.0],Not supported
77,57,103,PT08_S4_NO2[2257.0-2775.0] --> PT08_S1_CO[647.0-1545.0],Not supported,PT08_S4_NO2[2397.0-2775.0] --> PT08_S1_CO[647.0-1617.0],Not supported
78,131,103,PT08_S4_NO2[1991.0-2775.0] --> PT08_S1_CO[647.0-1617.0],Not supported,PT08_S4_NO2[2397.0-2775.0] --> PT08_S1_CO[647.0-1617.0],Not supported
79,85,103,PT08_S4_NO2[2397.0-2775.0] --> PT08_S1_CO[647.0-1580.0],Not supported,PT08_S4_NO2[2397.0-2775.0] --> PT08_S1_CO[647.0-1617.0],Not supported
80,2,108,PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-1223.0],Not confident,"PT08_S4_NO2[1991.0-2775.0] --> PT08_S1_CO[647.0-1621.0], C6H6_GT[50.8-63.7]",Not supported
81,27,108,PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-1479.0],Not confident,"PT08_S4_NO2[1991.0-2775.0] --> PT08_S1_CO[647.0-1621.0], C6H6_GT[50.8-63.7]",Not supported
82,67,108,PT08_S4_NO2[1860.0-2775.0] --> PT08_S1_CO[647.0-1544.0],Not confident,"PT08_S4_NO2[1991.0-2775.0] --> PT08_S1_CO[647.0-1621.0], C6H6_GT[50.8-63.7]",Not supported
83,43,108,PT08_S4_NO2[1878.0-2775.0] --> PT08_S1_CO[647.0-1512.0],Not confident,"PT08_S4_NO2[1991.0-2775.0] --> PT08_S1_CO[647.0-1621.0], C6H6_GT[50.8-63.7]",Not supported
84,48,108,PT08_S4_NO2[1876.0-2775.0] --> PT08_S1_CO[647.0-1544.0],Not confident,"PT08_S4_NO2[1991.0-2775.0] --> PT08_S1_CO[647.0-1621.0], C6H6_GT[50.8-63.7]",Not supported
85,180,108,PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-1617.0],Confident,"PT08_S4_NO2[1991.0-2775.0] --> PT08_S1_CO[647.0-1621.0], C6H6_GT[50.8-63.7]",Not supported
86,131,108,PT08_S4_NO2[1991.0-2775.0] --> PT08_S1_CO[647.0-1617.0],Not supported,"PT08_S4_NO2[1991.0-2775.0] --> PT08_S1_CO[647.0-1621.0], C6H6_GT[50.8-63.7]",Not supported
87,2,114,PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-1223.0],Not confident,"PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-1755.0], NMHC_GT[7.0-274.0], C6H6_GT[32.6-63.7]",Not supported
88,27,114,PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-1479.0],Not confident,"PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-1755.0], NMHC_GT[7.0-274.0], C6H6_GT[32.6-63.7]",Not supported
89,180,114,PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-1617.0],Confident,"PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-1755.0], NMHC_GT[7.0-274.0], C6H6_GT[32.6-63.7]",Not supported
90,1,114,PT08_S4_NO2[1731.0-2775.0] --> NMHC_GT[7.0-193.0],Not supported,"PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-1755.0], NMHC_GT[7.0-274.0], C6H6_GT[32.6-63.7]",Not supported
91,244,114,"PT08_S2_NMHC[383.0-644.0], NO2_GT[2.0-32.0], PT08_S4_NO2[1731.0-2775.0] --> NMHC_GT[7.0-274.0]",Not supported,"PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-1755.0], NMHC_GT[7.0-274.0], C6H6_GT[32.6-63.7]",Not supported
92,258,114,"PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-1722.0], NMHC_GT[7.0-274.0]",Not supported,"PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-1755.0], NMHC_GT[7.0-274.0], C6H6_GT[32.6-63.7]",Not supported
93,303,114,PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-1722.0],Confident,"PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-1755.0], NMHC_GT[7.0-274.0], C6H6_GT[32.6-63.7]",Not supported
94,451,114,"PT08_S2_NMHC[383.0-1413.0], NO2_GT[2.0-136.0], PT08_S4_NO2[1731.0-2775.0] --> NMHC_GT[7.0-274.0]",Not supported,"PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-1755.0], NMHC_GT[7.0-274.0], C6H6_GT[32.6-63.7]",Not supported
95,452,114,"PT08_S2_NMHC[383.0-1060.0], NO2_GT[2.0-200.0], PT08_S4_NO2[1731.0-2775.0] --> NMHC_GT[7.0-274.0]",Not supported,"PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-1755.0], NMHC_GT[7.0-274.0], C6H6_GT[32.6-63.7]",Not supported
96,2,117,PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-1223.0],Not confident,"PT08_S4_NO2[1863.0-2775.0] --> PT08_S1_CO[647.0-1621.0], C6H6_GT[27.6-63.7]",Not supported
97,27,117,PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-1479.0],Not confident,"PT08_S4_NO2[1863.0-2775.0] --> PT08_S1_CO[647.0-1621.0], C6H6_GT[27.6-63.7]",Not supported
98,67,117,PT08_S4_NO2[1860.0-2775.0] --> PT08_S1_CO[647.0-1544.0],Not confident,"PT08_S4_NO2[1863.0-2775.0] --> PT08_S1_CO[647.0-1621.0], C6H6_GT[27.6-63.7]",Not supported
99,3,117,"PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-1479.0], C6H6_GT[32.2-63.7]",Not supported,"PT08_S4_NO2[1863.0-2775.0] --> PT08_S1_CO[647.0-1621.0], C6H6_GT[27.6-63.7]",Not supported
100,180,117,PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-1617.0],Confident,"PT08_S4_NO2[1863.0-2775.0] --> PT08_S1_CO[647.0-1621.0], C6H6_GT[27.6-63.7]",Not supported
101,32,117,"PT08_S4_NO2[1860.0-2775.0] --> PT08_S1_CO[647.0-1598.0], C6H6_GT[42.8-63.7]",Not supported,"PT08_S4_NO2[1863.0-2775.0] --> PT08_S1_CO[647.0-1621.0], C6H6_GT[27.6-63.7]",Not supported
102,2,118,PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-1223.0],Not confident,"PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-1722.0], C6H6_GT[32.2-63.7]",Not supported
103,27,118,PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-1479.0],Not confident,"PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-1722.0], C6H6_GT[32.2-63.7]",Not supported
104,3,118,"PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-1479.0], C6H6_GT[32.2-63.7]",Not supported,"PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-1722.0], C6H6_GT[32.2-63.7]",Not supported
105,180,118,PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-1617.0],Confident,"PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-1722.0], C6H6_GT[32.2-63.7]",Not supported
106,303,118,PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-1722.0],Confident,"PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-1722.0], C6H6_GT[32.2-63.7]",Not supported
107,2,121,PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-1223.0],Not confident,"PT08_S4_NO2[1763.0-2775.0] --> PT08_S1_CO[647.0-1728.0], C6H6_GT[42.8-63.7]",Not supported
108,27,121,PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-1479.0],Not confident,"PT08_S4_NO2[1763.0-2775.0] --> PT08_S1_CO[647.0-1728.0], C6H6_GT[42.8-63.7]",Not supported
109,180,121,PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-1617.0],Confident,"PT08_S4_NO2[1763.0-2775.0] --> PT08_S1_CO[647.0-1728.0], C6H6_GT[42.8-63.7]",Not supported
110,303,121,PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-1722.0],Confident,"PT08_S4_NO2[1763.0-2775.0] --> PT08_S1_CO[647.0-1728.0], C6H6_GT[42.8-63.7]",Not supported
111,2,125,PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-1223.0],Not confident,"PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-1722.0], C6H6_GT[25.7-63.7]",Not supported
112,27,125,PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-1479.0],Not confident,"PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-1722.0], C6H6_GT[25.7-63.7]",Not supported
113,3,125,"PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-1479.0], C6H6_GT[32.2-63.7]",Not supported,"PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-1722.0], C6H6_GT[25.7-63.7]",Not supported
