,idRule_G,idRule_g,Rule_G,state_G,Rule_g,state_g
44,248,311,"PT08_S3_NOx[1420.0-2683.0], PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-1223.0]",Not supported,"PT08_S3_NOx[1420.0-2683.0], PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-1479.0]",Not supported
45,2,327,PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-698.0],Not supported,"NMHC_GT[7.0-401.0], PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-1223.0]",Not supported
46,75,327,PT08_S4_NO2[1219.0-2775.0] --> PT08_S1_CO[647.0-698.0],Not supported,"NMHC_GT[7.0-401.0], PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-1223.0]",Not supported
47,6,147,PT08_S1_CO[647.0-698.0] --> NMHC_GT[7.0-193.0],Not supported,"PT08_S1_CO[647.0-698.0], NOx_GT[2.0-416.0] --> NMHC_GT[7.0-401.0]",Not supported
48,76,147,NOx_GT[2.0-416.0] --> NMHC_GT[7.0-193.0],Not confident,"PT08_S1_CO[647.0-698.0], NOx_GT[2.0-416.0] --> NMHC_GT[7.0-401.0]",Not supported
49,173,147,"PT08_S1_CO[647.0-1223.0] --> CO_GT[0.1-3.2], NMHC_GT[7.0-193.0], NOx_GT[517.0-1479.0], NO2_GT[134.0-340.0]",Not supported,"PT08_S1_CO[647.0-698.0], NOx_GT[2.0-416.0] --> NMHC_GT[7.0-401.0]",Not supported
50,268,147,"PT08_S1_CO[647.0-1223.0] --> NMHC_GT[7.0-193.0], NOx_GT[2.0-416.0], NO2_GT[70.0-340.0]",Not supported,"PT08_S1_CO[647.0-698.0], NOx_GT[2.0-416.0] --> NMHC_GT[7.0-401.0]",Not supported
51,6,172,PT08_S1_CO[647.0-698.0] --> NMHC_GT[7.0-193.0],Not supported,"PT08_S1_CO[647.0-698.0], PT08_S2_NMHC[1451.0-2214.0], NO2_GT[2.0-32.0] --> NMHC_GT[7.0-401.0]",Not supported
52,173,172,"PT08_S1_CO[647.0-1223.0] --> CO_GT[0.1-3.2], NMHC_GT[7.0-193.0], NOx_GT[517.0-1479.0], NO2_GT[134.0-340.0]",Not supported,"PT08_S1_CO[647.0-698.0], PT08_S2_NMHC[1451.0-2214.0], NO2_GT[2.0-32.0] --> NMHC_GT[7.0-401.0]",Not supported
53,199,172,"PT08_S2_NMHC[1451.0-2214.0] --> PT08_S1_CO[1881.0-2040.0], NMHC_GT[7.0-193.0]",Not supported,"PT08_S1_CO[647.0-698.0], PT08_S2_NMHC[1451.0-2214.0], NO2_GT[2.0-32.0] --> NMHC_GT[7.0-401.0]",Not supported
54,226,172,"PT08_S1_CO[647.0-1223.0], PT08_S2_NMHC[1451.0-2214.0] --> CO_GT[0.1-3.2], NMHC_GT[7.0-193.0]",Not supported,"PT08_S1_CO[647.0-698.0], PT08_S2_NMHC[1451.0-2214.0], NO2_GT[2.0-32.0] --> NMHC_GT[7.0-401.0]",Not supported
55,268,172,"PT08_S1_CO[647.0-1223.0] --> NMHC_GT[7.0-193.0], NOx_GT[2.0-416.0], NO2_GT[70.0-340.0]",Not supported,"PT08_S1_CO[647.0-698.0], PT08_S2_NMHC[1451.0-2214.0], NO2_GT[2.0-32.0] --> NMHC_GT[7.0-401.0]",Not supported
56,7,55,"C6H6_GT[0.1-15.1] --> PT08_S3_NOx[322.0-553.0], PT08_S4_NO2[551.0-1285.0]",Not supported,"C6H6_GT[0.1-15.1] --> PT08_S3_NOx[322.0-1065.0], PT08_S4_NO2[551.0-1285.0]",Not confident
57,7,79,"C6H6_GT[0.1-15.1] --> PT08_S3_NOx[322.0-553.0], PT08_S4_NO2[551.0-1285.0]",Not supported,"C6H6_GT[0.1-15.1] --> PT08_S3_NOx[322.0-1329.0], PT08_S4_NO2[551.0-1285.0]",Not confident
58,55,79,"C6H6_GT[0.1-15.1] --> PT08_S3_NOx[322.0-1065.0], PT08_S4_NO2[551.0-1285.0]",Not confident,"C6H6_GT[0.1-15.1] --> PT08_S3_NOx[322.0-1329.0], PT08_S4_NO2[551.0-1285.0]",Not confident
59,7,117,"C6H6_GT[0.1-15.1] --> PT08_S3_NOx[322.0-553.0], PT08_S4_NO2[551.0-1285.0]",Not supported,"PT08_S1_CO[647.0-967.0], C6H6_GT[0.1-15.1], PT08_S2_NMHC[1451.0-2214.0], NOx_GT[2.0-416.0], PT08_S4_NO2[1731.0-2775.0] --> PT08_S3_NOx[322.0-553.0]",Not supported
60,26,117,PT08_S4_NO2[1219.0-2775.0] --> PT08_S3_NOx[322.0-553.0],Not confident,"PT08_S1_CO[647.0-967.0], C6H6_GT[0.1-15.1], PT08_S2_NMHC[1451.0-2214.0], NOx_GT[2.0-416.0], PT08_S4_NO2[1731.0-2775.0] --> PT08_S3_NOx[322.0-553.0]",Not supported
61,143,117,"C6H6_GT[0.1-15.1] --> PT08_S1_CO[1207.0-2040.0], PT08_S3_NOx[322.0-553.0], PT08_S4_NO2[1731.0-2775.0]",Not supported,"PT08_S1_CO[647.0-967.0], C6H6_GT[0.1-15.1], PT08_S2_NMHC[1451.0-2214.0], NOx_GT[2.0-416.0], PT08_S4_NO2[1731.0-2775.0] --> PT08_S3_NOx[322.0-553.0]",Not supported
62,160,117,"PT08_S2_NMHC[1451.0-2214.0], PT08_S4_NO2[1219.0-2775.0] --> C6H6_GT[25.7-63.7], PT08_S3_NOx[322.0-553.0]",Not supported,"PT08_S1_CO[647.0-967.0], C6H6_GT[0.1-15.1], PT08_S2_NMHC[1451.0-2214.0], NOx_GT[2.0-416.0], PT08_S4_NO2[1731.0-2775.0] --> PT08_S3_NOx[322.0-553.0]",Not supported
63,253,117,"PT08_S1_CO[647.0-1223.0], PT08_S4_NO2[1731.0-2775.0] --> CO_GT[0.1-3.2], PT08_S2_NMHC[1451.0-2214.0], PT08_S3_NOx[322.0-553.0]",Not supported,"PT08_S1_CO[647.0-967.0], C6H6_GT[0.1-15.1], PT08_S2_NMHC[1451.0-2214.0], NOx_GT[2.0-416.0], PT08_S4_NO2[1731.0-2775.0] --> PT08_S3_NOx[322.0-553.0]",Not supported
64,286,117,"C6H6_GT[0.1-15.1] --> PT08_S2_NMHC[1451.0-2214.0], NOx_GT[517.0-1479.0], PT08_S3_NOx[322.0-553.0]",Not supported,"PT08_S1_CO[647.0-967.0], C6H6_GT[0.1-15.1], PT08_S2_NMHC[1451.0-2214.0], NOx_GT[2.0-416.0], PT08_S4_NO2[1731.0-2775.0] --> PT08_S3_NOx[322.0-553.0]",Not supported
65,7,118,"C6H6_GT[0.1-15.1] --> PT08_S3_NOx[322.0-553.0], PT08_S4_NO2[551.0-1285.0]",Not supported,"NMHC_GT[306.0-1189.0], C6H6_GT[0.1-15.1] --> PT08_S3_NOx[322.0-1329.0], PT08_S4_NO2[551.0-1285.0]",Not supported
66,55,118,"C6H6_GT[0.1-15.1] --> PT08_S3_NOx[322.0-1065.0], PT08_S4_NO2[551.0-1285.0]",Not confident,"NMHC_GT[306.0-1189.0], C6H6_GT[0.1-15.1] --> PT08_S3_NOx[322.0-1329.0], PT08_S4_NO2[551.0-1285.0]",Not supported
67,79,118,"C6H6_GT[0.1-15.1] --> PT08_S3_NOx[322.0-1329.0], PT08_S4_NO2[551.0-1285.0]",Not confident,"NMHC_GT[306.0-1189.0], C6H6_GT[0.1-15.1] --> PT08_S3_NOx[322.0-1329.0], PT08_S4_NO2[551.0-1285.0]",Not supported
68,7,130,"C6H6_GT[0.1-15.1] --> PT08_S3_NOx[322.0-553.0], PT08_S4_NO2[551.0-1285.0]",Not supported,"C6H6_GT[0.1-2.3] --> PT08_S3_NOx[322.0-1065.0], PT08_S4_NO2[551.0-1285.0]",Not supported
69,55,130,"C6H6_GT[0.1-15.1] --> PT08_S3_NOx[322.0-1065.0], PT08_S4_NO2[551.0-1285.0]",Not confident,"C6H6_GT[0.1-2.3] --> PT08_S3_NOx[322.0-1065.0], PT08_S4_NO2[551.0-1285.0]",Not supported
70,7,217,"C6H6_GT[0.1-15.1] --> PT08_S3_NOx[322.0-553.0], PT08_S4_NO2[551.0-1285.0]",Not supported,"C6H6_GT[0.1-15.1], NO2_GT[267.0-340.0] --> PT08_S3_NOx[322.0-1065.0], PT08_S4_NO2[551.0-1285.0]",Not supported
71,8,217,"NO2_GT[267.0-340.0] --> NOx_GT[2.0-416.0], PT08_S3_NOx[322.0-553.0], PT08_S4_NO2[551.0-1285.0]",Not supported,"C6H6_GT[0.1-15.1], NO2_GT[267.0-340.0] --> PT08_S3_NOx[322.0-1065.0], PT08_S4_NO2[551.0-1285.0]",Not supported
72,55,217,"C6H6_GT[0.1-15.1] --> PT08_S3_NOx[322.0-1065.0], PT08_S4_NO2[551.0-1285.0]",Not confident,"C6H6_GT[0.1-15.1], NO2_GT[267.0-340.0] --> PT08_S3_NOx[322.0-1065.0], PT08_S4_NO2[551.0-1285.0]",Not supported
73,194,217,"NO2_GT[267.0-340.0] --> NOx_GT[2.0-416.0], PT08_S3_NOx[322.0-809.0], PT08_S4_NO2[551.0-1285.0]",Not supported,"C6H6_GT[0.1-15.1], NO2_GT[267.0-340.0] --> PT08_S3_NOx[322.0-1065.0], PT08_S4_NO2[551.0-1285.0]",Not supported
74,260,217,"NO2_GT[267.0-340.0] --> CO_GT[0.1-3.2], PT08_S2_NMHC[383.0-1156.0], NOx_GT[2.0-160.0], PT08_S3_NOx[322.0-1065.0], PT08_S4_NO2[551.0-1285.0]",Not supported,"C6H6_GT[0.1-15.1], NO2_GT[267.0-340.0] --> PT08_S3_NOx[322.0-1065.0], PT08_S4_NO2[551.0-1285.0]",Not supported
75,7,240,"C6H6_GT[0.1-15.1] --> PT08_S3_NOx[322.0-553.0], PT08_S4_NO2[551.0-1285.0]",Not supported,"PT08_S1_CO[647.0-1223.0], C6H6_GT[0.1-15.1], PT08_S2_NMHC[1451.0-2214.0] --> PT08_S4_NO2[551.0-1285.0]",Not supported
76,55,240,"C6H6_GT[0.1-15.1] --> PT08_S3_NOx[322.0-1065.0], PT08_S4_NO2[551.0-1285.0]",Not confident,"PT08_S1_CO[647.0-1223.0], C6H6_GT[0.1-15.1], PT08_S2_NMHC[1451.0-2214.0] --> PT08_S4_NO2[551.0-1285.0]",Not supported
77,79,240,"C6H6_GT[0.1-15.1] --> PT08_S3_NOx[322.0-1329.0], PT08_S4_NO2[551.0-1285.0]",Not confident,"PT08_S1_CO[647.0-1223.0], C6H6_GT[0.1-15.1], PT08_S2_NMHC[1451.0-2214.0] --> PT08_S4_NO2[551.0-1285.0]",Not supported
78,7,281,"C6H6_GT[0.1-15.1] --> PT08_S3_NOx[322.0-553.0], PT08_S4_NO2[551.0-1285.0]",Not supported,"C6H6_GT[0.1-2.3] --> PT08_S3_NOx[322.0-1329.0], PT08_S4_NO2[551.0-1285.0]",Not supported
79,55,281,"C6H6_GT[0.1-15.1] --> PT08_S3_NOx[322.0-1065.0], PT08_S4_NO2[551.0-1285.0]",Not confident,"C6H6_GT[0.1-2.3] --> PT08_S3_NOx[322.0-1329.0], PT08_S4_NO2[551.0-1285.0]",Not supported
80,79,281,"C6H6_GT[0.1-15.1] --> PT08_S3_NOx[322.0-1329.0], PT08_S4_NO2[551.0-1285.0]",Not confident,"C6H6_GT[0.1-2.3] --> PT08_S3_NOx[322.0-1329.0], PT08_S4_NO2[551.0-1285.0]",Not supported
81,130,281,"C6H6_GT[0.1-2.3] --> PT08_S3_NOx[322.0-1065.0], PT08_S4_NO2[551.0-1285.0]",Not supported,"C6H6_GT[0.1-2.3] --> PT08_S3_NOx[322.0-1329.0], PT08_S4_NO2[551.0-1285.0]",Not supported
82,8,66,"NO2_GT[267.0-340.0] --> NOx_GT[2.0-416.0], PT08_S3_NOx[322.0-553.0], PT08_S4_NO2[551.0-1285.0]",Not supported,NO2_GT[267.0-340.0] --> PT08_S3_NOx[322.0-553.0],Not supported
83,8,194,"NO2_GT[267.0-340.0] --> NOx_GT[2.0-416.0], PT08_S3_NOx[322.0-553.0], PT08_S4_NO2[551.0-1285.0]",Not supported,"NO2_GT[267.0-340.0] --> NOx_GT[2.0-416.0], PT08_S3_NOx[322.0-809.0], PT08_S4_NO2[551.0-1285.0]",Not supported
84,9,136,PT08_S4_NO2[1219.0-2775.0] --> PT08_S1_CO[1881.0-2040.0],Not supported,"NMHC_GT[306.0-1189.0], PT08_S4_NO2[1219.0-2775.0] --> PT08_S1_CO[1207.0-2040.0]",Not supported
85,101,136,"NMHC_GT[306.0-1189.0] --> PT08_S1_CO[1881.0-2040.0], PT08_S3_NOx[322.0-553.0]",Not supported,"NMHC_GT[306.0-1189.0], PT08_S4_NO2[1219.0-2775.0] --> PT08_S1_CO[1207.0-2040.0]",Not supported
86,148,136,NMHC_GT[306.0-1189.0] --> PT08_S1_CO[1207.0-2040.0],Not supported,"NMHC_GT[306.0-1189.0], PT08_S4_NO2[1219.0-2775.0] --> PT08_S1_CO[1207.0-2040.0]",Not supported
87,308,136,"NMHC_GT[143.0-1189.0] --> PT08_S1_CO[1881.0-2040.0], PT08_S3_NOx[322.0-553.0]",Not supported,"NMHC_GT[306.0-1189.0], PT08_S4_NO2[1219.0-2775.0] --> PT08_S1_CO[1207.0-2040.0]",Not supported
88,11,108,PT08_S1_CO[647.0-698.0] --> NO2_GT[267.0-340.0],Not supported,"PT08_S1_CO[647.0-698.0], C6H6_GT[25.7-63.7], NOx_GT[2.0-416.0] --> NO2_GT[134.0-340.0]",Not supported
89,13,108,PT08_S1_CO[647.0-1223.0] --> NO2_GT[267.0-340.0],Not supported,"PT08_S1_CO[647.0-698.0], C6H6_GT[25.7-63.7], NOx_GT[2.0-416.0] --> NO2_GT[134.0-340.0]",Not supported
90,78,108,"PT08_S1_CO[647.0-1479.0], NOx_GT[2.0-416.0] --> NO2_GT[267.0-340.0], PT08_S4_NO2[551.0-1285.0]",Not supported,"PT08_S1_CO[647.0-698.0], C6H6_GT[25.7-63.7], NOx_GT[2.0-416.0] --> NO2_GT[134.0-340.0]",Not supported
91,129,108,"PT08_S1_CO[647.0-1479.0] --> PT08_S3_NOx[869.0-2683.0], NO2_GT[267.0-340.0]",Not supported,"PT08_S1_CO[647.0-698.0], C6H6_GT[25.7-63.7], NOx_GT[2.0-416.0] --> NO2_GT[134.0-340.0]",Not supported
92,173,108,"PT08_S1_CO[647.0-1223.0] --> CO_GT[0.1-3.2], NMHC_GT[7.0-193.0], NOx_GT[517.0-1479.0], NO2_GT[134.0-340.0]",Not supported,"PT08_S1_CO[647.0-698.0], C6H6_GT[25.7-63.7], NOx_GT[2.0-416.0] --> NO2_GT[134.0-340.0]",Not supported
