idRule,Rule,state
21,"NO2_GT[267.0-340.0], PT08_S4_NO2[1731.0-2775.0] --> PT08_S3_NOx[1420.0-2683.0]",Not supported
22,"PT08_S1_CO[647.0-698.0], PT08_S4_NO2[551.0-1285.0] --> PT08_S2_NMHC[1451.0-2214.0]",Not supported
23,"PT08_S2_NMHC[383.0-644.0], PT08_S4_NO2[1731.0-2775.0] --> C6H6_GT[0.1-15.1]",Not supported
24,"PT08_S2_NMHC[383.0-1156.0], PT08_S4_NO2[1731.0-2775.0] --> NO2_GT[2.0-32.0]",Not supported
25,"CO_GT[0.1-3.2], NOx_GT[2.0-416.0] --> PT08_S4_NO2[1731.0-2775.0]",Not confident
26,PT08_S4_NO2[1219.0-2775.0] --> PT08_S3_NOx[322.0-553.0],Not confident
27,"NOx_GT[2.0-416.0], NO2_GT[267.0-340.0], PT08_S4_NO2[1731.0-2775.0] --> CO_GT[0.1-3.2]",Not supported
28,"PT08_S1_CO[647.0-1223.0], C6H6_GT[0.1-15.1], PT08_S2_NMHC[1451.0-2214.0], NOx_GT[2.0-416.0], PT08_S4_NO2[1731.0-2775.0] --> CO_GT[0.1-3.2]",Not supported
29,"CO_GT[6.5-11.9], PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-1223.0]",Not supported
30,"PT08_S2_NMHC[383.0-644.0], NOx_GT[2.0-416.0] --> PT08_S3_NOx[1420.0-2683.0], NO2_GT[2.0-160.0]",Not supported
31,"PT08_S2_NMHC[383.0-644.0], PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-967.0]",Not supported
32,"NMHC_GT[306.0-1189.0], PT08_S4_NO2[1731.0-2775.0] --> NOx_GT[2.0-416.0]",Not supported
33,PT08_S4_NO2[551.0-1285.0] --> PT08_S3_NOx[322.0-553.0],Not supported
34,PT08_S4_NO2[551.0-1285.0] --> CO_GT[6.5-11.9],Not supported
35,"PT08_S1_CO[647.0-698.0], PT08_S3_NOx[1420.0-2683.0] --> NO2_GT[2.0-32.0]",Not supported
36,"CO_GT[0.1-3.2] --> PT08_S1_CO[1881.0-2040.0], NMHC_GT[7.0-193.0]",Not supported
37,"PT08_S2_NMHC[383.0-644.0], PT08_S4_NO2[1475.0-2775.0] --> PT08_S3_NOx[1420.0-2683.0]",Not supported
38,"NMHC_GT[7.0-193.0], PT08_S2_NMHC[383.0-644.0], PT08_S4_NO2[2397.0-2775.0] --> C6H6_GT[25.7-63.7]",Not supported
39,"CO_GT[6.5-11.9] --> PT08_S1_CO[1881.0-2040.0], PT08_S3_NOx[322.0-553.0], NO2_GT[267.0-340.0]",Not supported
40,"C6H6_GT[25.7-63.7], NO2_GT[267.0-340.0], PT08_S4_NO2[2397.0-2775.0] --> NMHC_GT[306.0-1189.0]",Not supported
41,"NMHC_GT[7.0-193.0], NOx_GT[2.0-416.0] --> PT08_S2_NMHC[1451.0-2214.0]",Not supported
42,"CO_GT[0.1-3.2], PT08_S1_CO[647.0-698.0], PT08_S2_NMHC[1451.0-2214.0] --> C6H6_GT[0.1-15.1]",Not supported
43,"PT08_S1_CO[647.0-1223.0], PT08_S2_NMHC[383.0-644.0], NOx_GT[2.0-416.0] --> NMHC_GT[143.0-1189.0], PT08_S3_NOx[869.0-2683.0], PT08_S4_NO2[1731.0-2775.0]",Not supported
44,"NOx_GT[2.0-416.0], PT08_S3_NOx[1420.0-2683.0] --> NO2_GT[267.0-340.0]",Not supported
45,"CO_GT[0.1-3.2], PT08_S4_NO2[1731.0-2775.0] --> NOx_GT[2.0-416.0]",Confident
46,NOx_GT[517.0-1479.0] --> PT08_S1_CO[1881.0-2040.0],Not supported
47,"PT08_S3_NOx[1420.0-2683.0], PT08_S4_NO2[1731.0-2775.0] --> C6H6_GT[25.7-63.7], NOx_GT[2.0-416.0]",Not supported
48,"PT08_S2_NMHC[383.0-1156.0], PT08_S4_NO2[1731.0-2775.0] --> CO_GT[0.1-3.2]",Not supported
49,"PT08_S1_CO[647.0-1223.0], C6H6_GT[25.7-63.7] --> NOx_GT[2.0-416.0], PT08_S3_NOx[322.0-553.0], PT08_S4_NO2[1731.0-2775.0]",Not supported
50,"CO_GT[6.5-11.9], C6H6_GT[25.7-63.7], PT08_S2_NMHC[383.0-644.0], NOx_GT[2.0-416.0], PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-1479.0]",Not supported
51,"PT08_S1_CO[647.0-1223.0], PT08_S3_NOx[1420.0-2683.0] --> NO2_GT[2.0-32.0]",Not supported
52,"NMHC_GT[306.0-1189.0], PT08_S4_NO2[551.0-1285.0] --> PT08_S3_NOx[1420.0-2683.0]",Not supported
53,"NO2_GT[2.0-32.0], PT08_S4_NO2[1731.0-2775.0] --> C6H6_GT[25.7-63.7]",Not supported
54,"CO_GT[6.5-11.9], C6H6_GT[42.8-63.7], PT08_S2_NMHC[1451.0-2214.0], NOx_GT[260.0-1479.0], PT08_S3_NOx[1420.0-2683.0] --> PT08_S1_CO[647.0-698.0]",Not supported
55,"C6H6_GT[0.1-15.1] --> PT08_S3_NOx[322.0-1065.0], PT08_S4_NO2[551.0-1285.0]",Not confident
56,"CO_GT[0.1-3.2] --> PT08_S2_NMHC[383.0-644.0], NOx_GT[2.0-416.0], PT08_S3_NOx[322.0-1065.0], PT08_S4_NO2[551.0-1285.0]",Not supported
57,"NOx_GT[2.0-416.0], PT08_S3_NOx[1420.0-2683.0] --> C6H6_GT[25.7-63.7]",Not supported
58,"PT08_S4_NO2[2397.0-2775.0] --> PT08_S1_CO[647.0-1223.0], NMHC_GT[306.0-1189.0], PT08_S3_NOx[322.0-553.0]",Not supported
59,"PT08_S2_NMHC[383.0-644.0], PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-1223.0]",Not supported
60,PT08_S4_NO2[1475.0-2775.0] --> PT08_S2_NMHC[383.0-644.0],Not supported
61,"PT08_S1_CO[647.0-1223.0] --> CO_GT[0.1-3.2], NMHC_GT[306.0-1189.0], PT08_S4_NO2[2397.0-2775.0]",Not supported
62,PT08_S1_CO[647.0-1223.0] --> PT08_S4_NO2[1731.0-2775.0],Not confident
63,"CO_GT[6.5-11.9], NOx_GT[517.0-1479.0] --> PT08_S4_NO2[1731.0-2775.0]",Not supported
64,"CO_GT[0.1-3.2], C6H6_GT[25.7-63.7], NOx_GT[2.0-416.0] --> NMHC_GT[7.0-193.0], PT08_S4_NO2[1731.0-2775.0]",Not supported
65,"NMHC_GT[7.0-193.0], NOx_GT[2.0-416.0] --> PT08_S3_NOx[1420.0-2683.0]",Not supported
66,NO2_GT[267.0-340.0] --> PT08_S3_NOx[322.0-553.0],Not supported
67,"PT08_S4_NO2[2397.0-2775.0] --> CO_GT[0.1-3.2], C6H6_GT[25.7-63.7], NOx_GT[2.0-416.0]",Not supported
68,PT08_S4_NO2[1731.0-2775.0] --> C6H6_GT[25.7-63.7],Not supported
69,"PT08_S1_CO[647.0-1479.0], NOx_GT[517.0-1479.0], PT08_S4_NO2[1219.0-2775.0] --> PT08_S2_NMHC[383.0-644.0], NO2_GT[267.0-340.0]",Not supported
70,"PT08_S2_NMHC[383.0-1156.0], NOx_GT[517.0-1479.0], PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-1223.0]",Not supported
71,PT08_S4_NO2[1219.0-2775.0] --> NO2_GT[267.0-340.0],Not supported
72,"CO_GT[0.1-3.2], PT08_S2_NMHC[383.0-644.0], NOx_GT[2.0-160.0] --> PT08_S4_NO2[551.0-1285.0]",Not confident
73,"CO_GT[6.5-11.9], PT08_S4_NO2[1475.0-2775.0] --> NMHC_GT[306.0-1189.0]",Not supported
74,"CO_GT[0.1-3.2], C6H6_GT[0.1-15.1] --> NOx_GT[517.0-1479.0], PT08_S3_NOx[322.0-1065.0], PT08_S4_NO2[551.0-1285.0]",Not supported
75,PT08_S4_NO2[1219.0-2775.0] --> PT08_S1_CO[647.0-698.0],Not supported
76,NOx_GT[2.0-416.0] --> NMHC_GT[7.0-193.0],Not confident
77,PT08_S4_NO2[1219.0-1285.0] --> NMHC_GT[306.0-1189.0],Not supported
78,"PT08_S1_CO[647.0-1479.0], NOx_GT[2.0-416.0] --> NO2_GT[267.0-340.0], PT08_S4_NO2[551.0-1285.0]",Not supported
79,"C6H6_GT[0.1-15.1] --> PT08_S3_NOx[322.0-1329.0], PT08_S4_NO2[551.0-1285.0]",Not confident
80,"NMHC_GT[7.0-193.0], NOx_GT[2.0-416.0], PT08_S3_NOx[869.0-2683.0] --> C6H6_GT[0.1-15.1]",Not supported
81,"PT08_S2_NMHC[383.0-1156.0], PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-1223.0]",Not supported
82,"PT08_S3_NOx[1420.0-2683.0], NO2_GT[2.0-160.0], PT08_S4_NO2[1731.0-2775.0] --> NMHC_GT[306.0-1189.0]",Not supported
83,"NMHC_GT[306.0-1189.0], PT08_S4_NO2[1219.0-2775.0] --> PT08_S2_NMHC[1451.0-2214.0]",Not supported
84,"PT08_S1_CO[647.0-698.0], PT08_S2_NMHC[1451.0-2214.0] --> PT08_S3_NOx[1420.0-2683.0]",Not supported
85,"PT08_S1_CO[647.0-698.0], PT08_S4_NO2[551.0-1285.0] --> PT08_S2_NMHC[383.0-644.0]",Not supported
86,"NMHC_GT[7.0-193.0], NOx_GT[2.0-416.0], PT08_S3_NOx[869.0-2683.0] --> PT08_S2_NMHC[383.0-644.0]",Not supported
87,"NOx_GT[2.0-416.0], PT08_S3_NOx[322.0-553.0] --> CO_GT[0.1-3.2], PT08_S1_CO[1881.0-2040.0], NO2_GT[2.0-224.0]",Not supported
88,"NMHC_GT[7.0-193.0], PT08_S2_NMHC[383.0-1156.0], PT08_S4_NO2[2397.0-2775.0] --> C6H6_GT[0.1-27.9]",Not supported
89,"CO_GT[0.1-3.2], NOx_GT[2.0-416.0] --> PT08_S3_NOx[1420.0-2683.0]",Not supported
90,"CO_GT[0.1-3.2], C6H6_GT[0.1-15.1], PT08_S2_NMHC[1451.0-2214.0], NOx_GT[2.0-416.0] --> NMHC_GT[306.0-1189.0]",Not supported
91,"PT08_S4_NO2[551.0-1797.0] --> CO_GT[6.5-11.9], PT08_S3_NOx[1420.0-2683.0], NO2_GT[267.0-340.0]",Not supported
92,"NMHC_GT[7.0-193.0], NOx_GT[2.0-416.0], PT08_S3_NOx[869.0-2683.0] --> CO_GT[0.1-3.2]",Not supported
93,"CO_GT[6.5-11.9] --> PT08_S1_CO[1207.0-2040.0], PT08_S3_NOx[322.0-553.0], PT08_S4_NO2[1731.0-2775.0]",Not supported
94,"CO_GT[6.5-11.9], NOx_GT[517.0-1479.0] --> PT08_S2_NMHC[1451.0-2214.0]",Not supported
95,"PT08_S1_CO[1881.0-2040.0], NMHC_GT[7.0-274.0], NOx_GT[2.0-416.0] --> PT08_S3_NOx[1420.0-2683.0], PT08_S4_NO2[551.0-1285.0]",Not supported
96,"CO_GT[0.1-3.2], PT08_S1_CO[647.0-1479.0], NMHC_GT[306.0-1189.0], PT08_S4_NO2[960.0-1285.0] --> C6H6_GT[0.1-15.1], PT08_S2_NMHC[383.0-644.0], NO2_GT[267.0-340.0]",Not supported
97,"PT08_S1_CO[647.0-698.0], PT08_S2_NMHC[1451.0-2214.0], NO2_GT[2.0-32.0] --> C6H6_GT[0.1-15.1]",Not supported
98,"PT08_S2_NMHC[383.0-1156.0], PT08_S4_NO2[1731.0-2775.0] --> PT08_S3_NOx[322.0-553.0]",Not supported
99,"PT08_S2_NMHC[383.0-1156.0], PT08_S4_NO2[1731.0-2775.0] --> CO_GT[6.5-11.9]",Not supported
100,"CO_GT[6.5-11.9], C6H6_GT[25.7-63.7] --> NMHC_GT[306.0-1189.0]",Not supported
101,"NMHC_GT[306.0-1189.0] --> PT08_S1_CO[1881.0-2040.0], PT08_S3_NOx[322.0-553.0]",Not supported
102,C6H6_GT[0.1-27.9] --> CO_GT[6.5-11.9],Not supported
103,"PT08_S4_NO2[1219.0-2775.0] --> PT08_S2_NMHC[383.0-644.0], PT08_S3_NOx[322.0-1065.0]",Not supported
104,"CO_GT[0.1-3.2], PT08_S4_NO2[1731.0-2775.0] --> PT08_S2_NMHC[1451.0-2214.0], NOx_GT[2.0-416.0]",Not supported
105,NMHC_GT[7.0-401.0] --> CO_GT[6.5-11.9],Not supported
106,"NOx_GT[517.0-1479.0] --> CO_GT[0.1-3.2], PT08_S1_CO[1207.0-2040.0], NMHC_GT[7.0-193.0], PT08_S3_NOx[322.0-553.0]",Not supported
107,"PT08_S1_CO[647.0-698.0], PT08_S4_NO2[551.0-1285.0] --> NOx_GT[2.0-416.0]",Not supported
108,"PT08_S1_CO[647.0-698.0], C6H6_GT[25.7-63.7], NOx_GT[2.0-416.0] --> NO2_GT[134.0-340.0]",Not supported
109,"CO_GT[0.1-3.2], PT08_S1_CO[647.0-698.0], PT08_S2_NMHC[1451.0-2214.0] --> C6H6_GT[25.7-63.7]",Not supported
110,"C6H6_GT[0.1-15.1], NOx_GT[2.0-416.0] --> NMHC_GT[7.0-193.0]",Not confident
111,"CO_GT[6.5-11.9], C6H6_GT[25.7-63.7] --> NOx_GT[2.0-416.0]",Not supported
112,"PT08_S1_CO[647.0-1223.0], PT08_S3_NOx[1420.0-2683.0] --> NOx_GT[2.0-416.0], NO2_GT[2.0-160.0]",Not supported
113,"CO_GT[0.1-3.2], PT08_S2_NMHC[383.0-644.0], NOx_GT[2.0-416.0], NO2_GT[267.0-340.0], PT08_S4_NO2[551.0-1285.0] --> NMHC_GT[7.0-193.0]",Not supported
114,"PT08_S1_CO[647.0-698.0], PT08_S4_NO2[551.0-1285.0] --> PT08_S3_NOx[1420.0-2683.0]",Not supported
115,"NMHC_GT[7.0-193.0] --> CO_GT[0.1-3.2], PT08_S1_CO[1207.0-2040.0]",Not supported
116,"CO_GT[0.1-6.4], NMHC_GT[306.0-1189.0], PT08_S2_NMHC[383.0-644.0], NOx_GT[2.0-416.0] --> C6H6_GT[25.7-63.7]",Not supported
117,"PT08_S1_CO[647.0-967.0], C6H6_GT[0.1-15.1], PT08_S2_NMHC[1451.0-2214.0], NOx_GT[2.0-416.0], PT08_S4_NO2[1731.0-2775.0] --> PT08_S3_NOx[322.0-553.0]",Not supported
118,"NMHC_GT[306.0-1189.0], C6H6_GT[0.1-15.1] --> PT08_S3_NOx[322.0-1329.0], PT08_S4_NO2[551.0-1285.0]",Not supported
119,"CO_GT[6.5-11.9], C6H6_GT[25.7-63.7], PT08_S3_NOx[1420.0-2683.0] --> PT08_S4_NO2[1219.0-2775.0]",Not supported
120,"PT08_S1_CO[647.0-698.0], C6H6_GT[0.1-15.1], PT08_S3_NOx[322.0-553.0] --> NOx_GT[517.0-1479.0]",Not supported
121,"CO_GT[0.1-3.2], C6H6_GT[6.5-63.7], NOx_GT[2.0-416.0] --> NMHC_GT[7.0-193.0], PT08_S3_NOx[322.0-553.0], PT08_S4_NO2[1731.0-2775.0]",Not supported
122,"C6H6_GT[25.7-63.7], PT08_S4_NO2[1475.0-2775.0] --> NO2_GT[2.0-32.0]",Not supported
123,"NMHC_GT[7.0-193.0], NOx_GT[2.0-416.0], NO2_GT[267.0-340.0] --> PT08_S1_CO[1881.0-2040.0]",Not supported
124,"PT08_S4_NO2[551.0-1285.0] --> PT08_S2_NMHC[1451.0-2214.0], PT08_S3_NOx[322.0-1065.0]",Not supported
125,"PT08_S2_NMHC[383.0-1156.0], NOx_GT[260.0-1479.0], PT08_S4_NO2[1731.0-2775.0] --> C6H6_GT[0.1-15.1]",Not supported
126,"NMHC_GT[306.0-1189.0], PT08_S4_NO2[551.0-1285.0] --> NOx_GT[2.0-416.0]",Not supported
127,PT08_S4_NO2[1731.0-2775.0] --> NMHC_GT[306.0-1189.0],Not supported
128,"CO_GT[0.1-3.2], PT08_S2_NMHC[383.0-644.0], NOx_GT[2.0-416.0] --> PT08_S3_NOx[322.0-553.0]",Not supported
129,"PT08_S1_CO[647.0-1479.0] --> PT08_S3_NOx[869.0-2683.0], NO2_GT[267.0-340.0]",Not supported
130,"C6H6_GT[0.1-2.3] --> PT08_S3_NOx[322.0-1065.0], PT08_S4_NO2[551.0-1285.0]",Not supported
131,"NO2_GT[2.0-32.0] --> PT08_S1_CO[1881.0-2040.0], NMHC_GT[306.0-1189.0]",Not supported
132,NOx_GT[2.0-416.0] --> NMHC_GT[306.0-1189.0],Not supported
133,"CO_GT[0.1-3.2], PT08_S2_NMHC[383.0-644.0], NOx_GT[2.0-416.0], NO2_GT[134.0-340.0], PT08_S4_NO2[551.0-1285.0] --> C6H6_GT[0.1-15.1]",Not supported
134,"PT08_S4_NO2[551.0-1285.0] --> PT08_S1_CO[647.0-698.0], PT08_S2_NMHC[936.0-2214.0], PT08_S3_NOx[322.0-1065.0]",Not supported
135,"PT08_S2_NMHC[1451.0-2214.0], NOx_GT[2.0-416.0] --> NO2_GT[2.0-160.0], PT08_S4_NO2[551.0-1285.0]",Not supported
136,"NMHC_GT[306.0-1189.0], PT08_S4_NO2[1219.0-2775.0] --> PT08_S1_CO[1207.0-2040.0]",Not supported
137,"CO_GT[0.1-3.2], PT08_S1_CO[1881.0-2040.0], C6H6_GT[0.1-15.1], NOx_GT[2.0-416.0] --> PT08_S2_NMHC[1451.0-2214.0]",Not supported
138,"CO_GT[6.5-11.9], PT08_S4_NO2[1219.0-2775.0] --> PT08_S2_NMHC[1451.0-2214.0], PT08_S3_NOx[322.0-553.0]",Not supported
139,"PT08_S1_CO[647.0-1223.0], PT08_S2_NMHC[1451.0-2214.0], NO2_GT[134.0-340.0] --> NMHC_GT[7.0-193.0], C6H6_GT[0.1-27.9]",Not supported
140,"CO_GT[6.5-11.9], NMHC_GT[306.0-1189.0], NO2_GT[2.0-160.0], PT08_S4_NO2[1219.0-2775.0] --> PT08_S2_NMHC[936.0-2214.0]",Not supported
141,PT08_S4_NO2[960.0-2775.0] --> CO_GT[0.1-3.2],Not confident
142,"PT08_S1_CO[647.0-1223.0], NOx_GT[517.0-1479.0], PT08_S3_NOx[322.0-553.0] --> NMHC_GT[7.0-55.0], C6H6_GT[25.7-63.7], NO2_GT[70.0-340.0]",Not supported
143,"C6H6_GT[0.1-15.1] --> PT08_S1_CO[1207.0-2040.0], PT08_S3_NOx[322.0-553.0], PT08_S4_NO2[1731.0-2775.0]",Not supported
144,"PT08_S2_NMHC[383.0-1156.0], NOx_GT[517.0-1479.0], PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-1479.0], NMHC_GT[143.0-1189.0]",Not supported
145,"C6H6_GT[0.1-15.1] --> PT08_S1_CO[1881.0-2040.0], NMHC_GT[306.0-1189.0], PT08_S3_NOx[322.0-1065.0], NO2_GT[267.0-340.0]",Not supported
146,PT08_S1_CO[647.0-698.0] --> NOx_GT[517.0-1479.0],Not supported
147,"PT08_S1_CO[647.0-698.0], NOx_GT[2.0-416.0] --> NMHC_GT[7.0-401.0]",Not supported
148,NMHC_GT[306.0-1189.0] --> PT08_S1_CO[1207.0-2040.0],Not supported
149,"NO2_GT[134.0-340.0], PT08_S4_NO2[1731.0-2775.0] --> NMHC_GT[7.0-193.0], NOx_GT[2.0-416.0]",Not supported
150,"PT08_S1_CO[1881.0-2040.0], NOx_GT[2.0-416.0] --> NMHC_GT[7.0-193.0]",Not supported
151,"NMHC_GT[143.0-1189.0], C6H6_GT[25.7-63.7], PT08_S4_NO2[551.0-1541.0] --> NO2_GT[2.0-32.0]",Not supported
152,"CO_GT[0.1-3.2], PT08_S1_CO[647.0-1223.0], NOx_GT[1148.0-1479.0], PT08_S3_NOx[1420.0-2683.0] --> NMHC_GT[143.0-193.0], PT08_S2_NMHC[1451.0-2214.0], PT08_S4_NO2[551.0-759.0]",Not supported
153,"PT08_S1_CO[647.0-1223.0], NO2_GT[2.0-32.0] --> PT08_S4_NO2[1731.0-2775.0]",Not supported
154,"NOx_GT[2.0-160.0], PT08_S3_NOx[1420.0-2683.0] --> PT08_S4_NO2[551.0-1285.0]",Not supported
155,PT08_S3_NOx[1420.0-2683.0] --> NO2_GT[2.0-32.0],Not supported
156,"CO_GT[0.1-3.2], PT08_S1_CO[647.0-1223.0] --> C6H6_GT[0.1-15.1], PT08_S4_NO2[1731.0-2775.0]",Not supported
157,"PT08_S1_CO[647.0-698.0], PT08_S4_NO2[551.0-1285.0] --> NO2_GT[2.0-32.0]",Not supported
158,"CO_GT[6.5-11.9], NOx_GT[517.0-1479.0] --> PT08_S4_NO2[551.0-1797.0]",Not supported
159,"CO_GT[0.1-3.2], NOx_GT[2.0-416.0], PT08_S3_NOx[322.0-553.0] --> NMHC_GT[7.0-193.0], PT08_S4_NO2[1731.0-2775.0]",Not supported
160,"PT08_S2_NMHC[1451.0-2214.0], PT08_S4_NO2[1219.0-2775.0] --> C6H6_GT[25.7-63.7], PT08_S3_NOx[322.0-553.0]",Not supported
161,"NMHC_GT[7.0-193.0], NOx_GT[2.0-416.0], NO2_GT[267.0-340.0] --> PT08_S3_NOx[869.0-2683.0]",Not supported
162,"PT08_S2_NMHC[383.0-1413.0], PT08_S4_NO2[1731.0-2775.0] --> CO_GT[0.1-3.2]",Not confident
163,"CO_GT[6.5-11.9], NOx_GT[260.0-1479.0] --> PT08_S2_NMHC[383.0-644.0]",Not supported
164,"PT08_S1_CO[1207.0-2040.0], NMHC_GT[143.0-1189.0], PT08_S4_NO2[1731.0-2775.0] --> CO_GT[6.5-11.9], NOx_GT[2.0-416.0], NO2_GT[2.0-160.0]",Not supported
165,"CO_GT[6.5-11.9], NOx_GT[260.0-1479.0] --> NMHC_GT[306.0-1189.0]",Not supported
166,"C6H6_GT[0.1-15.1], PT08_S4_NO2[960.0-1285.0] --> PT08_S3_NOx[1420.0-2683.0]",Not supported
167,"NOx_GT[2.0-416.0] --> C6H6_GT[0.1-2.3], NO2_GT[2.0-160.0], PT08_S4_NO2[551.0-1541.0]",Not confident
168,"PT08_S1_CO[647.0-1479.0], C6H6_GT[25.7-63.7], PT08_S4_NO2[551.0-1285.0] --> PT08_S2_NMHC[383.0-644.0], NO2_GT[267.0-340.0]",Not supported
169,"CO_GT[0.1-6.4], C6H6_GT[0.1-15.1], NOx_GT[2.0-416.0], PT08_S3_NOx[1420.0-2683.0] --> PT08_S1_CO[647.0-967.0]",Not supported
170,"CO_GT[6.5-11.9], NOx_GT[2.0-686.0] --> PT08_S2_NMHC[1451.0-2214.0]",Not supported
171,"CO_GT[6.5-11.9] --> PT08_S3_NOx[322.0-553.0], PT08_S4_NO2[1731.0-2775.0]",Not supported
172,"PT08_S1_CO[647.0-698.0], PT08_S2_NMHC[1451.0-2214.0], NO2_GT[2.0-32.0] --> NMHC_GT[7.0-401.0]",Not supported
173,"PT08_S1_CO[647.0-1223.0] --> CO_GT[0.1-3.2], NMHC_GT[7.0-193.0], NOx_GT[517.0-1479.0], NO2_GT[134.0-340.0]",Not supported
174,"PT08_S4_NO2[551.0-1285.0] --> PT08_S2_NMHC[383.0-644.0], PT08_S3_NOx[322.0-1065.0]",Not supported
175,"C6H6_GT[0.1-15.1], PT08_S4_NO2[551.0-1285.0] --> CO_GT[0.1-3.2], PT08_S1_CO[647.0-1223.0], PT08_S2_NMHC[936.0-2214.0], PT08_S3_NOx[322.0-1065.0]",Not supported
176,"PT08_S1_CO[647.0-1223.0], PT08_S2_NMHC[1451.0-2214.0], NOx_GT[517.0-1479.0] --> PT08_S4_NO2[1219.0-2775.0]",Not supported
177,"CO_GT[0.1-6.4], NOx_GT[2.0-416.0] --> PT08_S1_CO[647.0-1223.0]",Not confident
178,"PT08_S2_NMHC[383.0-900.0], PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-1479.0], NOx_GT[517.0-1479.0]",Not supported
179,"CO_GT[0.1-3.2], PT08_S2_NMHC[383.0-644.0], NOx_GT[2.0-416.0] --> C6H6_GT[25.7-63.7]",Not supported
180,"PT08_S1_CO[647.0-1223.0], PT08_S3_NOx[1420.0-2683.0] --> C6H6_GT[0.1-15.1], PT08_S2_NMHC[383.0-644.0]",Not supported
181,"PT08_S2_NMHC[383.0-1413.0], NOx_GT[517.0-1479.0], PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-1223.0], NMHC_GT[7.0-193.0]",Not supported
182,"CO_GT[6.5-11.9], PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-1479.0], PT08_S2_NMHC[1451.0-2214.0], PT08_S3_NOx[1420.0-2683.0]",Not supported
183,"NMHC_GT[143.0-1189.0], NOx_GT[517.0-686.0], PT08_S4_NO2[551.0-759.0] --> PT08_S2_NMHC[1451.0-2214.0]",Not supported
184,"PT08_S4_NO2[2397.0-2775.0] --> CO_GT[0.1-3.2], PT08_S1_CO[647.0-1479.0], NOx_GT[2.0-416.0]",Not supported
185,NOx_GT[517.0-1479.0] --> PT08_S1_CO[1207.0-2040.0],Confident
