,idRule_G,idRule_g,Rule_G,state_G,Rule_g,state_g
55,24,16,"PT08_S4_NO2[1811.0-2775.0] --> PT08_S1_CO[647.0-705.0], PT08_S3_NOx[322.0-1329.0]",Not supported,PT08_S4_NO2[2397.0-2775.0] --> PT08_S1_CO[647.0-1207.0],Not supported
56,1,17,PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-698.0],Not supported,PT08_S4_NO2[1860.0-2775.0] --> PT08_S1_CO[647.0-1319.0],Not supported
57,10,17,PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-1223.0],Not confident,PT08_S4_NO2[1860.0-2775.0] --> PT08_S1_CO[647.0-1319.0],Not supported
58,15,17,PT08_S4_NO2[1860.0-2775.0] --> PT08_S1_CO[647.0-967.0],Not supported,PT08_S4_NO2[1860.0-2775.0] --> PT08_S1_CO[647.0-1319.0],Not supported
59,24,17,"PT08_S4_NO2[1811.0-2775.0] --> PT08_S1_CO[647.0-705.0], PT08_S3_NOx[322.0-1329.0]",Not supported,PT08_S4_NO2[1860.0-2775.0] --> PT08_S1_CO[647.0-1319.0],Not supported
60,1,20,PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-698.0],Not supported,PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-1617.0],Confident
61,10,20,PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-1223.0],Not confident,PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-1617.0],Confident
62,14,20,PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-1479.0],Not confident,PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-1617.0],Confident
63,182,20,"PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-1617.0], NOx_GT[2.0-416.0]",Not confident,PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-1617.0],Confident
64,317,20,"PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-1495.0], NOx_GT[2.0-513.0]",Not confident,PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-1617.0],Confident
65,568,20,"PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-1544.0], NOx_GT[2.0-513.0]",Not confident,PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-1617.0],Confident
66,641,20,PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-1544.0],Confident,PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-1617.0],Confident
67,663,20,"PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-1580.0], PT08_S3_NOx[322.0-553.0]",Not supported,PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-1617.0],Confident
68,682,20,"PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-1617.0], NO2_GT[2.0-32.0]",Not supported,PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-1617.0],Confident
69,1,26,PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-698.0],Not supported,PT08_S4_NO2[1860.0-2775.0] --> PT08_S1_CO[647.0-1479.0],Not confident
70,10,26,PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-1223.0],Not confident,PT08_S4_NO2[1860.0-2775.0] --> PT08_S1_CO[647.0-1479.0],Not confident
71,14,26,PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-1479.0],Not confident,PT08_S4_NO2[1860.0-2775.0] --> PT08_S1_CO[647.0-1479.0],Not confident
72,15,26,PT08_S4_NO2[1860.0-2775.0] --> PT08_S1_CO[647.0-967.0],Not supported,PT08_S4_NO2[1860.0-2775.0] --> PT08_S1_CO[647.0-1479.0],Not confident
73,17,26,PT08_S4_NO2[1860.0-2775.0] --> PT08_S1_CO[647.0-1319.0],Not supported,PT08_S4_NO2[1860.0-2775.0] --> PT08_S1_CO[647.0-1479.0],Not confident
74,24,26,"PT08_S4_NO2[1811.0-2775.0] --> PT08_S1_CO[647.0-705.0], PT08_S3_NOx[322.0-1329.0]",Not supported,PT08_S4_NO2[1860.0-2775.0] --> PT08_S1_CO[647.0-1479.0],Not confident
75,1,33,PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-698.0],Not supported,PT08_S4_NO2[1991.0-2775.0] --> PT08_S1_CO[647.0-1351.0],Not supported
76,10,33,PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-1223.0],Not confident,PT08_S4_NO2[1991.0-2775.0] --> PT08_S1_CO[647.0-1351.0],Not supported
77,12,33,PT08_S4_NO2[1991.0-2775.0] --> PT08_S1_CO[647.0-738.0],Not supported,PT08_S4_NO2[1991.0-2775.0] --> PT08_S1_CO[647.0-1351.0],Not supported
78,15,33,PT08_S4_NO2[1860.0-2775.0] --> PT08_S1_CO[647.0-967.0],Not supported,PT08_S4_NO2[1991.0-2775.0] --> PT08_S1_CO[647.0-1351.0],Not supported
79,17,33,PT08_S4_NO2[1860.0-2775.0] --> PT08_S1_CO[647.0-1319.0],Not supported,PT08_S4_NO2[1991.0-2775.0] --> PT08_S1_CO[647.0-1351.0],Not supported
80,24,33,"PT08_S4_NO2[1811.0-2775.0] --> PT08_S1_CO[647.0-705.0], PT08_S3_NOx[322.0-1329.0]",Not supported,PT08_S4_NO2[1991.0-2775.0] --> PT08_S1_CO[647.0-1351.0],Not supported
81,619,33,PT08_S4_NO2[1885.0-2775.0] --> PT08_S1_CO[647.0-1351.0],Not supported,PT08_S4_NO2[1991.0-2775.0] --> PT08_S1_CO[647.0-1351.0],Not supported
82,912,33,PT08_S4_NO2[1880.0-2775.0] --> PT08_S1_CO[647.0-1351.0],Not supported,PT08_S4_NO2[1991.0-2775.0] --> PT08_S1_CO[647.0-1351.0],Not supported
83,1,38,PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-698.0],Not supported,PT08_S4_NO2[1991.0-2775.0] --> PT08_S1_CO[647.0-1415.0],Not supported
84,10,38,PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-1223.0],Not confident,PT08_S4_NO2[1991.0-2775.0] --> PT08_S1_CO[647.0-1415.0],Not supported
85,12,38,PT08_S4_NO2[1991.0-2775.0] --> PT08_S1_CO[647.0-738.0],Not supported,PT08_S4_NO2[1991.0-2775.0] --> PT08_S1_CO[647.0-1415.0],Not supported
86,15,38,PT08_S4_NO2[1860.0-2775.0] --> PT08_S1_CO[647.0-967.0],Not supported,PT08_S4_NO2[1991.0-2775.0] --> PT08_S1_CO[647.0-1415.0],Not supported
87,17,38,PT08_S4_NO2[1860.0-2775.0] --> PT08_S1_CO[647.0-1319.0],Not supported,PT08_S4_NO2[1991.0-2775.0] --> PT08_S1_CO[647.0-1415.0],Not supported
88,24,38,"PT08_S4_NO2[1811.0-2775.0] --> PT08_S1_CO[647.0-705.0], PT08_S3_NOx[322.0-1329.0]",Not supported,PT08_S4_NO2[1991.0-2775.0] --> PT08_S1_CO[647.0-1415.0],Not supported
89,33,38,PT08_S4_NO2[1991.0-2775.0] --> PT08_S1_CO[647.0-1351.0],Not supported,PT08_S4_NO2[1991.0-2775.0] --> PT08_S1_CO[647.0-1415.0],Not supported
90,333,38,PT08_S4_NO2[1893.0-2775.0] --> PT08_S1_CO[647.0-1371.0],Not supported,PT08_S4_NO2[1991.0-2775.0] --> PT08_S1_CO[647.0-1415.0],Not supported
91,619,38,PT08_S4_NO2[1885.0-2775.0] --> PT08_S1_CO[647.0-1351.0],Not supported,PT08_S4_NO2[1991.0-2775.0] --> PT08_S1_CO[647.0-1415.0],Not supported
92,649,38,PT08_S4_NO2[1926.0-2775.0] --> PT08_S1_CO[647.0-1383.0],Not supported,PT08_S4_NO2[1991.0-2775.0] --> PT08_S1_CO[647.0-1415.0],Not supported
93,912,38,PT08_S4_NO2[1880.0-2775.0] --> PT08_S1_CO[647.0-1351.0],Not supported,PT08_S4_NO2[1991.0-2775.0] --> PT08_S1_CO[647.0-1415.0],Not supported
94,985,38,PT08_S4_NO2[1893.0-2775.0] --> PT08_S1_CO[647.0-1387.0],Not supported,PT08_S4_NO2[1991.0-2775.0] --> PT08_S1_CO[647.0-1415.0],Not supported
95,1068,38,PT08_S4_NO2[1893.0-2775.0] --> PT08_S1_CO[647.0-1401.0],Not supported,PT08_S4_NO2[1991.0-2775.0] --> PT08_S1_CO[647.0-1415.0],Not supported
96,1,60,PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-698.0],Not supported,PT08_S4_NO2[2503.0-2775.0] --> PT08_S1_CO[647.0-1479.0],Not supported
97,10,60,PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-1223.0],Not confident,PT08_S4_NO2[2503.0-2775.0] --> PT08_S1_CO[647.0-1479.0],Not supported
98,11,60,PT08_S4_NO2[2397.0-2775.0] --> PT08_S1_CO[647.0-967.0],Not supported,PT08_S4_NO2[2503.0-2775.0] --> PT08_S1_CO[647.0-1479.0],Not supported
99,12,60,PT08_S4_NO2[1991.0-2775.0] --> PT08_S1_CO[647.0-738.0],Not supported,PT08_S4_NO2[2503.0-2775.0] --> PT08_S1_CO[647.0-1479.0],Not supported
100,14,60,PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-1479.0],Not confident,PT08_S4_NO2[2503.0-2775.0] --> PT08_S1_CO[647.0-1479.0],Not supported
101,15,60,PT08_S4_NO2[1860.0-2775.0] --> PT08_S1_CO[647.0-967.0],Not supported,PT08_S4_NO2[2503.0-2775.0] --> PT08_S1_CO[647.0-1479.0],Not supported
102,16,60,PT08_S4_NO2[2397.0-2775.0] --> PT08_S1_CO[647.0-1207.0],Not supported,PT08_S4_NO2[2503.0-2775.0] --> PT08_S1_CO[647.0-1479.0],Not supported
103,17,60,PT08_S4_NO2[1860.0-2775.0] --> PT08_S1_CO[647.0-1319.0],Not supported,PT08_S4_NO2[2503.0-2775.0] --> PT08_S1_CO[647.0-1479.0],Not supported
104,24,60,"PT08_S4_NO2[1811.0-2775.0] --> PT08_S1_CO[647.0-705.0], PT08_S3_NOx[322.0-1329.0]",Not supported,PT08_S4_NO2[2503.0-2775.0] --> PT08_S1_CO[647.0-1479.0],Not supported
105,26,60,PT08_S4_NO2[1860.0-2775.0] --> PT08_S1_CO[647.0-1479.0],Not confident,PT08_S4_NO2[2503.0-2775.0] --> PT08_S1_CO[647.0-1479.0],Not supported
106,33,60,PT08_S4_NO2[1991.0-2775.0] --> PT08_S1_CO[647.0-1351.0],Not supported,PT08_S4_NO2[2503.0-2775.0] --> PT08_S1_CO[647.0-1479.0],Not supported
107,38,60,PT08_S4_NO2[1991.0-2775.0] --> PT08_S1_CO[647.0-1415.0],Not supported,PT08_S4_NO2[2503.0-2775.0] --> PT08_S1_CO[647.0-1479.0],Not supported
108,106,60,PT08_S4_NO2[2450.0-2775.0] --> PT08_S1_CO[647.0-1423.0],Not supported,PT08_S4_NO2[2503.0-2775.0] --> PT08_S1_CO[647.0-1479.0],Not supported
109,121,60,PT08_S4_NO2[2397.0-2775.0] --> PT08_S1_CO[647.0-1479.0],Not supported,PT08_S4_NO2[2503.0-2775.0] --> PT08_S1_CO[647.0-1479.0],Not supported
110,143,60,"PT08_S4_NO2[1991.0-2775.0] --> PT08_S1_CO[647.0-1479.0], NOx_GT[2.0-224.0]",Not supported,PT08_S4_NO2[2503.0-2775.0] --> PT08_S1_CO[647.0-1479.0],Not supported
111,207,60,"PT08_S4_NO2[1991.0-2775.0] --> PT08_S1_CO[647.0-1479.0], NOx_GT[2.0-416.0]",Not supported,PT08_S4_NO2[2503.0-2775.0] --> PT08_S1_CO[647.0-1479.0],Not supported
112,268,60,PT08_S4_NO2[1991.0-2775.0] --> PT08_S1_CO[647.0-1479.0],Not supported,PT08_S4_NO2[2503.0-2775.0] --> PT08_S1_CO[647.0-1479.0],Not supported
113,313,60,PT08_S4_NO2[1876.0-2775.0] --> PT08_S1_CO[647.0-1435.0],Not confident,PT08_S4_NO2[2503.0-2775.0] --> PT08_S1_CO[647.0-1479.0],Not supported
114,333,60,PT08_S4_NO2[1893.0-2775.0] --> PT08_S1_CO[647.0-1371.0],Not supported,PT08_S4_NO2[2503.0-2775.0] --> PT08_S1_CO[647.0-1479.0],Not supported
115,619,60,PT08_S4_NO2[1885.0-2775.0] --> PT08_S1_CO[647.0-1351.0],Not supported,PT08_S4_NO2[2503.0-2775.0] --> PT08_S1_CO[647.0-1479.0],Not supported
116,638,60,"PT08_S4_NO2[1959.0-2775.0] --> PT08_S1_CO[647.0-1471.0], NOx_GT[2.0-416.0]",Not supported,PT08_S4_NO2[2503.0-2775.0] --> PT08_S1_CO[647.0-1479.0],Not supported
117,649,60,PT08_S4_NO2[1926.0-2775.0] --> PT08_S1_CO[647.0-1383.0],Not supported,PT08_S4_NO2[2503.0-2775.0] --> PT08_S1_CO[647.0-1479.0],Not supported
118,856,60,PT08_S4_NO2[1926.0-2775.0] --> PT08_S1_CO[647.0-1431.0],Not supported,PT08_S4_NO2[2503.0-2775.0] --> PT08_S1_CO[647.0-1479.0],Not supported
119,912,60,PT08_S4_NO2[1880.0-2775.0] --> PT08_S1_CO[647.0-1351.0],Not supported,PT08_S4_NO2[2503.0-2775.0] --> PT08_S1_CO[647.0-1479.0],Not supported
120,985,60,PT08_S4_NO2[1893.0-2775.0] --> PT08_S1_CO[647.0-1387.0],Not supported,PT08_S4_NO2[2503.0-2775.0] --> PT08_S1_CO[647.0-1479.0],Not supported
121,1068,60,PT08_S4_NO2[1893.0-2775.0] --> PT08_S1_CO[647.0-1401.0],Not supported,PT08_S4_NO2[2503.0-2775.0] --> PT08_S1_CO[647.0-1479.0],Not supported
122,1083,60,PT08_S4_NO2[1919.0-2775.0] --> PT08_S1_CO[647.0-1479.0],Not confident,PT08_S4_NO2[2503.0-2775.0] --> PT08_S1_CO[647.0-1479.0],Not supported
123,1,65,PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-698.0],Not supported,"PT08_S3_NOx[1552.0-2683.0], PT08_S4_NO2[2129.0-2775.0] --> PT08_S1_CO[647.0-1447.0]",Not supported
124,10,65,PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-1223.0],Not confident,"PT08_S3_NOx[1552.0-2683.0], PT08_S4_NO2[2129.0-2775.0] --> PT08_S1_CO[647.0-1447.0]",Not supported
125,12,65,PT08_S4_NO2[1991.0-2775.0] --> PT08_S1_CO[647.0-738.0],Not supported,"PT08_S3_NOx[1552.0-2683.0], PT08_S4_NO2[2129.0-2775.0] --> PT08_S1_CO[647.0-1447.0]",Not supported
126,15,65,PT08_S4_NO2[1860.0-2775.0] --> PT08_S1_CO[647.0-967.0],Not supported,"PT08_S3_NOx[1552.0-2683.0], PT08_S4_NO2[2129.0-2775.0] --> PT08_S1_CO[647.0-1447.0]",Not supported
127,17,65,PT08_S4_NO2[1860.0-2775.0] --> PT08_S1_CO[647.0-1319.0],Not supported,"PT08_S3_NOx[1552.0-2683.0], PT08_S4_NO2[2129.0-2775.0] --> PT08_S1_CO[647.0-1447.0]",Not supported
128,24,65,"PT08_S4_NO2[1811.0-2775.0] --> PT08_S1_CO[647.0-705.0], PT08_S3_NOx[322.0-1329.0]",Not supported,"PT08_S3_NOx[1552.0-2683.0], PT08_S4_NO2[2129.0-2775.0] --> PT08_S1_CO[647.0-1447.0]",Not supported
129,33,65,PT08_S4_NO2[1991.0-2775.0] --> PT08_S1_CO[647.0-1351.0],Not supported,"PT08_S3_NOx[1552.0-2683.0], PT08_S4_NO2[2129.0-2775.0] --> PT08_S1_CO[647.0-1447.0]",Not supported
130,38,65,PT08_S4_NO2[1991.0-2775.0] --> PT08_S1_CO[647.0-1415.0],Not supported,"PT08_S3_NOx[1552.0-2683.0], PT08_S4_NO2[2129.0-2775.0] --> PT08_S1_CO[647.0-1447.0]",Not supported
131,146,65,"PT08_S3_NOx[1420.0-2683.0] --> PT08_S1_CO[647.0-839.0], NOx_GT[2.0-463.0]",Not supported,"PT08_S3_NOx[1552.0-2683.0], PT08_S4_NO2[2129.0-2775.0] --> PT08_S1_CO[647.0-1447.0]",Not supported
132,172,65,"PT08_S3_NOx[1420.0-2683.0] --> PT08_S1_CO[647.0-967.0], NOx_GT[2.0-96.0]",Not supported,"PT08_S3_NOx[1552.0-2683.0], PT08_S4_NO2[2129.0-2775.0] --> PT08_S1_CO[647.0-1447.0]",Not supported
