,idRule_G,idRule_g,Rule_G,state_G,Rule_g,state_g
3121,983,695,"NO2_GT[2.0-160.0] --> PT08_S1_CO[647.0-1662.0], NOx_GT[2.0-312.0]",Confident,"NO2_GT[2.0-144.0] --> PT08_S1_CO[647.0-1821.0], NOx_GT[2.0-312.0]",Confident
3183,1185,1167,"NO2_GT[2.0-96.0] --> PT08_S1_CO[647.0-1159.0], NOx_GT[2.0-400.0]",Confident,"NO2_GT[2.0-96.0] --> PT08_S1_CO[647.0-1180.0], NOx_GT[2.0-450.0]",Confident
3382,232,103,PT08_S1_CO[647.0-1479.0] --> PT08_S2_NMHC[383.0-1156.0],Confident,"CO_GT[0.1-3.2], PT08_S1_CO[647.0-1479.0], NOx_GT[2.0-288.0] --> PT08_S2_NMHC[383.0-1156.0]",Confident
3385,514,103,"CO_GT[0.1-4.8], PT08_S1_CO[647.0-1617.0], NOx_GT[2.0-352.0] --> PT08_S2_NMHC[383.0-1156.0]",Confident,"CO_GT[0.1-3.2], PT08_S1_CO[647.0-1479.0], NOx_GT[2.0-288.0] --> PT08_S2_NMHC[383.0-1156.0]",Confident
3386,992,103,"CO_GT[0.1-6.4], PT08_S1_CO[647.0-1617.0], NOx_GT[2.0-336.0] --> PT08_S2_NMHC[383.0-1156.0]",Confident,"CO_GT[0.1-3.2], PT08_S1_CO[647.0-1479.0], NOx_GT[2.0-288.0] --> PT08_S2_NMHC[383.0-1156.0]",Confident
3388,1124,103,PT08_S1_CO[647.0-1617.0] --> PT08_S2_NMHC[383.0-1156.0],Confident,"CO_GT[0.1-3.2], PT08_S1_CO[647.0-1479.0], NOx_GT[2.0-288.0] --> PT08_S2_NMHC[383.0-1156.0]",Confident
3390,140,112,PT08_S1_CO[647.0-1415.0] --> PT08_S2_NMHC[383.0-1156.0],Confident,PT08_S1_CO[647.0-1351.0] --> PT08_S2_NMHC[383.0-1156.0],Confident
3391,232,112,PT08_S1_CO[647.0-1479.0] --> PT08_S2_NMHC[383.0-1156.0],Confident,PT08_S1_CO[647.0-1351.0] --> PT08_S2_NMHC[383.0-1156.0],Confident
3394,1124,112,PT08_S1_CO[647.0-1617.0] --> PT08_S2_NMHC[383.0-1156.0],Confident,PT08_S1_CO[647.0-1351.0] --> PT08_S2_NMHC[383.0-1156.0],Confident
3413,232,140,PT08_S1_CO[647.0-1479.0] --> PT08_S2_NMHC[383.0-1156.0],Confident,PT08_S1_CO[647.0-1415.0] --> PT08_S2_NMHC[383.0-1156.0],Confident
3416,1124,140,PT08_S1_CO[647.0-1617.0] --> PT08_S2_NMHC[383.0-1156.0],Confident,PT08_S1_CO[647.0-1415.0] --> PT08_S2_NMHC[383.0-1156.0],Confident
3418,900,153,PT08_S1_CO[647.0-1479.0] --> NO2_GT[2.0-244.0],Confident,PT08_S1_CO[647.0-1479.0] --> NO2_GT[2.0-256.0],Confident
3419,956,153,PT08_S1_CO[647.0-1617.0] --> NO2_GT[2.0-249.0],Confident,PT08_S1_CO[647.0-1479.0] --> NO2_GT[2.0-256.0],Confident
3422,1124,232,PT08_S1_CO[647.0-1617.0] --> PT08_S2_NMHC[383.0-1156.0],Confident,PT08_S1_CO[647.0-1479.0] --> PT08_S2_NMHC[383.0-1156.0],Confident
3677,632,230,"NO2_GT[2.0-160.0] --> PT08_S1_CO[647.0-1479.0], NOx_GT[2.0-352.0]",Confident,"NO2_GT[2.0-160.0] --> PT08_S1_CO[647.0-1722.0], NOx_GT[2.0-416.0]",Confident
3678,673,230,"NO2_GT[2.0-160.0] --> PT08_S1_CO[647.0-1479.0], NOx_GT[2.0-320.0]",Confident,"NO2_GT[2.0-160.0] --> PT08_S1_CO[647.0-1722.0], NOx_GT[2.0-416.0]",Confident
3681,983,230,"NO2_GT[2.0-160.0] --> PT08_S1_CO[647.0-1662.0], NOx_GT[2.0-312.0]",Confident,"NO2_GT[2.0-160.0] --> PT08_S1_CO[647.0-1722.0], NOx_GT[2.0-416.0]",Confident
3714,62,42,"CO_GT[0.1-3.2], PT08_S1_CO[647.0-1223.0], NOx_GT[2.0-416.0] --> C6H6_GT[0.1-15.1]",Confident,"CO_GT[0.1-3.2], PT08_S1_CO[647.0-967.0], NOx_GT[2.0-160.0] --> C6H6_GT[0.1-15.1]",Confident
3715,76,42,"PT08_S1_CO[647.0-1223.0], NOx_GT[2.0-288.0] --> C6H6_GT[0.1-15.1]",Confident,"CO_GT[0.1-3.2], PT08_S1_CO[647.0-967.0], NOx_GT[2.0-160.0] --> C6H6_GT[0.1-15.1]",Confident
3717,88,42,"PT08_S1_CO[647.0-1223.0], NOx_GT[2.0-160.0] --> C6H6_GT[0.1-11.9]",Confident,"CO_GT[0.1-3.2], PT08_S1_CO[647.0-967.0], NOx_GT[2.0-160.0] --> C6H6_GT[0.1-15.1]",Confident
3719,114,42,"PT08_S1_CO[647.0-967.0], NOx_GT[2.0-416.0] --> C6H6_GT[0.1-15.1]",Confident,"CO_GT[0.1-3.2], PT08_S1_CO[647.0-967.0], NOx_GT[2.0-160.0] --> C6H6_GT[0.1-15.1]",Confident
3720,136,42,"PT08_S1_CO[647.0-1223.0], NOx_GT[2.0-160.0] --> C6H6_GT[0.1-10.3]",Confident,"CO_GT[0.1-3.2], PT08_S1_CO[647.0-967.0], NOx_GT[2.0-160.0] --> C6H6_GT[0.1-15.1]",Confident
3721,151,42,"PT08_S1_CO[647.0-967.0], NOx_GT[2.0-416.0] --> C6H6_GT[0.1-8.7]",Confident,"CO_GT[0.1-3.2], PT08_S1_CO[647.0-967.0], NOx_GT[2.0-160.0] --> C6H6_GT[0.1-15.1]",Confident
3722,154,42,"PT08_S1_CO[647.0-1223.0], NOx_GT[2.0-416.0] --> C6H6_GT[0.1-15.1]",Confident,"CO_GT[0.1-3.2], PT08_S1_CO[647.0-967.0], NOx_GT[2.0-160.0] --> C6H6_GT[0.1-15.1]",Confident
3725,191,42,"CO_GT[0.1-3.2], PT08_S1_CO[647.0-1617.0], NOx_GT[2.0-416.0] --> C6H6_GT[0.1-15.1]",Confident,"CO_GT[0.1-3.2], PT08_S1_CO[647.0-967.0], NOx_GT[2.0-160.0] --> C6H6_GT[0.1-15.1]",Confident
3727,206,42,"PT08_S1_CO[647.0-1223.0], NOx_GT[2.0-481.0] --> C6H6_GT[0.1-15.1]",Confident,"CO_GT[0.1-3.2], PT08_S1_CO[647.0-967.0], NOx_GT[2.0-160.0] --> C6H6_GT[0.1-15.1]",Confident
3728,236,42,"CO_GT[0.1-4.0], PT08_S1_CO[647.0-1479.0], NOx_GT[2.0-416.0] --> C6H6_GT[0.1-15.1]",Confident,"CO_GT[0.1-3.2], PT08_S1_CO[647.0-967.0], NOx_GT[2.0-160.0] --> C6H6_GT[0.1-15.1]",Confident
3729,286,42,"PT08_S1_CO[647.0-1479.0], NOx_GT[2.0-416.0] --> C6H6_GT[0.1-15.1]",Confident,"CO_GT[0.1-3.2], PT08_S1_CO[647.0-967.0], NOx_GT[2.0-160.0] --> C6H6_GT[0.1-15.1]",Confident
3732,332,42,"PT08_S1_CO[647.0-967.0], NOx_GT[2.0-160.0] --> C6H6_GT[0.1-5.5]",Confident,"CO_GT[0.1-3.2], PT08_S1_CO[647.0-967.0], NOx_GT[2.0-160.0] --> C6H6_GT[0.1-15.1]",Confident
3733,344,42,"PT08_S1_CO[647.0-1095.0], NOx_GT[2.0-416.0] --> C6H6_GT[0.1-10.3]",Confident,"CO_GT[0.1-3.2], PT08_S1_CO[647.0-967.0], NOx_GT[2.0-160.0] --> C6H6_GT[0.1-15.1]",Confident
3735,373,42,"PT08_S1_CO[647.0-967.0], NOx_GT[2.0-416.0] --> C6H6_GT[0.1-8.3]",Confident,"CO_GT[0.1-3.2], PT08_S1_CO[647.0-967.0], NOx_GT[2.0-160.0] --> C6H6_GT[0.1-15.1]",Confident
3736,381,42,"PT08_S1_CO[647.0-967.0], NOx_GT[2.0-160.0] --> C6H6_GT[0.1-5.1]",Confident,"CO_GT[0.1-3.2], PT08_S1_CO[647.0-967.0], NOx_GT[2.0-160.0] --> C6H6_GT[0.1-15.1]",Confident
3738,406,42,"PT08_S1_CO[647.0-967.0], NOx_GT[2.0-481.0] --> C6H6_GT[0.1-10.3]",Confident,"CO_GT[0.1-3.2], PT08_S1_CO[647.0-967.0], NOx_GT[2.0-160.0] --> C6H6_GT[0.1-15.1]",Confident
3740,418,42,"PT08_S1_CO[647.0-967.0], NOx_GT[2.0-162.0] --> C6H6_GT[0.1-6.2]",Confident,"CO_GT[0.1-3.2], PT08_S1_CO[647.0-967.0], NOx_GT[2.0-160.0] --> C6H6_GT[0.1-15.1]",Confident
3741,426,42,"PT08_S1_CO[647.0-1617.0], NOx_GT[2.0-352.0] --> C6H6_GT[0.1-15.1]",Confident,"CO_GT[0.1-3.2], PT08_S1_CO[647.0-967.0], NOx_GT[2.0-160.0] --> C6H6_GT[0.1-15.1]",Confident
3742,447,42,"PT08_S1_CO[647.0-1287.0], NOx_GT[2.0-432.0] --> C6H6_GT[0.1-15.1]",Confident,"CO_GT[0.1-3.2], PT08_S1_CO[647.0-967.0], NOx_GT[2.0-160.0] --> C6H6_GT[0.1-15.1]",Confident
3743,450,42,"PT08_S1_CO[647.0-1223.0], NOx_GT[2.0-416.0] --> C6H6_GT[0.1-11.9]",Confident,"CO_GT[0.1-3.2], PT08_S1_CO[647.0-967.0], NOx_GT[2.0-160.0] --> C6H6_GT[0.1-15.1]",Confident
3744,465,42,"PT08_S1_CO[647.0-1223.0], NOx_GT[2.0-416.0] --> C6H6_GT[0.1-10.3]",Confident,"CO_GT[0.1-3.2], PT08_S1_CO[647.0-967.0], NOx_GT[2.0-160.0] --> C6H6_GT[0.1-15.1]",Confident
3745,474,42,"PT08_S1_CO[647.0-1319.0], NOx_GT[2.0-168.0] --> C6H6_GT[0.1-14.7]",Confident,"CO_GT[0.1-3.2], PT08_S1_CO[647.0-967.0], NOx_GT[2.0-160.0] --> C6H6_GT[0.1-15.1]",Confident
3746,508,42,"PT08_S1_CO[647.0-1223.0], NOx_GT[2.0-352.0] --> C6H6_GT[0.1-10.1]",Confident,"CO_GT[0.1-3.2], PT08_S1_CO[647.0-967.0], NOx_GT[2.0-160.0] --> C6H6_GT[0.1-15.1]",Confident
3747,527,42,"PT08_S1_CO[647.0-1722.0], NOx_GT[2.0-160.0] --> C6H6_GT[0.1-15.1]",Confident,"CO_GT[0.1-3.2], PT08_S1_CO[647.0-967.0], NOx_GT[2.0-160.0] --> C6H6_GT[0.1-15.1]",Confident
3748,528,42,"PT08_S1_CO[647.0-1223.0], NOx_GT[2.0-481.0] --> C6H6_GT[0.1-11.9]",Confident,"CO_GT[0.1-3.2], PT08_S1_CO[647.0-967.0], NOx_GT[2.0-160.0] --> C6H6_GT[0.1-15.1]",Confident
3749,533,42,"PT08_S1_CO[647.0-1487.0], NOx_GT[2.0-384.0] --> C6H6_GT[0.1-15.1]",Confident,"CO_GT[0.1-3.2], PT08_S1_CO[647.0-967.0], NOx_GT[2.0-160.0] --> C6H6_GT[0.1-15.1]",Confident
3751,548,42,"PT08_S1_CO[647.0-1031.0], NOx_GT[2.0-288.0] --> C6H6_GT[0.1-9.9]",Confident,"CO_GT[0.1-3.2], PT08_S1_CO[647.0-967.0], NOx_GT[2.0-160.0] --> C6H6_GT[0.1-15.1]",Confident
3752,558,42,"PT08_S1_CO[647.0-1479.0], NOx_GT[2.0-256.0] --> C6H6_GT[0.1-14.3]",Confident,"CO_GT[0.1-3.2], PT08_S1_CO[647.0-967.0], NOx_GT[2.0-160.0] --> C6H6_GT[0.1-15.1]",Confident
3753,569,42,"PT08_S1_CO[647.0-1095.0], NOx_GT[2.0-384.0] --> C6H6_GT[0.1-8.8]",Confident,"CO_GT[0.1-3.2], PT08_S1_CO[647.0-967.0], NOx_GT[2.0-160.0] --> C6H6_GT[0.1-15.1]",Confident
3756,600,42,"CO_GT[0.1-4.0], PT08_S1_CO[647.0-1722.0], NOx_GT[2.0-416.0] --> C6H6_GT[0.1-15.1]",Confident,"CO_GT[0.1-3.2], PT08_S1_CO[647.0-967.0], NOx_GT[2.0-160.0] --> C6H6_GT[0.1-15.1]",Confident
3757,603,42,"PT08_S1_CO[647.0-967.0], NOx_GT[2.0-416.0] --> C6H6_GT[0.1-7.1]",Confident,"CO_GT[0.1-3.2], PT08_S1_CO[647.0-967.0], NOx_GT[2.0-160.0] --> C6H6_GT[0.1-15.1]",Confident
3758,618,42,"PT08_S1_CO[647.0-1479.0], NOx_GT[2.0-160.0] --> C6H6_GT[0.1-12.7]",Confident,"CO_GT[0.1-3.2], PT08_S1_CO[647.0-967.0], NOx_GT[2.0-160.0] --> C6H6_GT[0.1-15.1]",Confident
3760,640,42,"PT08_S1_CO[647.0-1223.0], NOx_GT[2.0-160.0] --> C6H6_GT[0.1-9.9]",Confident,"CO_GT[0.1-3.2], PT08_S1_CO[647.0-967.0], NOx_GT[2.0-160.0] --> C6H6_GT[0.1-15.1]",Confident
3762,680,42,"PT08_S1_CO[647.0-967.0], NOx_GT[2.0-416.0] --> C6H6_GT[0.1-5.5]",Confident,"CO_GT[0.1-3.2], PT08_S1_CO[647.0-967.0], NOx_GT[2.0-160.0] --> C6H6_GT[0.1-15.1]",Confident
