,idRule_G,idRule_g,Rule_G,state_G,Rule_g,state_g
10,23,32,"C6H6_GT[0.1-15.1], PT08_S4_NO2[551.0-1285.0] --> PT08_S2_NMHC[383.0-644.0]",Not confident,"C6H6_GT[0.1-15.1], PT08_S3_NOx[1420.0-2683.0], PT08_S4_NO2[551.0-1285.0] --> PT08_S2_NMHC[383.0-644.0]",Not supported
11,45,32,"C6H6_GT[0.1-15.1], PT08_S3_NOx[1420.0-2683.0] --> PT08_S2_NMHC[383.0-644.0]",Not supported,"C6H6_GT[0.1-15.1], PT08_S3_NOx[1420.0-2683.0], PT08_S4_NO2[551.0-1285.0] --> PT08_S2_NMHC[383.0-644.0]",Not supported
12,14,33,C6H6_GT[0.1-15.1] --> PT08_S2_NMHC[383.0-644.0],Not confident,"NMHC_GT[7.0-193.0], C6H6_GT[0.1-15.1], PT08_S4_NO2[551.0-1285.0] --> PT08_S2_NMHC[383.0-644.0]",Not supported
13,23,33,"C6H6_GT[0.1-15.1], PT08_S4_NO2[551.0-1285.0] --> PT08_S2_NMHC[383.0-644.0]",Not confident,"NMHC_GT[7.0-193.0], C6H6_GT[0.1-15.1], PT08_S4_NO2[551.0-1285.0] --> PT08_S2_NMHC[383.0-644.0]",Not supported
14,29,33,"NMHC_GT[7.0-193.0] --> PT08_S2_NMHC[383.0-644.0], PT08_S3_NOx[322.0-553.0]",Not supported,"NMHC_GT[7.0-193.0], C6H6_GT[0.1-15.1], PT08_S4_NO2[551.0-1285.0] --> PT08_S2_NMHC[383.0-644.0]",Not supported
15,97,33,"NMHC_GT[7.0-193.0] --> CO_GT[0.1-3.2], PT08_S2_NMHC[383.0-644.0]",Not supported,"NMHC_GT[7.0-193.0], C6H6_GT[0.1-15.1], PT08_S4_NO2[551.0-1285.0] --> PT08_S2_NMHC[383.0-644.0]",Not supported
16,14,39,C6H6_GT[0.1-15.1] --> PT08_S2_NMHC[383.0-644.0],Not confident,"C6H6_GT[0.1-15.1], PT08_S3_NOx[322.0-553.0] --> PT08_S2_NMHC[383.0-644.0]",Not supported
17,14,45,C6H6_GT[0.1-15.1] --> PT08_S2_NMHC[383.0-644.0],Not confident,"C6H6_GT[0.1-15.1], PT08_S3_NOx[1420.0-2683.0] --> PT08_S2_NMHC[383.0-644.0]",Not supported
18,14,51,C6H6_GT[0.1-15.1] --> PT08_S2_NMHC[383.0-644.0],Not confident,"CO_GT[0.1-3.2], C6H6_GT[0.1-15.1] --> PT08_S2_NMHC[383.0-644.0]",Not confident
19,21,35,"NMHC_GT[306.0-1189.0] --> PT08_S3_NOx[1420.0-2683.0], NO2_GT[267.0-340.0]",Not supported,"CO_GT[0.1-3.2], PT08_S1_CO[647.0-698.0], NMHC_GT[306.0-1189.0] --> PT08_S3_NOx[1420.0-2683.0]",Not supported
20,21,47,"NMHC_GT[306.0-1189.0] --> PT08_S3_NOx[1420.0-2683.0], NO2_GT[267.0-340.0]",Not supported,"NMHC_GT[306.0-1189.0], NOx_GT[2.0-416.0] --> PT08_S3_NOx[1420.0-2683.0]",Not supported
21,62,47,"NOx_GT[2.0-416.0] --> PT08_S3_NOx[1420.0-2683.0], PT08_S4_NO2[551.0-1285.0]",Not supported,"NMHC_GT[306.0-1189.0], NOx_GT[2.0-416.0] --> PT08_S3_NOx[1420.0-2683.0]",Not supported
22,24,98,PT08_S4_NO2[1731.0-2775.0] --> NOx_GT[2.0-416.0],Not confident,"CO_GT[0.1-3.2], PT08_S4_NO2[1731.0-2775.0] --> NOx_GT[2.0-416.0]",Confident
23,142,98,CO_GT[0.1-3.2] --> NOx_GT[2.0-416.0],Confident,"CO_GT[0.1-3.2], PT08_S4_NO2[1731.0-2775.0] --> NOx_GT[2.0-416.0]",Confident
24,24,106,PT08_S4_NO2[1731.0-2775.0] --> NOx_GT[2.0-416.0],Not confident,"PT08_S1_CO[1881.0-2040.0], PT08_S4_NO2[1731.0-2775.0] --> NOx_GT[2.0-416.0]",Not supported
25,24,149,PT08_S4_NO2[1731.0-2775.0] --> NOx_GT[2.0-416.0],Not confident,"NMHC_GT[306.0-1189.0], PT08_S4_NO2[1731.0-2775.0] --> NOx_GT[2.0-416.0]",Not supported
26,28,42,"NMHC_GT[306.0-1189.0] --> CO_GT[0.1-3.2], C6H6_GT[0.1-15.1], PT08_S2_NMHC[383.0-644.0], NOx_GT[517.0-1479.0]",Not supported,"NMHC_GT[306.0-1189.0], PT08_S4_NO2[551.0-1285.0] --> PT08_S2_NMHC[383.0-644.0]",Not supported
27,28,90,"NMHC_GT[306.0-1189.0] --> CO_GT[0.1-3.2], C6H6_GT[0.1-15.1], PT08_S2_NMHC[383.0-644.0], NOx_GT[517.0-1479.0]",Not supported,"NMHC_GT[306.0-1189.0], PT08_S4_NO2[1731.0-2775.0] --> PT08_S2_NMHC[383.0-644.0]",Not supported
28,36,137,"NOx_GT[2.0-416.0] --> PT08_S2_NMHC[383.0-644.0], PT08_S3_NOx[322.0-553.0], PT08_S4_NO2[551.0-1285.0]",Not supported,"NOx_GT[2.0-416.0], PT08_S4_NO2[551.0-1285.0] --> PT08_S2_NMHC[383.0-644.0]",Not confident
29,38,133,"NOx_GT[2.0-416.0], PT08_S4_NO2[1731.0-2775.0] --> CO_GT[0.1-3.2], PT08_S3_NOx[322.0-553.0]",Not supported,"PT08_S2_NMHC[383.0-644.0], NOx_GT[2.0-416.0], PT08_S4_NO2[1731.0-2775.0] --> CO_GT[0.1-3.2], PT08_S3_NOx[322.0-1065.0]",Not supported
30,52,12,"NO2_GT[2.0-32.0] --> CO_GT[0.1-3.2], NMHC_GT[306.0-1189.0]",Not supported,"NO2_GT[2.0-32.0], PT08_S4_NO2[1731.0-2775.0] --> NMHC_GT[306.0-1189.0]",Not supported
31,84,12,"PT08_S4_NO2[1731.0-2775.0] --> CO_GT[6.5-11.9], PT08_S1_CO[647.0-1223.0], NMHC_GT[306.0-1189.0]",Not supported,"NO2_GT[2.0-32.0], PT08_S4_NO2[1731.0-2775.0] --> NMHC_GT[306.0-1189.0]",Not supported
32,93,12,"NO2_GT[2.0-32.0] --> NMHC_GT[306.0-1189.0], PT08_S3_NOx[1420.0-2683.0]",Not supported,"NO2_GT[2.0-32.0], PT08_S4_NO2[1731.0-2775.0] --> NMHC_GT[306.0-1189.0]",Not supported
33,143,12,"NO2_GT[2.0-32.0] --> CO_GT[6.5-11.9], NMHC_GT[306.0-1189.0]",Not supported,"NO2_GT[2.0-32.0], PT08_S4_NO2[1731.0-2775.0] --> NMHC_GT[306.0-1189.0]",Not supported
34,52,43,"NO2_GT[2.0-32.0] --> CO_GT[0.1-3.2], NMHC_GT[306.0-1189.0]",Not supported,"NOx_GT[2.0-416.0], NO2_GT[2.0-32.0] --> CO_GT[0.1-3.2]",Not supported
35,53,63,"PT08_S1_CO[647.0-698.0] --> PT08_S2_NMHC[383.0-644.0], PT08_S3_NOx[322.0-553.0]",Not supported,"CO_GT[6.5-11.9], PT08_S1_CO[647.0-698.0], NO2_GT[267.0-340.0] --> PT08_S3_NOx[322.0-553.0]",Not supported
36,53,87,"PT08_S1_CO[647.0-698.0] --> PT08_S2_NMHC[383.0-644.0], PT08_S3_NOx[322.0-553.0]",Not supported,PT08_S1_CO[647.0-698.0] --> PT08_S2_NMHC[383.0-644.0],Not supported
37,56,107,"NOx_GT[2.0-416.0] --> NMHC_GT[306.0-1189.0], C6H6_GT[0.1-15.1]",Not supported,"NOx_GT[2.0-416.0], PT08_S4_NO2[1731.0-2775.0] --> C6H6_GT[0.1-15.1]",Not supported
38,65,107,PT08_S4_NO2[1731.0-2775.0] --> C6H6_GT[0.1-15.1],Not confident,"NOx_GT[2.0-416.0], PT08_S4_NO2[1731.0-2775.0] --> C6H6_GT[0.1-15.1]",Not supported
39,56,152,"NOx_GT[2.0-416.0] --> NMHC_GT[306.0-1189.0], C6H6_GT[0.1-15.1]",Not supported,"NMHC_GT[7.0-193.0], NOx_GT[2.0-416.0] --> C6H6_GT[0.1-15.1]",Confident
40,156,152,"NMHC_GT[7.0-193.0] --> CO_GT[0.1-3.2], PT08_S1_CO[647.0-698.0], C6H6_GT[0.1-15.1], PT08_S2_NMHC[383.0-1156.0]",Not supported,"NMHC_GT[7.0-193.0], NOx_GT[2.0-416.0] --> C6H6_GT[0.1-15.1]",Confident
41,57,102,"PT08_S1_CO[1881.0-2040.0] --> PT08_S3_NOx[1420.0-2683.0], NO2_GT[267.0-340.0]",Not supported,PT08_S1_CO[1881.0-2040.0] --> NO2_GT[267.0-340.0],Not supported
42,62,151,"NOx_GT[2.0-416.0] --> PT08_S3_NOx[1420.0-2683.0], PT08_S4_NO2[551.0-1285.0]",Not supported,"PT08_S2_NMHC[383.0-644.0], NOx_GT[2.0-416.0] --> PT08_S3_NOx[1420.0-2683.0]",Not supported
43,78,151,"PT08_S2_NMHC[383.0-644.0] --> PT08_S3_NOx[1420.0-2683.0], PT08_S4_NO2[551.0-1285.0]",Not supported,"PT08_S2_NMHC[383.0-644.0], NOx_GT[2.0-416.0] --> PT08_S3_NOx[1420.0-2683.0]",Not supported
44,65,49,PT08_S4_NO2[1731.0-2775.0] --> C6H6_GT[0.1-15.1],Not confident,"NO2_GT[2.0-32.0], PT08_S4_NO2[1731.0-2775.0] --> C6H6_GT[0.1-15.1]",Not supported
45,65,148,PT08_S4_NO2[1731.0-2775.0] --> C6H6_GT[0.1-15.1],Not confident,"NMHC_GT[7.0-193.0], PT08_S4_NO2[1731.0-2775.0] --> C6H6_GT[0.1-15.1]",Not supported
46,103,148,"NMHC_GT[7.0-193.0], PT08_S4_NO2[1731.0-2775.0] --> C6H6_GT[0.1-15.1], NOx_GT[2.0-416.0]",Not supported,"NMHC_GT[7.0-193.0], PT08_S4_NO2[1731.0-2775.0] --> C6H6_GT[0.1-15.1]",Not supported
47,156,148,"NMHC_GT[7.0-193.0] --> CO_GT[0.1-3.2], PT08_S1_CO[647.0-698.0], C6H6_GT[0.1-15.1], PT08_S2_NMHC[383.0-1156.0]",Not supported,"NMHC_GT[7.0-193.0], PT08_S4_NO2[1731.0-2775.0] --> C6H6_GT[0.1-15.1]",Not supported
48,65,155,PT08_S4_NO2[1731.0-2775.0] --> C6H6_GT[0.1-15.1],Not confident,"PT08_S1_CO[1881.0-2040.0], PT08_S4_NO2[1731.0-2775.0] --> C6H6_GT[0.1-15.1]",Not supported
49,84,76,"PT08_S4_NO2[1731.0-2775.0] --> CO_GT[6.5-11.9], PT08_S1_CO[647.0-1223.0], NMHC_GT[306.0-1189.0]",Not supported,"PT08_S3_NOx[1420.0-2683.0], PT08_S4_NO2[1731.0-2775.0] --> NMHC_GT[306.0-1189.0]",Not supported
50,125,76,"PT08_S3_NOx[1420.0-2683.0] --> CO_GT[0.1-3.2], NMHC_GT[306.0-1189.0], C6H6_GT[25.7-63.7]",Not supported,"PT08_S3_NOx[1420.0-2683.0], PT08_S4_NO2[1731.0-2775.0] --> NMHC_GT[306.0-1189.0]",Not supported
51,84,89,"PT08_S4_NO2[1731.0-2775.0] --> CO_GT[6.5-11.9], PT08_S1_CO[647.0-1223.0], NMHC_GT[306.0-1189.0]",Not supported,"CO_GT[0.1-3.2], PT08_S4_NO2[1731.0-2775.0] --> NMHC_GT[306.0-1189.0]",Not supported
52,150,89,"CO_GT[0.1-3.2] --> NMHC_GT[306.0-1189.0], C6H6_GT[0.1-15.1]",Not supported,"CO_GT[0.1-3.2], PT08_S4_NO2[1731.0-2775.0] --> NMHC_GT[306.0-1189.0]",Not supported
53,84,109,"PT08_S4_NO2[1731.0-2775.0] --> CO_GT[6.5-11.9], PT08_S1_CO[647.0-1223.0], NMHC_GT[306.0-1189.0]",Not supported,PT08_S4_NO2[1731.0-2775.0] --> CO_GT[6.5-11.9],Not supported
54,93,92,"NO2_GT[2.0-32.0] --> NMHC_GT[306.0-1189.0], PT08_S3_NOx[1420.0-2683.0]",Not supported,"NO2_GT[2.0-32.0], PT08_S4_NO2[1731.0-2775.0] --> PT08_S3_NOx[1420.0-2683.0]",Not supported
55,97,88,"NMHC_GT[7.0-193.0] --> CO_GT[0.1-3.2], PT08_S2_NMHC[383.0-644.0]",Not supported,"NMHC_GT[7.0-193.0], NOx_GT[517.0-1479.0] --> CO_GT[0.1-3.2]",Not supported
56,99,88,NOx_GT[517.0-1479.0] --> CO_GT[0.1-3.2],Not supported,"NMHC_GT[7.0-193.0], NOx_GT[517.0-1479.0] --> CO_GT[0.1-3.2]",Not supported
57,156,88,"NMHC_GT[7.0-193.0] --> CO_GT[0.1-3.2], PT08_S1_CO[647.0-698.0], C6H6_GT[0.1-15.1], PT08_S2_NMHC[383.0-1156.0]",Not supported,"NMHC_GT[7.0-193.0], NOx_GT[517.0-1479.0] --> CO_GT[0.1-3.2]",Not supported
58,100,55,CO_GT[0.1-3.2] --> NO2_GT[2.0-32.0],Not supported,"CO_GT[0.1-3.2], PT08_S4_NO2[1731.0-2775.0] --> NO2_GT[2.0-32.0]",Not supported
59,105,140,"PT08_S4_NO2[551.0-1285.0] --> CO_GT[0.1-3.2], NMHC_GT[306.0-1189.0]",Not supported,"C6H6_GT[0.1-15.1], NOx_GT[2.0-416.0], NO2_GT[134.0-340.0], PT08_S4_NO2[551.0-1285.0] --> CO_GT[0.1-3.2]",Confident
60,116,154,"PT08_S4_NO2[551.0-1285.0] --> NMHC_GT[306.0-1189.0], C6H6_GT[0.1-15.1], PT08_S3_NOx[1420.0-2683.0]",Not supported,"PT08_S4_NO2[551.0-1285.0] --> NMHC_GT[306.0-1189.0], C6H6_GT[0.1-15.1]",Not supported
61,120,101,"PT08_S3_NOx[1420.0-2683.0] --> CO_GT[0.1-3.2], PT08_S1_CO[1881.0-2040.0], C6H6_GT[0.1-15.1], NOx_GT[2.0-416.0]",Not supported,"PT08_S3_NOx[1420.0-2683.0], PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[1881.0-2040.0]",Not supported
62,120,117,"PT08_S3_NOx[1420.0-2683.0] --> CO_GT[0.1-3.2], PT08_S1_CO[1881.0-2040.0], C6H6_GT[0.1-15.1], NOx_GT[2.0-416.0]",Not supported,"PT08_S3_NOx[1420.0-2683.0], PT08_S4_NO2[1731.0-2775.0] --> CO_GT[0.1-3.2]",Not supported
63,125,117,"PT08_S3_NOx[1420.0-2683.0] --> CO_GT[0.1-3.2], NMHC_GT[306.0-1189.0], C6H6_GT[25.7-63.7]",Not supported,"PT08_S3_NOx[1420.0-2683.0], PT08_S4_NO2[1731.0-2775.0] --> CO_GT[0.1-3.2]",Not supported
64,125,72,"PT08_S3_NOx[1420.0-2683.0] --> CO_GT[0.1-3.2], NMHC_GT[306.0-1189.0], C6H6_GT[25.7-63.7]",Not supported,"PT08_S3_NOx[1420.0-2683.0], PT08_S4_NO2[1731.0-2775.0] --> C6H6_GT[25.7-63.7]",Not supported
65,129,15,NO2_GT[2.0-160.0] --> PT08_S1_CO[1881.0-2040.0],Not supported,NO2_GT[2.0-32.0] --> PT08_S1_CO[1881.0-2040.0],Not supported
66,142,110,CO_GT[0.1-3.2] --> NOx_GT[2.0-416.0],Confident,"CO_GT[0.1-3.2], NMHC_GT[306.0-1189.0] --> NOx_GT[2.0-416.0]",Not supported
67,144,157,PT08_S2_NMHC[383.0-644.0] --> NOx_GT[2.0-416.0],Not confident,"PT08_S2_NMHC[383.0-644.0], PT08_S3_NOx[322.0-553.0] --> NOx_GT[2.0-416.0]",Not supported
68,146,113,NOx_GT[517.0-1479.0] --> PT08_S3_NOx[1420.0-2683.0],Not supported,"CO_GT[6.5-11.9], NOx_GT[517.0-1479.0] --> PT08_S3_NOx[1420.0-2683.0]",Not supported
69,156,119,"NMHC_GT[7.0-193.0] --> CO_GT[0.1-3.2], PT08_S1_CO[647.0-698.0], C6H6_GT[0.1-15.1], PT08_S2_NMHC[383.0-1156.0]",Not supported,"PT08_S1_CO[647.0-698.0], NMHC_GT[7.0-193.0], NOx_GT[517.0-1479.0] --> C6H6_GT[0.1-15.1]",Not supported
