idRule,Rule,state
32,"CO_GT[6.5-11.9], PT08_S1_CO[647.0-1223.0] --> PT08_S2_NMHC[383.0-1413.0], NO2_GT[2.0-32.0]",Not supported
33,PT08_S4_NO2[1991.0-2775.0] --> PT08_S1_CO[647.0-1351.0],Not supported
34,NMHC_GT[306.0-1189.0] --> NO2_GT[267.0-340.0],Not supported
35,"PT08_S4_NO2[1771.0-2775.0] --> PT08_S1_CO[647.0-1512.0], NOx_GT[2.0-160.0]",Not supported
36,"PT08_S1_CO[647.0-897.0] --> PT08_S2_NMHC[383.0-644.0], NO2_GT[2.0-160.0]",Not confident
37,"NO2_GT[2.0-158.0] --> PT08_S1_CO[647.0-967.0], NOx_GT[2.0-104.0]",Not confident
38,PT08_S4_NO2[1991.0-2775.0] --> PT08_S1_CO[647.0-1415.0],Not supported
39,"PT08_S1_CO[647.0-967.0] --> PT08_S2_NMHC[383.0-900.0], NO2_GT[2.0-192.0]",Not confident
40,PT08_S1_CO[647.0-1223.0] --> PT08_S2_NMHC[383.0-1156.0],Confident
41,"PT08_S1_CO[647.0-777.0] --> CO_GT[0.1-4.8], NO2_GT[2.0-160.0]",Not supported
42,"CO_GT[0.1-3.2], PT08_S1_CO[647.0-967.0], NOx_GT[2.0-160.0] --> C6H6_GT[0.1-15.1]",Confident
43,PT08_S1_CO[647.0-698.0] --> NMHC_GT[306.0-1189.0],Not supported
44,"CO_GT[0.1-3.2], PT08_S1_CO[647.0-1223.0], NOx_GT[2.0-416.0] --> NMHC_GT[7.0-193.0]",Not supported
45,"PT08_S3_NOx[322.0-1065.0] --> PT08_S1_CO[1881.0-2040.0], NOx_GT[2.0-388.0]",Not supported
46,"NO2_GT[2.0-32.0] --> PT08_S1_CO[647.0-1223.0], NOx_GT[2.0-416.0]",Not supported
47,NMHC_GT[306.0-1189.0] --> NOx_GT[2.0-481.0],Not supported
48,"PT08_S1_CO[647.0-1479.0] --> PT08_S2_NMHC[383.0-1156.0], NO2_GT[2.0-32.0]",Not supported
49,"PT08_S3_NOx[1705.0-2683.0] --> CO_GT[0.1-6.4], NMHC_GT[7.0-87.0], C6H6_GT[25.7-63.7]",Not supported
50,PT08_S4_NO2[551.0-1285.0] --> NMHC_GT[7.0-193.0],Not supported
51,PT08_S1_CO[647.0-967.0] --> NO2_GT[2.0-32.0],Not supported
52,PT08_S1_CO[647.0-698.0] --> NO2_GT[2.0-224.0],Not supported
53,"CO_GT[0.1-3.2], PT08_S1_CO[647.0-839.0], NOx_GT[2.0-348.0] --> C6H6_GT[0.1-15.1]",Not supported
54,"PT08_S1_CO[647.0-1223.0], C6H6_GT[0.1-2.3], NOx_GT[2.0-416.0] --> NO2_GT[2.0-224.0]",Confident
55,"PT08_S1_CO[647.0-738.0], NOx_GT[2.0-160.0] --> C6H6_GT[0.1-3.5]",Not supported
56,"PT08_S1_CO[647.0-698.0], NMHC_GT[7.0-193.0] --> CO_GT[0.1-3.2]",Not supported
57,"CO_GT[0.1-6.4], PT08_S1_CO[647.0-839.0], NOx_GT[2.0-224.0] --> PT08_S2_NMHC[383.0-644.0]",Not supported
58,"PT08_S4_NO2[1827.0-2775.0] --> PT08_S1_CO[647.0-1544.0], NOx_GT[2.0-416.0]",Not confident
59,"PT08_S1_CO[647.0-839.0], NOx_GT[2.0-416.0] --> C6H6_GT[0.1-7.9]",Confident
60,PT08_S4_NO2[2503.0-2775.0] --> PT08_S1_CO[647.0-1479.0],Not supported
61,"NO2_GT[2.0-224.0] --> PT08_S1_CO[647.0-738.0], NOx_GT[2.0-400.0]",Not supported
62,"CO_GT[0.1-3.2], PT08_S1_CO[647.0-1223.0], NOx_GT[2.0-416.0] --> C6H6_GT[0.1-15.1]",Confident
63,"PT08_S1_CO[647.0-827.0], NO2_GT[295.0-340.0] --> NOx_GT[682.0-1479.0]",Not supported
64,"PT08_S4_NO2[1860.0-2775.0] --> PT08_S1_CO[647.0-1544.0], NOx_GT[2.0-416.0]",Not confident
65,"PT08_S3_NOx[1552.0-2683.0], PT08_S4_NO2[2129.0-2775.0] --> PT08_S1_CO[647.0-1447.0]",Not supported
66,"PT08_S1_CO[647.0-843.0], NOx_GT[2.0-72.0] --> C6H6_GT[0.1-21.5]",Not supported
67,"C6H6_GT[0.1-15.1], PT08_S4_NO2[1731.0-2775.0] --> CO_GT[6.5-11.9]",Not supported
68,"PT08_S1_CO[647.0-698.0], NOx_GT[2.0-481.0] --> C6H6_GT[0.1-15.1]",Not supported
69,"NMHC_GT[7.0-193.0] --> NOx_GT[2.0-416.0], NO2_GT[2.0-32.0]",Not supported
70,"CO_GT[0.1-3.2], PT08_S1_CO[647.0-1479.0], NOx_GT[2.0-416.0] --> NMHC_GT[7.0-193.0]",Not confident
71,"PT08_S1_CO[647.0-967.0], C6H6_GT[0.1-18.3], NOx_GT[2.0-160.0] --> NO2_GT[2.0-224.0]",Confident
72,"PT08_S3_NOx[1420.0-2683.0], PT08_S4_NO2[2141.0-2775.0] --> PT08_S1_CO[647.0-1479.0]",Not supported
73,"PT08_S2_NMHC[383.0-644.0], PT08_S3_NOx[322.0-1065.0], PT08_S4_NO2[1731.0-2775.0] --> NMHC_GT[306.0-1189.0]",Not supported
74,"PT08_S2_NMHC[383.0-644.0], PT08_S3_NOx[322.0-553.0], PT08_S4_NO2[1731.0-2775.0] --> NOx_GT[2.0-32.0]",Not supported
75,NMHC_GT[7.0-193.0] --> CO_GT[0.1-3.2],Confident
76,"PT08_S1_CO[647.0-1223.0], NOx_GT[2.0-288.0] --> C6H6_GT[0.1-15.1]",Confident
77,"CO_GT[0.1-3.2], PT08_S1_CO[647.0-967.0], NOx_GT[2.0-416.0] --> PT08_S2_NMHC[383.0-644.0]",Not confident
78,"PT08_S3_NOx[1420.0-2683.0], PT08_S4_NO2[1991.0-2775.0] --> PT08_S1_CO[647.0-1479.0]",Not supported
79,"PT08_S1_CO[647.0-1223.0], NOx_GT[2.0-320.0] --> NO2_GT[267.0-340.0]",Not supported
80,"CO_GT[0.1-3.2], PT08_S1_CO[647.0-698.0], NOx_GT[2.0-416.0] --> NMHC_GT[7.0-274.0]",Not supported
81,"PT08_S1_CO[647.0-1351.0], NOx_GT[2.0-160.0] --> C6H6_GT[0.1-18.3]",Confident
82,"C6H6_GT[0.1-2.3] --> CO_GT[0.1-3.2], PT08_S1_CO[647.0-698.0]",Not supported
83,"CO_GT[0.1-6.4], PT08_S1_CO[647.0-967.0], NOx_GT[2.0-160.0] --> C6H6_GT[0.1-2.3]",Not confident
84,PT08_S1_CO[647.0-698.0] --> CO_GT[0.1-3.2],Not supported
85,"PT08_S3_NOx[322.0-1065.0] --> CO_GT[0.1-4.0], C6H6_GT[25.7-63.7]",Not supported
86,"PT08_S1_CO[647.0-1031.0], NMHC_GT[456.0-1189.0] --> NO2_GT[2.0-32.0]",Not supported
87,"C6H6_GT[0.1-21.5] --> NOx_GT[2.0-416.0], NO2_GT[2.0-32.0], PT08_S4_NO2[1731.0-2775.0]",Not supported
88,"PT08_S1_CO[647.0-1223.0], NOx_GT[2.0-160.0] --> C6H6_GT[0.1-11.9]",Confident
89,PT08_S1_CO[647.0-1223.0] --> NMHC_GT[306.0-1189.0],Not supported
90,"PT08_S1_CO[647.0-967.0], PT08_S2_NMHC[383.0-644.0] --> NO2_GT[2.0-160.0]",Not confident
91,"PT08_S1_CO[647.0-1495.0], PT08_S2_NMHC[383.0-796.0] --> NO2_GT[2.0-164.0]",Not confident
92,PT08_S3_NOx[322.0-553.0] --> PT08_S2_NMHC[383.0-644.0],Not supported
93,"NO2_GT[2.0-224.0] --> PT08_S1_CO[647.0-967.0], NOx_GT[2.0-128.0]",Not confident
94,"C6H6_GT[0.1-2.3] --> NOx_GT[2.0-416.0], NO2_GT[2.0-160.0], PT08_S4_NO2[1731.0-2775.0]",Not supported
95,"PT08_S1_CO[647.0-1580.0], NOx_GT[2.0-481.0] --> NO2_GT[267.0-340.0]",Not supported
96,PT08_S1_CO[647.0-738.0] --> PT08_S2_NMHC[383.0-1092.0],Not supported
97,"CO_GT[9.3-11.9], NMHC_GT[7.0-138.0], C6H6_GT[0.1-18.3], PT08_S4_NO2[1926.0-2775.0] --> PT08_S3_NOx[322.0-1065.0]",Not supported
98,"PT08_S4_NO2[2605.0-2775.0] --> CO_GT[0.1-3.7], PT08_S1_CO[647.0-1512.0]",Not supported
99,"CO_GT[6.5-11.9], PT08_S1_CO[647.0-1223.0] --> PT08_S2_NMHC[383.0-1028.0]",Not supported
100,"PT08_S1_CO[647.0-855.0] --> PT08_S2_NMHC[383.0-772.0], NO2_GT[2.0-64.0]",Not confident
101,"PT08_S1_CO[647.0-839.0] --> PT08_S2_NMHC[383.0-644.0], NO2_GT[2.0-96.0]",Not supported
102,"CO_GT[0.1-3.2], PT08_S1_CO[647.0-1287.0], NOx_GT[2.0-416.0] --> NMHC_GT[7.0-193.0]",Not supported
103,"CO_GT[0.1-3.2], PT08_S1_CO[647.0-1479.0], NOx_GT[2.0-288.0] --> PT08_S2_NMHC[383.0-1156.0]",Confident
104,"PT08_S1_CO[647.0-1223.0], NOx_GT[2.0-416.0] --> C6H6_GT[0.1-3.1]",Not confident
105,"C6H6_GT[0.1-3.9], PT08_S4_NO2[1860.0-2775.0] --> NMHC_GT[830.0-1189.0]",Not supported
106,PT08_S4_NO2[2450.0-2775.0] --> PT08_S1_CO[647.0-1423.0],Not supported
107,"CO_GT[0.1-3.2], PT08_S1_CO[647.0-839.0], NOx_GT[2.0-506.0] --> PT08_S2_NMHC[383.0-522.0]",Not supported
108,"CO_GT[0.1-3.2], PT08_S1_CO[647.0-1247.0], NOx_GT[2.0-192.0] --> C6H6_GT[0.1-23.9]",Confident
109,PT08_S1_CO[647.0-1223.0] --> PT08_S2_NMHC[383.0-900.0],Not confident
110,"PT08_S1_CO[647.0-967.0], PT08_S2_NMHC[383.0-644.0] --> NO2_GT[2.0-224.0]",Not confident
111,"PT08_S1_CO[647.0-839.0], NOx_GT[2.0-416.0] --> C6H6_GT[0.1-2.3]",Not supported
112,PT08_S1_CO[647.0-1351.0] --> PT08_S2_NMHC[383.0-1156.0],Confident
113,"NMHC_GT[7.0-193.0] --> NOx_GT[2.0-416.0], NO2_GT[2.0-160.0]",Confident
114,"PT08_S1_CO[647.0-967.0], NOx_GT[2.0-416.0] --> C6H6_GT[0.1-15.1]",Confident
115,PT08_S1_CO[647.0-1223.0] --> NO2_GT[2.0-256.0],Confident
116,PT08_S4_NO2[1843.0-2775.0] --> PT08_S1_CO[647.0-1598.0],Confident
117,"PT08_S3_NOx[1705.0-2683.0], PT08_S4_NO2[1926.0-2775.0] --> PT08_S1_CO[647.0-1553.0]",Not supported
118,"PT08_S1_CO[647.0-783.0], PT08_S2_NMHC[383.0-1156.0] --> NO2_GT[2.0-96.0]",Not supported
119,"PT08_S3_NOx[322.0-553.0], NO2_GT[2.0-32.0], PT08_S4_NO2[1731.0-2775.0] --> PT08_S2_NMHC[383.0-1156.0]",Not supported
120,"C6H6_GT[0.1-16.7] --> NOx_GT[2.0-416.0], NO2_GT[2.0-64.0], PT08_S4_NO2[1731.0-2775.0]",Not supported
121,PT08_S4_NO2[2397.0-2775.0] --> PT08_S1_CO[647.0-1479.0],Not supported
122,"CO_GT[7.9-11.9], C6H6_GT[0.1-21.6], PT08_S4_NO2[2691.0-2775.0] --> NMHC_GT[7.0-108.0]",Not supported
123,"CO_GT[6.5-11.9], PT08_S1_CO[647.0-1479.0] --> PT08_S2_NMHC[383.0-1156.0], NO2_GT[2.0-64.0]",Not supported
124,"PT08_S1_CO[647.0-775.0], PT08_S2_NMHC[383.0-644.0] --> NO2_GT[2.0-214.0]",Not supported
125,"C6H6_GT[25.7-63.7], PT08_S4_NO2[1795.0-2775.0] --> PT08_S1_CO[647.0-967.0]",Not supported
126,"PT08_S1_CO[647.0-1223.0], PT08_S2_NMHC[383.0-644.0] --> NO2_GT[2.0-240.0]",Not confident
127,"PT08_S2_NMHC[383.0-1156.0] --> CO_GT[0.1-2.4], NOx_GT[517.0-1479.0]",Not supported
128,"PT08_S3_NOx[1881.0-2683.0], PT08_S4_NO2[2185.0-2775.0] --> PT08_S1_CO[647.0-1555.0]",Not supported
129,"PT08_S1_CO[647.0-903.0], NOx_GT[2.0-481.0], NO2_GT[2.0-96.0] --> C6H6_GT[0.1-0.7]",Not supported
130,"NO2_GT[2.0-64.0] --> PT08_S1_CO[647.0-1063.0], NOx_GT[2.0-336.0]",Confident
131,CO_GT[0.1-3.2] --> PT08_S3_NOx[322.0-553.0],Not supported
132,"CO_GT[0.1-1.6], PT08_S1_CO[647.0-839.0], NOx_GT[2.0-481.0] --> NMHC_GT[7.0-130.0]",Not supported
133,"PT08_S1_CO[647.0-1479.0], NOx_GT[816.0-1479.0] --> NO2_GT[2.0-32.0]",Not supported
134,PT08_S1_CO[647.0-698.0] --> PT08_S2_NMHC[383.0-1148.0],Not supported
135,"CO_GT[6.5-11.9], PT08_S1_CO[647.0-1479.0] --> PT08_S2_NMHC[383.0-1156.0]",Not supported
136,"PT08_S1_CO[647.0-1223.0], NOx_GT[2.0-160.0] --> C6H6_GT[0.1-10.3]",Confident
137,"PT08_S1_CO[647.0-1223.0], C6H6_GT[0.1-15.1] --> NO2_GT[2.0-160.0]",Not confident
138,"PT08_S1_CO[647.0-1722.0], PT08_S2_NMHC[383.0-1413.0] --> NO2_GT[2.0-244.0]",Confident
139,"CO_GT[0.1-1.6], PT08_S1_CO[647.0-1617.0], NOx_GT[2.0-416.0] --> NMHC_GT[7.0-193.0]",Not supported
140,PT08_S1_CO[647.0-1415.0] --> PT08_S2_NMHC[383.0-1156.0],Confident
141,"NMHC_GT[7.0-193.0] --> PT08_S1_CO[647.0-698.0], NOx_GT[2.0-416.0]",Not supported
142,"PT08_S4_NO2[2691.0-2775.0] --> CO_GT[9.3-11.9], PT08_S1_CO[647.0-1722.0]",Not supported
143,"PT08_S4_NO2[1991.0-2775.0] --> PT08_S1_CO[647.0-1479.0], NOx_GT[2.0-224.0]",Not supported
144,"NO2_GT[2.0-32.0] --> NOx_GT[2.0-416.0], PT08_S4_NO2[551.0-1285.0]",Not supported
145,"PT08_S3_NOx[1420.0-2683.0] --> PT08_S1_CO[647.0-1479.0], NOx_GT[2.0-32.0]",Not supported
146,"PT08_S3_NOx[1420.0-2683.0] --> PT08_S1_CO[647.0-839.0], NOx_GT[2.0-463.0]",Not supported
147,PT08_S1_CO[647.0-839.0] --> NO2_GT[2.0-96.0],Not confident
148,"PT08_S1_CO[647.0-1223.0], NMHC_GT[7.0-193.0] --> PT08_S2_NMHC[383.0-1028.0], NO2_GT[2.0-96.0]",Not supported
149,"PT08_S1_CO[647.0-1223.0], NO2_GT[295.0-340.0] --> PT08_S3_NOx[322.0-1377.0]",Not supported
150,"NOx_GT[517.0-1479.0], PT08_S4_NO2[1860.0-2775.0] --> PT08_S1_CO[647.0-1479.0]",Not supported
151,"PT08_S1_CO[647.0-967.0], NOx_GT[2.0-416.0] --> C6H6_GT[0.1-8.7]",Confident
152,"CO_GT[0.1-2.4] --> C6H6_GT[42.8-63.7], NOx_GT[2.0-100.0]",Not supported
153,PT08_S1_CO[647.0-1479.0] --> NO2_GT[2.0-256.0],Confident
154,"PT08_S1_CO[647.0-1223.0], NOx_GT[2.0-416.0] --> C6H6_GT[0.1-15.1]",Confident
155,"NO2_GT[2.0-256.0] --> PT08_S1_CO[647.0-698.0], NOx_GT[2.0-224.0]",Not supported
156,"PT08_S2_NMHC[383.0-644.0], PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-1095.0], NMHC_GT[7.0-193.0]",Not supported
157,"PT08_S2_NMHC[1776.0-2214.0], PT08_S4_NO2[551.0-1581.0] --> NO2_GT[2.0-93.0]",Not supported
158,"PT08_S1_CO[647.0-1223.0], NOx_GT[2.0-416.0] --> C6H6_GT[0.1-5.5]",Not confident
159,"PT08_S3_NOx[322.0-553.0], NO2_GT[2.0-256.0], PT08_S4_NO2[1991.0-2775.0] --> PT08_S2_NMHC[383.0-1156.0]",Not supported
160,"PT08_S1_CO[647.0-1479.0], NOx_GT[2.0-352.0] --> C6H6_GT[0.1-21.5]",Confident
161,"PT08_S1_CO[647.0-1223.0], NOx_GT[2.0-160.0] --> C6H6_GT[0.1-5.5]",Not confident
162,"NO2_GT[2.0-64.0] --> NOx_GT[2.0-416.0], PT08_S4_NO2[551.0-1028.0]",Not supported
163,"PT08_S1_CO[647.0-1351.0], NOx_GT[690.0-1479.0] --> NMHC_GT[635.0-1189.0]",Not supported
164,"NMHC_GT[7.0-55.0] --> CO_GT[0.1-6.4], PT08_S1_CO[647.0-1223.0], NOx_GT[2.0-416.0]",Not supported
165,"PT08_S3_NOx[2683.0-2683.0] --> PT08_S1_CO[647.0-982.0], NOx_GT[2.0-384.0]",Not supported
166,"NMHC_GT[7.0-92.0] --> NOx_GT[2.0-160.0], NO2_GT[2.0-160.0]",Not supported
167,"CO_GT[0.1-3.2], PT08_S1_CO[647.0-967.0], NOx_GT[2.0-32.0] --> C6H6_GT[0.1-2.3]",Not supported
168,C6H6_GT[0.1-15.1] --> NO2_GT[2.0-192.0],Not confident
169,"C6H6_GT[0.1-13.5] --> CO_GT[0.1-1.2], PT08_S1_CO[647.0-1540.0]",Not confident
170,"NO2_GT[2.0-160.0], PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-903.0]",Not supported
171,"CO_GT[0.1-3.2], PT08_S1_CO[647.0-967.0], NOx_GT[2.0-481.0] --> NMHC_GT[7.0-193.0]",Not supported
172,"PT08_S3_NOx[1420.0-2683.0] --> PT08_S1_CO[647.0-967.0], NOx_GT[2.0-96.0]",Not supported
173,"C6H6_GT[0.1-15.1], PT08_S4_NO2[1731.0-2775.0] --> NMHC_GT[306.0-1189.0]",Not supported
174,"C6H6_GT[0.1-15.1], PT08_S2_NMHC[383.0-644.0] --> NO2_GT[2.0-32.0]",Not supported
175,"PT08_S1_CO[647.0-1223.0], NMHC_GT[7.0-193.0], NO2_GT[2.0-224.0], PT08_S4_NO2[551.0-1413.0] --> C6H6_GT[0.1-15.1]",Not supported
176,"PT08_S2_NMHC[383.0-644.0] --> CO_GT[0.1-4.0], NOx_GT[816.0-1479.0]",Not supported
177,"PT08_S3_NOx[1420.0-2683.0], PT08_S4_NO2[1827.0-2775.0] --> PT08_S1_CO[647.0-1223.0]",Not supported
178,"PT08_S2_NMHC[383.0-1413.0], PT08_S3_NOx[322.0-553.0], PT08_S4_NO2[1731.0-2775.0] --> NOx_GT[816.0-1479.0]",Not supported
179,"PT08_S1_CO[647.0-967.0], C6H6_GT[0.1-18.3], NOx_GT[2.0-126.0] --> NO2_GT[2.0-40.0]",Not supported
180,"CO_GT[0.1-3.2], PT08_S1_CO[647.0-1722.0], NOx_GT[2.0-160.0] --> NMHC_GT[7.0-193.0]",Not supported
181,PT08_S1_CO[647.0-1271.0] --> PT08_S2_NMHC[383.0-1028.0],Confident
182,"PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-1617.0], NOx_GT[2.0-416.0]",Not confident
183,"PT08_S1_CO[647.0-1227.0], NMHC_GT[7.0-87.0] --> PT08_S2_NMHC[383.0-415.0], NO2_GT[2.0-72.0]",Not supported
184,"CO_GT[0.1-2.4], PT08_S1_CO[647.0-1617.0], NOx_GT[2.0-416.0] --> NMHC_GT[7.0-193.0]",Not supported
185,"CO_GT[0.1-4.0], PT08_S1_CO[647.0-1463.0], NOx_GT[2.0-481.0] --> NMHC_GT[7.0-120.0]",Not supported
186,"PT08_S1_CO[647.0-698.0], C6H6_GT[0.1-15.1] --> CO_GT[6.5-11.9]",Not supported
187,"PT08_S1_CO[647.0-1617.0], NOx_GT[2.0-240.0] --> NO2_GT[281.0-340.0]",Not supported
188,"CO_GT[0.1-1.6], PT08_S1_CO[647.0-1255.0], NOx_GT[2.0-416.0] --> C6H6_GT[0.1-19.9]",Confident
189,PT08_S1_CO[647.0-839.0] --> PT08_S2_NMHC[383.0-964.0],Confident
190,"NO2_GT[2.0-224.0] --> PT08_S1_CO[647.0-775.0], NOx_GT[2.0-513.0]",Not supported
191,"CO_GT[0.1-3.2], PT08_S1_CO[647.0-1617.0], NOx_GT[2.0-416.0] --> C6H6_GT[0.1-15.1]",Confident
192,"PT08_S1_CO[647.0-1223.0], NOx_GT[517.0-1479.0] --> NO2_GT[2.0-128.0]",Not supported
193,"CO_GT[0.1-6.4], PT08_S1_CO[647.0-1351.0], NOx_GT[2.0-160.0] --> C6H6_GT[0.1-8.7]",Not confident
194,"NMHC_GT[7.0-274.0] --> PT08_S1_CO[647.0-698.0], NOx_GT[2.0-160.0]",Not supported
195,"PT08_S1_CO[647.0-698.0], NOx_GT[816.0-1479.0] --> PT08_S3_NOx[322.0-1065.0]",Not supported
196,"C6H6_GT[0.1-2.3], PT08_S2_NMHC[383.0-644.0] --> NO2_GT[2.0-160.0]",Not confident
197,"NO2_GT[2.0-64.0] --> PT08_S1_CO[647.0-839.0], NOx_GT[2.0-481.0]",Not supported
198,"CO_GT[10.1-11.9], C6H6_GT[0.1-21.5], PT08_S4_NO2[1747.0-2775.0] --> NMHC_GT[7.0-239.0]",Not supported
199,"CO_GT[0.1-2.8], PT08_S1_CO[647.0-1607.0], NOx_GT[2.0-192.0] --> NMHC_GT[7.0-120.0]",Not supported
200,C6H6_GT[0.1-15.1] --> PT08_S2_NMHC[383.0-644.0],Not confident
201,"CO_GT[0.1-6.4], PT08_S1_CO[647.0-1479.0], NOx_GT[2.0-160.0] --> NMHC_GT[7.0-87.0]",Not supported
202,"CO_GT[0.1-0.8], PT08_S1_CO[647.0-903.0], NOx_GT[2.0-449.0] --> C6H6_GT[0.1-21.5]",Confident
203,C6H6_GT[0.1-2.3] --> CO_GT[0.1-3.2],Not confident
204,"PT08_S3_NOx[322.0-969.0], NO2_GT[326.0-340.0], PT08_S4_NO2[2025.0-2775.0] --> NOx_GT[2.0-102.0]",Not supported
205,"CO_GT[0.1-2.8], PT08_S1_CO[647.0-1467.0], NOx_GT[2.0-343.0] --> NMHC_GT[7.0-100.0]",Not supported
206,"PT08_S1_CO[647.0-1223.0], NOx_GT[2.0-481.0] --> C6H6_GT[0.1-15.1]",Confident
207,"PT08_S4_NO2[1991.0-2775.0] --> PT08_S1_CO[647.0-1479.0], NOx_GT[2.0-416.0]",Not supported
208,"C6H6_GT[0.1-2.3], PT08_S4_NO2[1731.0-2775.0] --> NOx_GT[2.0-416.0]",Not supported
209,"PT08_S3_NOx[322.0-553.0], NO2_GT[267.0-340.0], PT08_S4_NO2[1731.0-2775.0] --> NOx_GT[2.0-416.0]",Not supported
210,"PT08_S1_CO[647.0-1223.0], NMHC_GT[7.0-193.0] --> PT08_S2_NMHC[383.0-644.0], NO2_GT[2.0-128.0]",Not supported
211,"PT08_S3_NOx[1420.0-2683.0], PT08_S4_NO2[1991.0-2775.0] --> PT08_S1_CO[647.0-1544.0]",Not supported
212,"PT08_S4_NO2[1779.0-2775.0] --> PT08_S1_CO[647.0-1544.0], NOx_GT[2.0-481.0]",Not confident
213,"NMHC_GT[7.0-71.0] --> NOx_GT[2.0-288.0], NO2_GT[2.0-240.0]",Not supported
214,"PT08_S1_CO[647.0-864.0], NOx_GT[2.0-482.0] --> C6H6_GT[0.1-16.1]",Confident
215,"PT08_S1_CO[647.0-807.0], PT08_S2_NMHC[383.0-1156.0] --> NO2_GT[2.0-144.0]",Not supported
216,"PT08_S1_CO[647.0-1207.0], C6H6_GT[0.1-15.1] --> NO2_GT[2.0-160.0]",Not confident
217,"NMHC_GT[538.0-1189.0] --> CO_GT[0.1-2.8], NOx_GT[1148.0-1479.0], PT08_S3_NOx[322.0-1313.0]",Not supported
218,"C6H6_GT[0.1-15.1], PT08_S4_NO2[551.0-1285.0] --> PT08_S2_NMHC[383.0-644.0]",Not confident
219,"C6H6_GT[32.2-63.7], NO2_GT[2.0-32.0] --> PT08_S1_CO[647.0-1639.0], NOx_GT[2.0-328.0]",Not supported
220,"CO_GT[0.1-3.2], C6H6_GT[0.1-15.1] --> PT08_S2_NMHC[383.0-644.0]",Not confident
221,"NMHC_GT[7.0-55.0] --> NOx_GT[2.0-352.0], NO2_GT[2.0-64.0]",Not supported
