idRule,V,L,U,Side
20,NO2_GT,279,279,Y
20,PT08_S4_NO2,956,1566,Y
21,CO_GT,47,59,X
21,NMHC_GT,103,169,X
21,NOx_GT,527,533,X
21,NO2_GT,263,282,X
21,PT08_S1_CO,969,1011,Y
21,C6H6_GT,177,177,Y
21,PT08_S2_NMHC,553,567,Y
21,PT08_S3_NOx,1060,1089,Y
21,PT08_S4_NO2,1114,1136,Y
22,PT08_S1_CO,5,1031,X
22,NMHC_GT,361,374,X
22,C6H6_GT,7,206,X
22,PT08_S3_NOx,498,511,X
22,NO2_GT,274,277,X
22,PT08_S4_NO2,1049,1351,X
22,CO_GT,5,47,Y
22,PT08_S2_NMHC,1129,1142,Y
22,NOx_GT,709,846,Y
23,CO_GT,69,87,X
23,NMHC_GT,33,40,X
23,PT08_S2_NMHC,1104,1243,X
23,PT08_S3_NOx,761,861,X
23,PT08_S1_CO,1040,1040,Y
23,C6H6_GT,203,203,Y
23,NOx_GT,645,761,Y
23,NO2_GT,261,271,Y
23,PT08_S4_NO2,197,623,Y
24,C6H6_GT,91,219,X
24,PT08_S2_NMHC,256,263,X
24,PT08_S3_NOx,1085,1142,X
24,NO2_GT,263,263,X
24,PT08_S4_NO2,1303,1602,X
24,CO_GT,65,66,Y
24,PT08_S1_CO,1024,1024,Y
24,NMHC_GT,386,411,Y
24,NOx_GT,553,598,Y
25,PT08_S1_CO,84,87,X
25,NMHC_GT,413,428,X
25,C6H6_GT,123,183,X
25,NO2_GT,260,260,X
25,PT08_S4_NO2,1419,1600,X
25,CO_GT,33,60,Y
25,PT08_S2_NMHC,1031,1118,Y
25,NOx_GT,916,916,Y
25,PT08_S3_NOx,1082,1172,Y
26,C6H6_GT,47,60,X
26,PT08_S4_NO2,1222,1591,X
26,CO_GT,22,22,Y
26,PT08_S1_CO,163,743,Y
26,NMHC_GT,6,24,Y
26,PT08_S2_NMHC,1109,1109,Y
26,NOx_GT,101,173,Y
26,PT08_S3_NOx,294,514,Y
26,NO2_GT,133,137,Y
27,CO_GT,8,42,X
27,NO2_GT,170,275,X
27,PT08_S4_NO2,1588,1588,X
27,PT08_S1_CO,1040,1040,Y
27,NMHC_GT,74,201,Y
27,C6H6_GT,224,252,Y
27,PT08_S2_NMHC,1099,1099,Y
27,NOx_GT,78,504,Y
27,PT08_S3_NOx,1172,1218,Y
28,NMHC_GT,426,426,X
28,C6H6_GT,392,406,X
28,PT08_S2_NMHC,167,440,X
28,PT08_S3_NOx,1078,1219,X
28,PT08_S4_NO2,877,884,X
28,CO_GT,21,21,Y
28,PT08_S1_CO,475,548,Y
28,NOx_GT,3,18,Y
28,NO2_GT,129,169,Y
29,NMHC_GT,10,165,X
29,PT08_S3_NOx,526,549,X
29,NO2_GT,27,181,X
29,CO_GT,18,59,Y
29,PT08_S1_CO,785,786,Y
29,C6H6_GT,227,231,Y
29,PT08_S2_NMHC,1220,1220,Y
29,NOx_GT,770,917,Y
29,PT08_S4_NO2,1584,1602,Y
30,CO_GT,70,70,X
30,NMHC_GT,295,418,X
30,PT08_S4_NO2,183,1101,X
30,PT08_S1_CO,1040,1040,Y
30,C6H6_GT,150,174,Y
30,PT08_S2_NMHC,1047,1170,Y
30,NOx_GT,44,342,Y
30,PT08_S3_NOx,1220,1220,Y
30,NO2_GT,258,262,Y
31,CO_GT,1,3,X
31,C6H6_GT,402,402,X
31,PT08_S3_NOx,151,200,X
31,PT08_S4_NO2,1538,1602,X
31,PT08_S1_CO,217,221,Y
31,NMHC_GT,126,128,Y
31,PT08_S2_NMHC,411,504,Y
31,NOx_GT,337,338,Y
31,NO2_GT,161,188,Y
32,NMHC_GT,37,78,X
32,PT08_S2_NMHC,232,380,X
32,PT08_S3_NOx,189,240,X
32,CO_GT,41,42,Y
32,PT08_S1_CO,191,896,Y
32,C6H6_GT,370,371,Y
32,NOx_GT,874,897,Y
32,NO2_GT,269,278,Y
32,PT08_S4_NO2,1323,1466,Y
33,CO_GT,54,55,X
33,NMHC_GT,305,424,X
33,C6H6_GT,47,138,X
33,PT08_S2_NMHC,1034,1036,X
33,PT08_S3_NOx,81,334,X
33,NO2_GT,256,264,X
33,PT08_S4_NO2,1499,1602,X
33,PT08_S1_CO,1037,1040,Y
33,NOx_GT,528,652,Y
34,NMHC_GT,384,389,X
34,PT08_S2_NMHC,158,169,X
34,PT08_S4_NO2,520,523,X
34,CO_GT,12,23,Y
34,PT08_S1_CO,199,206,Y
34,C6H6_GT,394,394,Y
34,NOx_GT,206,207,Y
34,PT08_S3_NOx,235,588,Y
34,NO2_GT,90,127,Y
35,CO_GT,11,13,X
35,PT08_S1_CO,1034,1040,X
35,NMHC_GT,203,428,X
35,PT08_S2_NMHC,1162,1244,X
35,PT08_S3_NOx,603,1005,X
35,C6H6_GT,261,262,Y
35,NOx_GT,777,924,Y
35,NO2_GT,223,234,Y
35,PT08_S4_NO2,97,234,Y
36,CO_GT,25,31,X
36,NMHC_GT,119,136,X
36,C6H6_GT,313,393,X
36,PT08_S2_NMHC,1095,1095,X
36,PT08_S3_NOx,1124,1124,X
36,NO2_GT,268,271,X
36,PT08_S4_NO2,1478,1496,X
36,PT08_S1_CO,1034,1040,Y
36,NOx_GT,794,798,Y
37,CO_GT,68,89,X
37,C6H6_GT,158,170,X
37,PT08_S2_NMHC,42,96,X
37,NOx_GT,915,920,X
37,PT08_S3_NOx,1147,1155,X
37,NO2_GT,27,133,X
37,PT08_S4_NO2,1602,1602,X
37,PT08_S1_CO,955,959,Y
37,NMHC_GT,392,425,Y
38,C6H6_GT,0,103,X
38,PT08_S2_NMHC,584,801,X
38,PT08_S4_NO2,1555,1557,X
38,CO_GT,11,11,Y
38,PT08_S1_CO,167,240,Y
38,NMHC_GT,6,69,Y
38,NOx_GT,543,733,Y
38,PT08_S3_NOx,293,330,Y
38,NO2_GT,141,141,Y
39,CO_GT,80,92,X
39,NMHC_GT,264,334,X
39,NOx_GT,823,824,X
39,NO2_GT,168,168,X
39,PT08_S4_NO2,434,995,X
39,PT08_S1_CO,781,985,Y
39,C6H6_GT,332,334,Y
39,PT08_S2_NMHC,90,463,Y
39,PT08_S3_NOx,847,1014,Y
40,CO_GT,19,24,X
40,NMHC_GT,261,312,X
40,PT08_S2_NMHC,543,764,X
40,NOx_GT,904,908,X
40,PT08_S3_NOx,45,569,X
40,PT08_S1_CO,484,731,Y
40,C6H6_GT,323,361,Y
40,NO2_GT,7,74,Y
40,PT08_S4_NO2,404,484,Y
41,CO_GT,73,75,X
41,PT08_S1_CO,1030,1040,X
41,C6H6_GT,13,192,X
41,NOx_GT,117,418,X
41,PT08_S3_NOx,527,926,X
41,NO2_GT,52,247,X
41,PT08_S4_NO2,244,449,X
41,NMHC_GT,100,102,Y
41,PT08_S2_NMHC,1133,1175,Y
42,PT08_S1_CO,1040,1040,X
42,NMHC_GT,418,422,X
42,C6H6_GT,85,232,X
42,PT08_S2_NMHC,245,252,X
42,PT08_S3_NOx,1134,1144,X
42,NO2_GT,281,282,X
42,CO_GT,83,89,Y
42,NOx_GT,912,920,Y
42,PT08_S4_NO2,1115,1590,Y
43,NMHC_GT,193,240,X
43,PT08_S2_NMHC,530,750,X
43,NOx_GT,271,291,X
43,PT08_S3_NOx,522,854,X
43,NO2_GT,273,276,X
43,CO_GT,43,54,Y
43,PT08_S1_CO,1035,1035,Y
43,C6H6_GT,108,111,Y
43,PT08_S4_NO2,958,1601,Y
44,CO_GT,10,42,X
44,NMHC_GT,244,254,X
44,NO2_GT,11,156,X
44,PT08_S4_NO2,1217,1395,X
44,PT08_S1_CO,453,501,Y
44,C6H6_GT,405,405,Y
44,PT08_S2_NMHC,264,524,Y
44,NOx_GT,760,808,Y
44,PT08_S3_NOx,147,248,Y
45,NMHC_GT,304,339,X
45,PT08_S3_NOx,718,887,X
45,CO_GT,77,78,Y
45,PT08_S1_CO,906,947,Y
45,C6H6_GT,91,166,Y
45,PT08_S2_NMHC,1178,1202,Y
45,NOx_GT,208,436,Y
45,NO2_GT,274,282,Y
45,PT08_S4_NO2,407,980,Y
46,NMHC_GT,64,76,X
46,PT08_S2_NMHC,27,247,X
46,PT08_S3_NOx,120,402,X
46,CO_GT,44,51,Y
46,PT08_S1_CO,134,251,Y
46,C6H6_GT,399,400,Y
46,NOx_GT,869,897,Y
46,NO2_GT,273,278,Y
46,PT08_S4_NO2,107,953,Y
47,CO_GT,8,13,X
47,PT08_S2_NMHC,1075,1075,X
47,PT08_S3_NOx,23,425,X
47,PT08_S1_CO,1040,1040,Y
47,NMHC_GT,43,324,Y
47,C6H6_GT,262,274,Y
47,NOx_GT,348,857,Y
47,NO2_GT,62,213,Y
47,PT08_S4_NO2,1079,1569,Y
48,CO_GT,2,6,X
48,PT08_S1_CO,1039,1040,X
48,C6H6_GT,405,406,X
48,PT08_S3_NOx,217,234,X
48,NO2_GT,264,267,X
48,PT08_S4_NO2,1440,1440,X
48,NMHC_GT,217,249,Y
48,PT08_S2_NMHC,1097,1235,Y
48,NOx_GT,676,760,Y
49,CO_GT,84,85,X
49,C6H6_GT,348,367,X
49,PT08_S2_NMHC,93,1013,X
49,NOx_GT,684,906,X
49,PT08_S3_NOx,196,394,X
49,PT08_S4_NO2,71,259,X
49,PT08_S1_CO,1035,1038,Y
49,NMHC_GT,326,413,Y
49,NO2_GT,79,119,Y
50,PT08_S1_CO,1028,1040,X
50,C6H6_GT,388,394,X
50,PT08_S2_NMHC,1141,1144,X
50,NO2_GT,259,281,X
50,PT08_S4_NO2,1316,1586,X
50,CO_GT,8,63,Y
50,NMHC_GT,3,120,Y
50,NOx_GT,529,917,Y
50,PT08_S3_NOx,1216,1218,Y
51,CO_GT,83,90,X
51,C6H6_GT,37,295,X
51,PT08_S3_NOx,407,673,X
51,PT08_S4_NO2,1121,1555,X
51,PT08_S1_CO,811,890,Y
51,NMHC_GT,52,124,Y
51,PT08_S2_NMHC,598,760,Y
51,NOx_GT,687,702,Y
51,NO2_GT,171,212,Y
52,PT08_S1_CO,1040,1040,X
52,NMHC_GT,177,177,X
52,PT08_S2_NMHC,199,518,X
52,PT08_S3_NOx,968,1083,X
52,CO_GT,27,29,Y
52,C6H6_GT,69,121,Y
52,NOx_GT,160,177,Y
52,NO2_GT,1,47,Y
52,PT08_S4_NO2,1602,1602,Y
53,CO_GT,72,73,X
53,PT08_S1_CO,193,196,X
53,NMHC_GT,369,419,X
53,C6H6_GT,388,389,X
53,PT08_S2_NMHC,1091,1232,X
53,PT08_S3_NOx,103,1220,X
53,NO2_GT,271,272,X
53,PT08_S4_NO2,1126,1166,X
53,NOx_GT,625,625,Y
54,CO_GT,58,60,X
54,NMHC_GT,395,415,X
54,C6H6_GT,207,238,X
54,NOx_GT,852,909,X
54,NO2_GT,263,278,X
54,PT08_S4_NO2,1207,1600,X
54,PT08_S1_CO,1034,1040,Y
54,PT08_S2_NMHC,1055,1056,Y
54,PT08_S3_NOx,229,655,Y
55,CO_GT,14,51,X
55,C6H6_GT,398,398,X
55,PT08_S3_NOx,1177,1183,X
55,PT08_S4_NO2,1051,1051,X
55,PT08_S1_CO,1037,1037,Y
55,NMHC_GT,178,178,Y
55,PT08_S2_NMHC,1136,1215,Y
55,NOx_GT,260,260,Y
55,NO2_GT,118,126,Y
56,CO_GT,94,94,X
56,C6H6_GT,315,318,X
56,NOx_GT,85,500,X
56,PT08_S4_NO2,1348,1578,X
56,PT08_S1_CO,45,1012,Y
56,NMHC_GT,184,251,Y
56,PT08_S2_NMHC,1131,1167,Y
56,PT08_S3_NOx,1058,1090,Y
56,NO2_GT,272,282,Y
57,PT08_S1_CO,130,459,X
57,NMHC_GT,282,347,X
57,PT08_S2_NMHC,1082,1196,X
57,PT08_S3_NOx,1138,1138,X
57,CO_GT,89,93,Y
57,C6H6_GT,63,63,Y
57,NOx_GT,14,370,Y
57,NO2_GT,109,249,Y
57,PT08_S4_NO2,239,278,Y
58,C6H6_GT,311,316,X
58,PT08_S3_NOx,1035,1106,X
58,PT08_S4_NO2,1333,1538,X
58,CO_GT,46,84,Y
58,PT08_S1_CO,35,114,Y
58,NMHC_GT,100,100,Y
58,PT08_S2_NMHC,682,962,Y
58,NOx_GT,817,823,Y
58,NO2_GT,184,247,Y
59,CO_GT,40,50,X
59,PT08_S1_CO,1026,1038,X
59,NMHC_GT,288,427,X
59,C6H6_GT,1,238,X
59,NO2_GT,261,264,X
59,PT08_S4_NO2,1497,1527,X
59,PT08_S2_NMHC,1173,1222,Y
59,NOx_GT,270,271,Y
59,PT08_S3_NOx,561,561,Y
60,CO_GT,11,33,X
60,NMHC_GT,101,101,X
60,NO2_GT,98,116,X
60,PT08_S4_NO2,1183,1376,X
60,PT08_S1_CO,39,107,Y
60,C6H6_GT,27,30,Y
60,PT08_S2_NMHC,45,323,Y
60,NOx_GT,632,684,Y
60,PT08_S3_NOx,494,706,Y
61,PT08_S1_CO,693,898,X
61,PT08_S2_NMHC,1159,1162,X
61,NO2_GT,282,282,X
61,CO_GT,25,26,Y
61,NMHC_GT,222,402,Y
61,C6H6_GT,68,90,Y
61,NOx_GT,287,385,Y
61,PT08_S3_NOx,1143,1212,Y
61,PT08_S4_NO2,526,600,Y
62,CO_GT,80,80,X
62,PT08_S1_CO,1026,1040,X
62,NOx_GT,544,712,X
62,PT08_S4_NO2,1541,1551,X
62,NMHC_GT,316,402,Y
62,C6H6_GT,181,185,Y
62,PT08_S2_NMHC,900,1154,Y
62,PT08_S3_NOx,119,119,Y
62,NO2_GT,37,39,Y
63,PT08_S1_CO,250,383,X
63,NMHC_GT,11,93,X
63,C6H6_GT,241,248,X
63,PT08_S2_NMHC,599,804,X
63,PT08_S3_NOx,804,818,X
63,NO2_GT,263,263,X
63,CO_GT,31,51,Y
63,NOx_GT,835,874,Y
63,PT08_S4_NO2,1417,1602,Y
64,CO_GT,14,30,X
64,C6H6_GT,281,353,X
64,PT08_S3_NOx,1159,1220,X
64,NO2_GT,170,208,X
64,PT08_S4_NO2,1163,1163,X
64,PT08_S1_CO,1025,1035,Y
64,NMHC_GT,275,357,Y
64,PT08_S2_NMHC,1240,1240,Y
64,NOx_GT,583,709,Y
65,CO_GT,36,60,X
65,NMHC_GT,71,114,X
65,PT08_S2_NMHC,1100,1123,X
65,PT08_S3_NOx,881,881,X
65,PT08_S4_NO2,1178,1482,X
65,PT08_S1_CO,131,423,Y
65,C6H6_GT,144,311,Y
65,NOx_GT,36,39,Y
65,NO2_GT,161,273,Y
66,CO_GT,79,92,X
66,NMHC_GT,160,381,X
66,C6H6_GT,378,379,X
66,PT08_S3_NOx,1215,1216,X
66,NO2_GT,266,281,X
66,PT08_S4_NO2,1600,1602,X
66,PT08_S1_CO,1026,1040,Y
66,PT08_S2_NMHC,1034,1044,Y
66,NOx_GT,902,917,Y
67,PT08_S1_CO,1024,1040,X
67,NMHC_GT,283,373,X
67,NOx_GT,547,708,X
67,PT08_S3_NOx,1036,1074,X
67,NO2_GT,258,258,X
67,PT08_S4_NO2,1600,1600,X
67,CO_GT,11,12,Y
67,C6H6_GT,388,388,Y
67,PT08_S2_NMHC,553,810,Y
68,CO_GT,72,72,X
68,NMHC_GT,237,385,X
68,C6H6_GT,33,284,X
68,PT08_S2_NMHC,22,405,X
68,NO2_GT,259,259,X
68,PT08_S4_NO2,1380,1532,X
68,PT08_S1_CO,1024,1034,Y
68,NOx_GT,525,839,Y
68,PT08_S3_NOx,840,1003,Y
69,PT08_S1_CO,1036,1040,X
69,NMHC_GT,200,201,X
69,PT08_S3_NOx,362,672,X
69,PT08_S4_NO2,566,570,X
69,CO_GT,49,52,Y
69,C6H6_GT,349,402,Y
69,PT08_S2_NMHC,1043,1213,Y
69,NOx_GT,768,898,Y
69,NO2_GT,278,281,Y
70,PT08_S1_CO,300,344,X
70,NOx_GT,897,923,X
70,PT08_S4_NO2,1454,1514,X
70,CO_GT,90,92,Y
70,NMHC_GT,144,153,Y
70,C6H6_GT,374,381,Y
70,PT08_S2_NMHC,51,729,Y
70,PT08_S3_NOx,457,737,Y
70,NO2_GT,274,274,Y
71,CO_GT,39,43,X
71,NMHC_GT,51,270,X
71,PT08_S3_NOx,837,891,X
71,PT08_S1_CO,1037,1039,Y
71,C6H6_GT,15,89,Y
71,PT08_S2_NMHC,40,618,Y
71,NOx_GT,545,922,Y
71,NO2_GT,256,256,Y
71,PT08_S4_NO2,510,1465,Y
72,PT08_S1_CO,1037,1040,X
72,C6H6_GT,332,354,X
72,PT08_S2_NMHC,640,661,X
72,NOx_GT,850,852,X
72,NO2_GT,275,279,X
72,CO_GT,67,70,Y
72,NMHC_GT,5,232,Y
72,PT08_S3_NOx,1220,1220,Y
72,PT08_S4_NO2,1569,1581,Y
73,PT08_S2_NMHC,1046,1143,X
73,CO_GT,32,90,Y
73,PT08_S1_CO,1040,1040,Y
73,NMHC_GT,226,226,Y
73,C6H6_GT,163,171,Y
73,NOx_GT,270,432,Y
73,PT08_S3_NOx,639,911,Y
73,NO2_GT,208,215,Y
73,PT08_S4_NO2,652,883,Y
74,CO_GT,65,66,X
74,C6H6_GT,261,335,X
74,PT08_S2_NMHC,1056,1193,X
74,NOx_GT,89,90,X
74,PT08_S3_NOx,1132,1138,X
74,PT08_S4_NO2,1391,1555,X
74,PT08_S1_CO,1,1,Y
74,NMHC_GT,316,398,Y
74,NO2_GT,130,141,Y
75,CO_GT,7,8,X
75,PT08_S1_CO,1027,1040,X
75,NMHC_GT,186,190,X
75,C6H6_GT,161,186,X
75,PT08_S2_NMHC,921,940,Y
75,NOx_GT,64,324,Y
75,PT08_S3_NOx,1096,1097,Y
75,NO2_GT,256,273,Y
75,PT08_S4_NO2,1244,1602,Y
76,CO_GT,49,57,X
76,NMHC_GT,102,248,X
76,NOx_GT,414,608,X
76,NO2_GT,272,275,X
76,PT08_S4_NO2,1153,1231,X
76,PT08_S1_CO,691,691,Y
76,C6H6_GT,64,74,Y
76,PT08_S2_NMHC,1199,1230,Y
76,PT08_S3_NOx,865,1000,Y
77,CO_GT,1,34,X
77,NMHC_GT,98,118,X
77,PT08_S2_NMHC,1033,1057,X
77,PT08_S3_NOx,1024,1024,X
77,NO2_GT,139,140,X
77,PT08_S4_NO2,1601,1602,X
77,PT08_S1_CO,279,281,Y
77,C6H6_GT,403,406,Y
77,NOx_GT,518,518,Y
78,PT08_S1_CO,919,988,X
78,NMHC_GT,269,298,X
78,PT08_S2_NMHC,1226,1235,X
78,CO_GT,83,84,Y
78,C6H6_GT,232,242,Y
78,NOx_GT,184,445,Y
78,PT08_S3_NOx,818,985,Y
78,NO2_GT,274,279,Y
78,PT08_S4_NO2,420,722,Y
79,CO_GT,6,28,X
79,PT08_S2_NMHC,1227,1228,X
79,PT08_S1_CO,529,794,Y
79,NMHC_GT,17,59,Y
79,C6H6_GT,136,138,Y
79,NOx_GT,60,102,Y
79,PT08_S3_NOx,12,53,Y
79,NO2_GT,259,266,Y
79,PT08_S4_NO2,419,442,Y
80,PT08_S1_CO,1035,1040,X
80,NMHC_GT,2,49,X
80,C6H6_GT,33,84,X
80,PT08_S3_NOx,2,267,X
80,NO2_GT,274,282,X
80,CO_GT,0,1,Y
80,PT08_S2_NMHC,336,631,Y
80,NOx_GT,329,329,Y
80,PT08_S4_NO2,601,1145,Y
81,NMHC_GT,90,198,X
81,C6H6_GT,390,391,X
81,PT08_S3_NOx,140,968,X
81,NO2_GT,256,256,X
81,PT08_S4_NO2,915,931,X
81,CO_GT,31,31,Y
81,PT08_S1_CO,674,720,Y
81,PT08_S2_NMHC,23,30,Y
81,NOx_GT,574,837,Y
82,PT08_S1_CO,783,978,X
82,PT08_S2_NMHC,306,469,X
82,PT08_S3_NOx,6,55,X
82,NO2_GT,160,189,X
82,PT08_S4_NO2,209,1448,X
82,CO_GT,28,40,Y
82,NMHC_GT,226,275,Y
82,C6H6_GT,180,180,Y
82,NOx_GT,328,346,Y
83,CO_GT,10,11,X
83,PT08_S1_CO,960,961,X
83,C6H6_GT,313,400,X
83,NOx_GT,762,764,X
83,PT08_S3_NOx,1218,1220,X
83,PT08_S4_NO2,1192,1211,X
83,NMHC_GT,264,334,Y
83,PT08_S2_NMHC,1150,1162,Y
83,NO2_GT,74,267,Y
84,CO_GT,85,88,X
84,PT08_S1_CO,1040,1040,X
84,NMHC_GT,0,17,X
84,PT08_S2_NMHC,1145,1229,X
84,NO2_GT,234,234,X
84,C6H6_GT,398,406,Y
84,NOx_GT,47,49,Y
84,PT08_S3_NOx,1218,1219,Y
84,PT08_S4_NO2,29,514,Y
85,PT08_S1_CO,1031,1039,X
85,NMHC_GT,91,91,X
85,PT08_S2_NMHC,835,1022,X
85,NOx_GT,660,668,X
85,PT08_S3_NOx,70,235,X
85,NO2_GT,264,280,X
85,CO_GT,41,41,Y
85,C6H6_GT,402,404,Y
85,PT08_S4_NO2,1587,1595,Y
86,CO_GT,56,63,X
86,NMHC_GT,110,209,X
86,NOx_GT,307,307,X
86,PT08_S4_NO2,1321,1513,X
86,PT08_S1_CO,647,657,Y
86,C6H6_GT,397,406,Y
86,PT08_S2_NMHC,146,222,Y
86,PT08_S3_NOx,1162,1220,Y
