idRule,V,L,U,Side
70,C6H6_GT,0,150,X
70,NMHC_GT,256,428,Y
71,C6H6_GT,0,182,X
71,NOx_GT,0,220,Y
72,NMHC_GT,256,428,X
72,C6H6_GT,0,214,X
72,PT08_S4_NO2,0,962,X
72,NOx_GT,384,924,Y
73,C6H6_GT,0,214,X
73,CO_GT,64,95,Y
74,PT08_S2_NMHC,0,732,X
74,PT08_S4_NO2,1024,1602,X
74,NMHC_GT,128,428,Y
75,NMHC_GT,0,172,X
75,C6H6_GT,0,222,X
75,PT08_S2_NMHC,0,796,X
75,NOx_GT,512,924,X
75,CO_GT,0,13,Y
76,PT08_S1_CO,0,16,X
76,PT08_S2_NMHC,0,220,Y
76,PT08_S4_NO2,0,578,Y
77,PT08_S2_NMHC,0,924,X
77,NO2_GT,0,185,X
77,PT08_S4_NO2,1024,1602,X
77,PT08_S3_NOx,0,964,Y
78,NO2_GT,272,282,X
78,PT08_S4_NO2,1456,1602,X
78,CO_GT,0,63,Y
79,PT08_S3_NOx,1024,1220,X
79,PT08_S2_NMHC,0,988,Y
80,NMHC_GT,384,428,X
80,C6H6_GT,0,166,X
80,NOx_GT,512,924,Y
81,PT08_S4_NO2,1024,1602,X
81,PT08_S1_CO,0,912,Y
81,C6H6_GT,256,406,Y
82,CO_GT,0,31,X
82,C6H6_GT,0,150,Y
83,PT08_S2_NMHC,0,348,X
83,NO2_GT,0,190,X
83,PT08_S4_NO2,1024,1602,X
83,PT08_S3_NOx,0,260,Y
84,NMHC_GT,320,428,X
84,C6H6_GT,0,198,X
84,NOx_GT,768,924,Y
85,PT08_S4_NO2,1536,1602,X
85,PT08_S1_CO,0,880,Y
86,NOx_GT,512,924,X
86,PT08_S2_NMHC,0,604,Y
87,PT08_S4_NO2,1280,1602,X
87,PT08_S1_CO,0,976,Y
87,NMHC_GT,0,236,Y
87,C6H6_GT,352,406,Y
88,PT08_S2_NMHC,0,220,X
88,PT08_S4_NO2,0,578,Y
89,NOx_GT,0,156,X
89,PT08_S2_NMHC,0,252,Y
90,NMHC_GT,288,428,X
90,C6H6_GT,0,182,X
90,NOx_GT,512,924,Y
91,NMHC_GT,416,428,X
91,C6H6_GT,0,214,X
91,PT08_S3_NOx,0,580,Y
92,C6H6_GT,0,246,X
92,PT08_S2_NMHC,0,220,X
92,PT08_S3_NOx,0,196,Y
93,CO_GT,0,43,X
93,NMHC_GT,0,44,X
93,PT08_S4_NO2,0,866,Y
94,PT08_S4_NO2,0,1474,X
94,NMHC_GT,424,428,Y
94,C6H6_GT,309,406,Y
94,PT08_S2_NMHC,0,636,Y
95,C6H6_GT,0,214,X
95,PT08_S2_NMHC,0,988,X
95,PT08_S4_NO2,1536,1602,Y
96,C6H6_GT,256,406,X
96,PT08_S2_NMHC,0,348,X
96,PT08_S1_CO,0,912,Y
97,NMHC_GT,0,44,X
97,C6H6_GT,0,150,X
97,PT08_S2_NMHC,0,476,X
97,PT08_S4_NO2,0,578,X
97,PT08_S1_CO,0,528,Y
98,NMHC_GT,128,428,X
98,C6H6_GT,0,150,X
98,PT08_S2_NMHC,0,732,X
98,NO2_GT,0,26,Y
99,C6H6_GT,256,382,X
99,NOx_GT,0,156,Y
100,CO_GT,0,47,X
100,NOx_GT,768,924,X
100,PT08_S4_NO2,0,1474,Y
101,CO_GT,0,63,X
101,NMHC_GT,0,172,X
101,PT08_S4_NO2,0,962,Y
102,CO_GT,0,37,X
102,NMHC_GT,0,44,X
102,NOx_GT,0,284,X
102,PT08_S4_NO2,0,994,Y
103,PT08_S4_NO2,1536,1602,X
103,PT08_S1_CO,0,912,Y
104,NMHC_GT,320,428,X
104,C6H6_GT,0,214,X
104,NOx_GT,768,924,Y
105,CO_GT,0,31,X
105,NOx_GT,640,924,X
105,NMHC_GT,256,428,Y
106,PT08_S2_NMHC,0,877,X
106,PT08_S4_NO2,1536,1602,X
106,NMHC_GT,248,428,Y
107,C6H6_GT,276,406,X
107,PT08_S2_NMHC,0,476,X
107,PT08_S1_CO,0,656,Y
108,PT08_S4_NO2,1280,1602,X
108,PT08_S1_CO,0,916,Y
108,C6H6_GT,404,406,Y
109,C6H6_GT,256,406,X
109,PT08_S2_NMHC,0,476,X
109,CO_GT,64,95,Y
110,NO2_GT,0,218,X
110,CO_GT,64,95,Y
110,NOx_GT,512,924,Y
110,PT08_S4_NO2,0,578,Y
111,C6H6_GT,0,150,X
111,CO_GT,32,95,Y
112,C6H6_GT,0,150,X
112,PT08_S2_NMHC,0,28,X
112,PT08_S3_NOx,0,708,Y
113,PT08_S3_NOx,1216,1220,X
113,PT08_S2_NMHC,0,1020,Y
114,PT08_S4_NO2,1024,1602,X
114,PT08_S1_CO,0,992,Y
114,NMHC_GT,0,236,Y
114,C6H6_GT,324,406,Y
115,PT08_S3_NOx,1152,1220,X
115,PT08_S4_NO2,0,834,X
115,PT08_S1_CO,0,208,Y
116,NMHC_GT,256,428,X
116,C6H6_GT,0,216,X
116,NOx_GT,768,924,Y
117,PT08_S4_NO2,1155,1602,X
117,PT08_S1_CO,0,916,Y
117,C6H6_GT,275,406,Y
118,PT08_S4_NO2,1024,1602,X
118,PT08_S1_CO,0,976,Y
118,C6H6_GT,320,406,Y
119,CO_GT,0,55,X
119,PT08_S4_NO2,0,610,Y
120,PT08_S2_NMHC,0,476,X
120,PT08_S4_NO2,0,578,Y
121,PT08_S4_NO2,1056,1602,X
121,PT08_S1_CO,0,980,Y
121,C6H6_GT,384,406,Y
122,C6H6_GT,256,406,X
122,PT08_S4_NO2,480,1602,X
122,NOx_GT,896,924,Y
123,CO_GT,0,63,X
123,NMHC_GT,0,236,X
123,PT08_S4_NO2,1280,1602,Y
124,CO_GT,0,63,X
124,NOx_GT,672,924,X
124,NMHC_GT,384,428,Y
125,PT08_S4_NO2,1024,1602,X
125,PT08_S1_CO,0,976,Y
125,C6H6_GT,256,406,Y
126,PT08_S2_NMHC,0,860,X
126,NO2_GT,0,218,X
126,PT08_S4_NO2,1024,1602,X
126,PT08_S3_NOx,0,196,Y
127,CO_GT,0,63,X
127,NMHC_GT,0,188,X
127,PT08_S4_NO2,0,962,Y
128,NMHC_GT,272,428,X
128,C6H6_GT,0,246,X
128,NOx_GT,768,924,Y
129,C6H6_GT,0,246,X
129,PT08_S2_NMHC,0,854,X
129,NMHC_GT,256,428,Y
130,PT08_S4_NO2,1408,1602,X
130,NOx_GT,0,444,Y
131,PT08_S4_NO2,1280,1602,X
131,PT08_S1_CO,0,912,Y
132,PT08_S2_NMHC,0,476,X
132,NO2_GT,0,162,X
132,PT08_S4_NO2,1440,1602,X
132,PT08_S3_NOx,0,996,Y
133,CO_GT,0,31,X
133,PT08_S4_NO2,0,962,Y
134,CO_GT,0,63,X
134,NOx_GT,832,924,X
134,NMHC_GT,256,428,Y
135,NMHC_GT,0,89,X
135,C6H6_GT,0,201,X
135,PT08_S2_NMHC,0,988,X
135,NOx_GT,704,924,X
135,CO_GT,0,24,Y
136,PT08_S2_NMHC,0,732,X
136,PT08_S4_NO2,0,578,Y
137,NMHC_GT,0,172,X
137,C6H6_GT,0,246,X
137,PT08_S2_NMHC,0,988,X
137,NOx_GT,640,924,X
137,CO_GT,0,16,Y
138,NMHC_GT,256,428,X
138,C6H6_GT,0,246,X
138,NOx_GT,512,924,Y
139,NOx_GT,512,924,X
139,PT08_S2_NMHC,0,716,Y
140,C6H6_GT,0,214,X
140,PT08_S2_NMHC,0,604,X
140,NOx_GT,0,412,Y
141,NOx_GT,896,924,X
141,PT08_S2_NMHC,0,766,Y
142,PT08_S2_NMHC,0,988,X
142,PT08_S4_NO2,1024,1602,X
142,NMHC_GT,128,428,Y
143,PT08_S4_NO2,512,1602,X
143,C6H6_GT,0,150,Y
144,NMHC_GT,316,428,X
144,C6H6_GT,0,214,X
144,PT08_S4_NO2,0,194,X
144,PT08_S1_CO,0,720,Y
145,C6H6_GT,0,182,X
145,PT08_S2_NMHC,0,476,X
145,PT08_S3_NOx,0,196,Y
146,NMHC_GT,328,428,X
146,C6H6_GT,0,182,X
146,PT08_S4_NO2,0,642,X
146,NOx_GT,256,924,Y
147,PT08_S3_NOx,1152,1220,X
147,PT08_S2_NMHC,0,1020,Y
148,PT08_S4_NO2,1577,1602,X
148,PT08_S1_CO,0,920,Y
149,CO_GT,0,63,X
149,NOx_GT,768,924,X
149,PT08_S4_NO2,0,1346,Y
150,C6H6_GT,0,150,X
150,PT08_S2_NMHC,0,92,X
150,PT08_S3_NOx,0,708,Y
151,NOx_GT,512,924,X
151,PT08_S2_NMHC,0,860,Y
152,PT08_S2_NMHC,0,476,X
152,NO2_GT,0,250,X
152,PT08_S4_NO2,1024,1602,X
152,PT08_S3_NOx,0,196,Y
153,PT08_S2_NMHC,1024,1244,X
153,PT08_S4_NO2,0,834,Y
154,NMHC_GT,416,428,X
154,C6H6_GT,0,235,X
154,PT08_S4_NO2,0,994,X
154,PT08_S1_CO,0,208,Y
155,C6H6_GT,256,406,X
155,PT08_S2_NMHC,0,732,X
155,PT08_S1_CO,0,272,Y
156,PT08_S1_CO,0,16,X
156,PT08_S4_NO2,0,578,Y
157,C6H6_GT,0,246,X
157,CO_GT,80,95,Y
158,PT08_S4_NO2,1260,1602,X
158,PT08_S1_CO,0,1016,Y
158,C6H6_GT,400,406,Y
159,PT08_S4_NO2,1024,1602,X
159,PT08_S1_CO,0,848,Y
159,PT08_S3_NOx,1152,1220,Y
160,CO_GT,32,63,X
160,PT08_S2_NMHC,1152,1244,Y
161,CO_GT,0,63,X
161,PT08_S4_NO2,0,834,Y
162,C6H6_GT,0,246,X
162,PT08_S2_NMHC,0,220,X
162,PT08_S3_NOx,0,452,Y
163,CO_GT,0,63,X
163,C6H6_GT,0,118,Y
164,PT08_S1_CO,0,16,X
164,NMHC_GT,256,428,X
164,C6H6_GT,0,246,X
164,PT08_S3_NOx,0,196,Y
165,C6H6_GT,0,214,X
165,NMHC_GT,256,428,Y
166,CO_GT,0,51,X
166,NOx_GT,768,924,X
166,NO2_GT,0,154,Y
167,NO2_GT,0,74,X
167,PT08_S2_NMHC,0,988,Y
167,NOx_GT,640,924,Y
167,PT08_S4_NO2,1408,1602,Y
168,NMHC_GT,0,224,X
168,C6H6_GT,0,214,X
168,PT08_S2_NMHC,0,732,X
168,PT08_S4_NO2,0,706,X
168,PT08_S1_CO,0,336,Y
169,PT08_S2_NMHC,992,1244,X
169,NO2_GT,256,282,X
169,PT08_S4_NO2,1024,1602,X
169,CO_GT,40,95,Y
170,C6H6_GT,304,406,X
170,NO2_GT,272,282,X
170,PT08_S4_NO2,512,1602,X
170,NOx_GT,0,204,Y
171,NOx_GT,512,924,X
171,PT08_S2_NMHC,0,988,Y
172,C6H6_GT,0,214,X
172,PT08_S2_NMHC,0,220,X
172,PT08_S3_NOx,0,708,Y
173,NMHC_GT,0,300,X
173,C6H6_GT,0,150,X
173,PT08_S2_NMHC,0,732,X
173,PT08_S1_CO,0,16,Y
174,CO_GT,0,26,X
174,NOx_GT,640,924,X
174,PT08_S2_NMHC,1024,1244,Y
175,PT08_S4_NO2,0,66,X
175,NMHC_GT,272,428,Y
175,C6H6_GT,320,406,Y
175,PT08_S2_NMHC,0,988,Y
176,PT08_S1_CO,0,208,X
176,C6H6_GT,368,406,Y
176,PT08_S2_NMHC,0,988,Y
176,PT08_S3_NOx,0,324,Y
177,NMHC_GT,0,108,X
177,C6H6_GT,0,214,X
177,PT08_S2_NMHC,0,732,X
177,PT08_S4_NO2,0,834,X
177,PT08_S1_CO,0,144,Y
178,NOx_GT,0,288,X
178,PT08_S2_NMHC,0,732,Y
178,PT08_S4_NO2,0,962,Y
179,PT08_S4_NO2,0,946,X
179,NMHC_GT,384,428,Y
179,C6H6_GT,256,406,Y
179,PT08_S2_NMHC,0,732,Y
180,PT08_S4_NO2,1024,1602,X
180,PT08_S1_CO,0,912,Y
181,C6H6_GT,0,150,X
181,PT08_S2_NMHC,0,220,X
181,NO2_GT,0,26,Y
182,C6H6_GT,0,150,X
182,PT08_S2_NMHC,0,988,X
182,NO2_GT,0,26,Y
183,CO_GT,0,63,X
183,PT08_S4_NO2,1536,1602,Y
184,NMHC_GT,0,36,X
184,C6H6_GT,0,86,X
184,PT08_S2_NMHC,0,988,X
184,PT08_S4_NO2,0,66,X
184,PT08_S1_CO,0,848,Y
185,PT08_S2_NMHC,1214,1244,X
185,PT08_S4_NO2,0,842,Y
186,PT08_S2_NMHC,0,630,X
186,NO2_GT,0,102,X
186,PT08_S4_NO2,1056,1602,X
186,PT08_S3_NOx,0,972,Y
187,C6H6_GT,0,246,X
187,NMHC_GT,320,428,Y
187,PT08_S2_NMHC,1024,1244,Y
188,CO_GT,0,63,X
188,NOx_GT,704,924,X
188,PT08_S2_NMHC,1024,1244,Y
189,PT08_S1_CO,0,976,X
189,PT08_S4_NO2,1024,1602,X
189,NO2_GT,272,282,Y
190,C6H6_GT,0,150,X
190,PT08_S2_NMHC,0,988,X
190,NO2_GT,0,154,Y
191,NMHC_GT,0,172,X
191,C6H6_GT,0,150,X
191,PT08_S2_NMHC,0,220,X
191,PT08_S4_NO2,0,834,X
191,PT08_S1_CO,0,528,Y
192,PT08_S4_NO2,1280,1602,X
192,NOx_GT,0,476,Y
193,NMHC_GT,0,236,X
193,C6H6_GT,0,10,X
193,PT08_S2_NMHC,0,92,X
193,PT08_S4_NO2,0,834,X
193,PT08_S1_CO,0,272,Y
194,C6H6_GT,256,406,X
194,PT08_S2_NMHC,0,732,X
194,PT08_S1_CO,0,656,Y
195,PT08_S4_NO2,1024,1602,X
195,PT08_S1_CO,0,1008,Y
195,C6H6_GT,256,406,Y
196,PT08_S3_NOx,1176,1220,X
196,PT08_S2_NMHC,0,1021,Y
197,PT08_S2_NMHC,0,732,X
197,NO2_GT,0,26,X
197,PT08_S4_NO2,1360,1602,X
197,NMHC_GT,0,236,Y
198,CO_GT,0,15,X
198,C6H6_GT,0,182,Y
199,C6H6_GT,256,374,X
199,PT08_S2_NMHC,0,220,X
199,NMHC_GT,0,108,Y
200,PT08_S2_NMHC,0,412,X
200,NO2_GT,0,6,X
200,PT08_S4_NO2,1248,1602,X
200,PT08_S3_NOx,0,980,Y
201,CO_GT,0,63,X
201,NOx_GT,640,924,X
201,NMHC_GT,256,428,Y
202,PT08_S1_CO,0,848,X
202,NMHC_GT,256,428,X
202,PT08_S2_NMHC,0,988,Y
202,PT08_S4_NO2,0,770,Y
203,NMHC_GT,0,172,X
203,C6H6_GT,0,214,X
203,PT08_S2_NMHC,0,220,X
203,PT08_S4_NO2,0,834,X
203,PT08_S1_CO,0,16,Y
204,CO_GT,0,39,X
204,PT08_S4_NO2,0,866,Y
205,CO_GT,0,63,X
205,PT08_S4_NO2,0,962,Y
206,PT08_S2_NMHC,0,988,X
206,PT08_S4_NO2,0,578,Y
207,C6H6_GT,0,182,X
207,PT08_S2_NMHC,0,668,X
207,PT08_S4_NO2,1280,1602,Y
208,PT08_S4_NO2,1024,1602,X
208,CO_GT,0,63,Y
209,NMHC_GT,0,172,X
209,NOx_GT,0,28,X
209,PT08_S3_NOx,512,1220,X
209,NO2_GT,160,282,X
209,CO_GT,64,95,Y
210,CO_GT,0,31,X
210,NOx_GT,768,924,X
210,NMHC_GT,0,172,Y
211,C6H6_GT,0,150,X
211,PT08_S2_NMHC,0,220,X
211,NMHC_GT,0,172,Y
212,NOx_GT,256,924,X
212,NMHC_GT,0,172,Y
212,PT08_S2_NMHC,0,220,Y
213,PT08_S2_NMHC,0,712,X
213,NO2_GT,0,218,X
213,PT08_S4_NO2,1344,1602,X
213,PT08_S3_NOx,0,772,Y
214,CO_GT,0,35,X
214,NO2_GT,272,282,X
214,PT08_S4_NO2,0,1018,Y
215,C6H6_GT,256,406,X
215,PT08_S2_NMHC,0,988,X
215,PT08_S1_CO,0,272,Y
216,PT08_S2_NMHC,0,220,X
216,NO2_GT,0,250,X
216,PT08_S4_NO2,1024,1602,X
216,PT08_S3_NOx,0,708,Y
217,NMHC_GT,0,172,X
217,NOx_GT,0,412,Y
218,C6H6_GT,256,406,X
218,NMHC_GT,0,172,Y
218,PT08_S2_NMHC,0,732,Y
219,NMHC_GT,384,428,X
219,C6H6_GT,0,246,X
219,PT08_S3_NOx,0,324,Y
220,NMHC_GT,0,44,X
220,C6H6_GT,0,182,X
220,PT08_S2_NMHC,0,348,X
220,NOx_GT,416,924,X
220,NO2_GT,0,90,X
220,PT08_S4_NO2,0,706,Y
221,NOx_GT,324,924,X
221,PT08_S1_CO,0,912,Y
221,PT08_S2_NMHC,0,476,Y
221,PT08_S4_NO2,0,834,Y
222,CO_GT,0,43,X
222,PT08_S4_NO2,0,978,Y
223,C6H6_GT,0,150,X
223,NOx_GT,0,476,Y
224,PT08_S4_NO2,1408,1602,X
224,PT08_S1_CO,0,1016,Y
224,C6H6_GT,296,406,Y
225,C6H6_GT,0,182,X
225,PT08_S3_NOx,1024,1220,X
225,NOx_GT,0,412,Y
226,NMHC_GT,384,428,X
226,C6H6_GT,0,246,X
226,PT08_S3_NOx,0,772,Y
227,C6H6_GT,128,406,X
227,NMHC_GT,0,44,Y
227,PT08_S3_NOx,1024,1220,Y
227,PT08_S4_NO2,0,578,Y
228,C6H6_GT,0,222,X
228,PT08_S2_NMHC,0,806,X
228,PT08_S4_NO2,1536,1602,Y
229,C6H6_GT,320,338,X
229,PT08_S2_NMHC,0,732,X
229,NMHC_GT,0,236,Y
230,C6H6_GT,0,233,X
230,PT08_S2_NMHC,0,884,X
230,NMHC_GT,416,428,Y
231,PT08_S4_NO2,1408,1602,X
231,PT08_S1_CO,0,976,Y
232,C6H6_GT,0,246,X
232,NMHC_GT,256,428,Y
233,CO_GT,0,59,X
233,NMHC_GT,0,284,X
233,PT08_S4_NO2,0,994,Y
234,NO2_GT,280,282,X
234,PT08_S4_NO2,0,1378,Y
235,PT08_S2_NMHC,0,700,X
235,NO2_GT,0,250,X
235,PT08_S4_NO2,1024,1602,X
235,PT08_S3_NOx,0,772,Y
236,PT08_S2_NMHC,0,1020,X
236,PT08_S4_NO2,1312,1602,X
236,NMHC_GT,266,428,Y
237,C6H6_GT,0,182,X
237,PT08_S4_NO2,832,1602,X
237,NOx_GT,0,628,Y
237,NO2_GT,0,90,Y
238,NMHC_GT,128,428,X
238,C6H6_GT,0,150,X
238,PT08_S2_NMHC,0,732,X
238,PT08_S4_NO2,0,706,Y
239,C6H6_GT,0,214,X
239,PT08_S4_NO2,512,1602,X
239,NO2_GT,0,26,Y
240,NMHC_GT,128,428,X
240,C6H6_GT,0,22,X
240,PT08_S2_NMHC,0,732,X
240,PT08_S4_NO2,0,738,Y
241,C6H6_GT,0,246,X
241,NOx_GT,0,92,Y
242,PT08_S4_NO2,1376,1602,X
242,PT08_S1_CO,0,916,Y
242,PT08_S3_NOx,1184,1220,Y
243,CO_GT,40,63,X
243,NOx_GT,0,156,Y
244,PT08_S2_NMHC,0,220,X
244,NO2_GT,0,26,X
244,PT08_S4_NO2,1024,1602,X
244,NMHC_GT,0,236,Y
245,NMHC_GT,360,428,X
245,C6H6_GT,0,254,X
245,PT08_S3_NOx,0,452,Y
246,PT08_S3_NOx,0,196,X
246,PT08_S2_NMHC,0,220,Y
247,PT08_S2_NMHC,0,316,X
247,NO2_GT,0,254,X
247,PT08_S4_NO2,1280,1602,X
247,PT08_S3_NOx,0,452,Y
248,CO_GT,0,31,X
248,C6H6_GT,256,406,Y
248,PT08_S2_NMHC,0,348,Y
248,NOx_GT,0,412,Y
248,PT08_S3_NOx,0,388,Y
249,PT08_S2_NMHC,0,264,X
249,NO2_GT,0,64,X
249,PT08_S4_NO2,1184,1602,X
249,PT08_S3_NOx,0,996,Y
250,CO_GT,0,39,X
250,C6H6_GT,0,150,X
250,NOx_GT,0,508,Y
251,PT08_S4_NO2,1408,1602,X
251,PT08_S1_CO,0,1008,Y
252,C6H6_GT,0,162,X
252,PT08_S2_NMHC,0,92,X
252,PT08_S3_NOx,0,964,Y
253,CO_GT,0,31,X
253,PT08_S3_NOx,0,196,X
253,C6H6_GT,0,278,Y
254,PT08_S3_NOx,1076,1220,X
254,PT08_S2_NMHC,0,1020,Y
255,CO_GT,0,31,X
255,PT08_S4_NO2,0,986,Y
256,PT08_S4_NO2,1024,1602,X
256,NOx_GT,768,924,Y
257,CO_GT,0,63,X
257,C6H6_GT,0,150,Y
258,PT08_S4_NO2,1024,1602,X
258,PT08_S1_CO,0,976,Y
258,NMHC_GT,0,236,Y
259,PT08_S4_NO2,0,1090,X
259,NMHC_GT,256,428,Y
259,C6H6_GT,288,406,Y
