idRule,V,L,U,Side
70,CO_GT,0,31,X
70,PT08_S1_CO,0,784,X
70,NOx_GT,0,412,X
70,NMHC_GT,0,172,Y
71,PT08_S1_CO,0,272,X
71,C6H6_GT,0,182,X
71,NOx_GT,0,156,X
71,NO2_GT,0,218,Y
72,PT08_S3_NOx,1024,1220,X
72,PT08_S4_NO2,1408,1602,X
72,PT08_S1_CO,0,784,Y
73,PT08_S2_NMHC,0,220,X
73,PT08_S3_NOx,0,708,X
73,PT08_S4_NO2,1024,1602,X
73,NMHC_GT,256,428,Y
74,PT08_S2_NMHC,0,220,X
74,PT08_S3_NOx,0,196,X
74,PT08_S4_NO2,1024,1602,X
74,NOx_GT,0,28,Y
75,NMHC_GT,0,172,X
75,CO_GT,0,31,Y
76,PT08_S1_CO,0,528,X
76,NOx_GT,0,284,X
76,C6H6_GT,0,150,Y
77,CO_GT,0,31,X
77,PT08_S1_CO,0,272,X
77,NOx_GT,0,412,X
77,PT08_S2_NMHC,0,220,Y
78,PT08_S3_NOx,1024,1220,X
78,PT08_S4_NO2,1280,1602,X
78,PT08_S1_CO,0,784,Y
79,PT08_S1_CO,0,528,X
79,NOx_GT,0,316,X
79,NO2_GT,256,282,Y
80,CO_GT,0,31,X
80,PT08_S1_CO,0,16,X
80,NOx_GT,0,412,X
80,NMHC_GT,0,236,Y
81,PT08_S1_CO,0,656,X
81,NOx_GT,0,156,X
81,C6H6_GT,0,182,Y
82,C6H6_GT,0,22,X
82,CO_GT,0,31,Y
82,PT08_S1_CO,0,16,Y
83,CO_GT,0,63,X
83,PT08_S1_CO,0,272,X
83,NOx_GT,0,156,X
83,C6H6_GT,0,22,Y
84,PT08_S1_CO,0,16,X
84,CO_GT,0,31,Y
85,PT08_S3_NOx,0,708,X
85,CO_GT,0,39,Y
85,C6H6_GT,256,406,Y
86,PT08_S1_CO,0,336,X
86,NMHC_GT,320,428,X
86,NO2_GT,0,26,Y
87,C6H6_GT,0,214,X
87,NOx_GT,0,412,Y
87,NO2_GT,0,26,Y
87,PT08_S4_NO2,1024,1602,Y
88,PT08_S1_CO,0,528,X
88,NOx_GT,0,156,X
88,C6H6_GT,0,118,Y
89,PT08_S1_CO,0,528,X
89,NMHC_GT,256,428,Y
90,PT08_S1_CO,0,272,X
90,PT08_S2_NMHC,0,220,X
90,NO2_GT,0,154,Y
91,PT08_S1_CO,0,800,X
91,PT08_S2_NMHC,0,372,X
91,NO2_GT,0,158,Y
92,PT08_S3_NOx,0,196,X
92,PT08_S2_NMHC,0,220,Y
93,NO2_GT,0,218,X
93,PT08_S1_CO,0,272,Y
93,NOx_GT,0,124,Y
94,C6H6_GT,0,22,X
94,NOx_GT,0,412,Y
94,NO2_GT,0,154,Y
94,PT08_S4_NO2,1024,1602,Y
95,PT08_S1_CO,0,880,X
95,NOx_GT,0,476,X
95,NO2_GT,256,282,Y
96,PT08_S1_CO,0,48,X
96,PT08_S2_NMHC,0,668,Y
97,CO_GT,88,95,X
97,NMHC_GT,0,124,X
97,C6H6_GT,0,182,X
97,PT08_S4_NO2,1216,1602,X
97,PT08_S3_NOx,0,708,Y
98,PT08_S4_NO2,1588,1602,X
98,CO_GT,0,36,Y
98,PT08_S1_CO,0,816,Y
99,CO_GT,64,95,X
99,PT08_S1_CO,0,528,X
99,PT08_S2_NMHC,0,604,Y
100,PT08_S1_CO,0,160,X
100,PT08_S2_NMHC,0,348,Y
100,NO2_GT,0,58,Y
101,PT08_S1_CO,0,144,X
101,PT08_S2_NMHC,0,220,Y
101,NO2_GT,0,90,Y
102,CO_GT,0,31,X
102,PT08_S1_CO,0,592,X
102,NOx_GT,0,412,X
102,NMHC_GT,0,172,Y
103,CO_GT,0,31,X
103,PT08_S1_CO,0,784,X
103,NOx_GT,0,284,X
103,PT08_S2_NMHC,0,732,Y
104,PT08_S1_CO,0,528,X
104,NOx_GT,0,412,X
104,C6H6_GT,0,30,Y
105,C6H6_GT,0,38,X
105,PT08_S4_NO2,1152,1602,X
105,NMHC_GT,416,428,Y
106,PT08_S4_NO2,1552,1602,X
106,PT08_S1_CO,0,728,Y
107,CO_GT,0,31,X
107,PT08_S1_CO,0,144,X
107,NOx_GT,0,501,X
107,PT08_S2_NMHC,0,98,Y
108,CO_GT,0,31,X
108,PT08_S1_CO,0,552,X
108,NOx_GT,0,188,X
108,C6H6_GT,0,238,Y
109,PT08_S1_CO,0,528,X
109,PT08_S2_NMHC,0,476,Y
110,PT08_S1_CO,0,272,X
110,PT08_S2_NMHC,0,220,X
110,NO2_GT,0,218,Y
111,PT08_S1_CO,0,144,X
111,NOx_GT,0,412,X
111,C6H6_GT,0,22,Y
112,PT08_S1_CO,0,656,X
112,PT08_S2_NMHC,0,732,Y
113,NMHC_GT,0,172,X
113,NOx_GT,0,412,Y
113,NO2_GT,0,154,Y
114,PT08_S1_CO,0,272,X
114,NOx_GT,0,412,X
114,C6H6_GT,0,150,Y
115,PT08_S1_CO,0,528,X
115,NO2_GT,0,250,Y
116,PT08_S4_NO2,1136,1602,X
116,PT08_S1_CO,0,896,Y
117,PT08_S3_NOx,1152,1220,X
117,PT08_S4_NO2,1216,1602,X
117,PT08_S1_CO,0,856,Y
118,PT08_S1_CO,0,88,X
118,PT08_S2_NMHC,0,732,X
118,NO2_GT,0,90,Y
119,PT08_S3_NOx,0,196,X
119,NO2_GT,0,26,X
119,PT08_S4_NO2,1024,1602,X
119,PT08_S2_NMHC,0,732,Y
120,C6H6_GT,0,166,X
120,NOx_GT,0,412,Y
120,NO2_GT,0,58,Y
120,PT08_S4_NO2,1024,1602,Y
121,PT08_S4_NO2,1536,1602,X
121,PT08_S1_CO,0,784,Y
122,CO_GT,78,95,X
122,C6H6_GT,0,215,X
122,PT08_S4_NO2,1600,1602,X
122,NMHC_GT,0,96,Y
123,CO_GT,64,95,X
123,PT08_S1_CO,0,784,X
123,PT08_S2_NMHC,0,732,Y
123,NO2_GT,0,58,Y
124,PT08_S1_CO,0,80,X
124,PT08_S2_NMHC,0,220,X
124,NO2_GT,0,208,Y
125,C6H6_GT,256,406,X
125,PT08_S4_NO2,1088,1602,X
125,PT08_S1_CO,0,272,Y
126,PT08_S1_CO,0,528,X
126,PT08_S2_NMHC,0,220,X
126,NO2_GT,0,234,Y
127,PT08_S2_NMHC,0,732,X
127,CO_GT,0,23,Y
127,NOx_GT,512,924,Y
128,PT08_S3_NOx,1188,1220,X
128,PT08_S4_NO2,1440,1602,X
128,PT08_S1_CO,0,858,Y
129,PT08_S1_CO,0,208,X
129,NOx_GT,0,476,X
129,NO2_GT,0,90,X
129,C6H6_GT,0,6,Y
130,NO2_GT,0,58,X
130,PT08_S1_CO,0,368,Y
130,NOx_GT,0,332,Y
131,CO_GT,0,31,X
131,PT08_S3_NOx,0,196,Y
132,CO_GT,0,15,X
132,PT08_S1_CO,0,144,X
132,NOx_GT,0,476,X
132,NMHC_GT,0,116,Y
133,PT08_S1_CO,0,784,X
133,NOx_GT,768,924,X
133,NO2_GT,0,26,Y
134,PT08_S1_CO,0,16,X
134,PT08_S2_NMHC,0,724,Y
135,CO_GT,64,95,X
135,PT08_S1_CO,0,784,X
135,PT08_S2_NMHC,0,732,Y
136,PT08_S1_CO,0,528,X
136,NOx_GT,0,156,X
136,C6H6_GT,0,102,Y
137,PT08_S1_CO,0,528,X
137,C6H6_GT,0,150,X
137,NO2_GT,0,154,Y
138,PT08_S1_CO,0,976,X
138,PT08_S2_NMHC,0,988,X
138,NO2_GT,0,238,Y
139,CO_GT,0,15,X
139,PT08_S1_CO,0,912,X
139,NOx_GT,0,412,X
139,NMHC_GT,0,172,Y
140,PT08_S1_CO,0,720,X
140,PT08_S2_NMHC,0,732,Y
141,NMHC_GT,0,172,X
141,PT08_S1_CO,0,16,Y
141,NOx_GT,0,412,Y
142,PT08_S4_NO2,1600,1602,X
142,CO_GT,88,95,Y
142,PT08_S1_CO,0,976,Y
143,PT08_S4_NO2,1280,1602,X
143,PT08_S1_CO,0,784,Y
143,NOx_GT,0,220,Y
144,NO2_GT,0,26,X
144,NOx_GT,0,412,Y
144,PT08_S4_NO2,0,578,Y
145,PT08_S3_NOx,1024,1220,X
145,PT08_S1_CO,0,784,Y
145,NOx_GT,0,28,Y
146,PT08_S3_NOx,1024,1220,X
146,PT08_S1_CO,0,144,Y
146,NOx_GT,0,458,Y
147,PT08_S1_CO,0,144,X
147,NO2_GT,0,90,Y
148,PT08_S1_CO,0,528,X
148,NMHC_GT,0,172,X
148,PT08_S2_NMHC,0,604,Y
148,NO2_GT,0,90,Y
149,PT08_S1_CO,0,528,X
149,NO2_GT,272,282,X
149,PT08_S3_NOx,0,996,Y
150,NOx_GT,512,924,X
150,PT08_S4_NO2,1152,1602,X
150,PT08_S1_CO,0,784,Y
151,PT08_S1_CO,0,272,X
151,NOx_GT,0,412,X
151,C6H6_GT,0,86,Y
152,CO_GT,0,23,X
152,C6H6_GT,384,406,Y
152,NOx_GT,0,96,Y
153,PT08_S1_CO,0,784,X
153,NO2_GT,0,250,Y
154,PT08_S1_CO,0,528,X
154,NOx_GT,0,412,X
154,C6H6_GT,0,150,Y
155,NO2_GT,0,250,X
155,PT08_S1_CO,0,16,Y
155,NOx_GT,0,220,Y
156,PT08_S2_NMHC,0,220,X
156,PT08_S4_NO2,1024,1602,X
156,PT08_S1_CO,0,400,Y
156,NMHC_GT,0,172,Y
157,PT08_S2_NMHC,1216,1244,X
157,PT08_S4_NO2,0,874,X
157,NO2_GT,0,87,Y
158,PT08_S1_CO,0,528,X
158,NOx_GT,0,412,X
158,C6H6_GT,0,54,Y
159,PT08_S3_NOx,0,196,X
159,NO2_GT,0,250,X
159,PT08_S4_NO2,1280,1602,X
159,PT08_S2_NMHC,0,732,Y
160,PT08_S1_CO,0,784,X
160,NOx_GT,0,348,X
160,C6H6_GT,0,214,Y
161,PT08_S1_CO,0,528,X
161,NOx_GT,0,156,X
161,C6H6_GT,0,54,Y
162,NO2_GT,0,58,X
162,NOx_GT,0,412,Y
162,PT08_S4_NO2,0,322,Y
163,PT08_S1_CO,0,656,X
163,NOx_GT,672,924,X
163,NMHC_GT,376,428,Y
164,NMHC_GT,0,44,X
164,CO_GT,0,63,Y
164,PT08_S1_CO,0,528,Y
164,NOx_GT,0,412,Y
165,PT08_S3_NOx,1220,1220,X
165,PT08_S1_CO,0,287,Y
165,NOx_GT,0,380,Y
166,NMHC_GT,0,80,X
166,NOx_GT,0,156,Y
166,NO2_GT,0,154,Y
167,CO_GT,0,31,X
167,PT08_S1_CO,0,272,X
167,NOx_GT,0,28,X
167,C6H6_GT,0,22,Y
168,C6H6_GT,0,150,X
168,NO2_GT,0,186,Y
169,C6H6_GT,0,134,X
169,CO_GT,0,11,Y
169,PT08_S1_CO,0,844,Y
170,NO2_GT,0,154,X
170,PT08_S4_NO2,1024,1602,X
170,PT08_S1_CO,0,208,Y
171,CO_GT,0,31,X
171,PT08_S1_CO,0,272,X
171,NOx_GT,0,476,X
171,NMHC_GT,0,172,Y
172,PT08_S3_NOx,1024,1220,X
172,PT08_S1_CO,0,272,Y
172,NOx_GT,0,92,Y
173,C6H6_GT,0,150,X
173,PT08_S4_NO2,1024,1602,X
173,NMHC_GT,256,428,Y
174,C6H6_GT,0,150,X
174,PT08_S2_NMHC,0,220,X
174,NO2_GT,0,26,Y
175,PT08_S1_CO,0,528,X
175,NMHC_GT,0,172,X
175,NO2_GT,0,218,X
175,PT08_S4_NO2,0,706,X
175,C6H6_GT,0,150,Y
176,PT08_S2_NMHC,0,220,X
176,CO_GT,0,39,Y
176,NOx_GT,768,924,Y
177,PT08_S3_NOx,1024,1220,X
177,PT08_S4_NO2,1120,1602,X
177,PT08_S1_CO,0,528,Y
178,PT08_S2_NMHC,0,988,X
178,PT08_S3_NOx,0,196,X
178,PT08_S4_NO2,1024,1602,X
178,NOx_GT,768,924,Y
179,PT08_S1_CO,0,272,X
179,C6H6_GT,0,182,X
179,NOx_GT,0,122,X
179,NO2_GT,0,34,Y
180,CO_GT,0,31,X
180,PT08_S1_CO,0,976,X
180,NOx_GT,0,156,X
180,NMHC_GT,0,172,Y
181,PT08_S1_CO,0,576,X
181,PT08_S2_NMHC,0,604,Y
182,PT08_S4_NO2,1024,1602,X
182,PT08_S1_CO,0,912,Y
182,NOx_GT,0,412,Y
183,PT08_S1_CO,0,532,X
183,NMHC_GT,0,76,X
183,PT08_S2_NMHC,0,12,Y
183,NO2_GT,0,66,Y
184,CO_GT,0,23,X
184,PT08_S1_CO,0,912,X
184,NOx_GT,0,412,X
184,NMHC_GT,0,172,Y
185,CO_GT,0,39,X
185,PT08_S1_CO,0,768,X
185,NOx_GT,0,476,X
185,NMHC_GT,0,108,Y
186,PT08_S1_CO,0,16,X
186,C6H6_GT,0,150,X
186,CO_GT,64,95,Y
187,PT08_S1_CO,0,912,X
187,NOx_GT,0,236,X
187,NO2_GT,264,282,Y
188,CO_GT,0,15,X
188,PT08_S1_CO,0,560,X
188,NOx_GT,0,412,X
188,C6H6_GT,0,198,Y
189,PT08_S1_CO,0,144,X
189,PT08_S2_NMHC,0,540,Y
190,NO2_GT,0,218,X
190,PT08_S1_CO,0,80,Y
190,NOx_GT,0,508,Y
191,CO_GT,0,31,X
191,PT08_S1_CO,0,912,X
191,NOx_GT,0,412,X
191,C6H6_GT,0,150,Y
192,PT08_S1_CO,0,528,X
192,NOx_GT,512,924,X
192,NO2_GT,0,122,Y
193,CO_GT,0,63,X
193,PT08_S1_CO,0,656,X
193,NOx_GT,0,156,X
193,C6H6_GT,0,86,Y
194,NMHC_GT,0,236,X
194,PT08_S1_CO,0,16,Y
194,NOx_GT,0,156,Y
195,PT08_S1_CO,0,16,X
195,NOx_GT,768,924,X
195,PT08_S3_NOx,0,708,Y
196,C6H6_GT,0,22,X
196,PT08_S2_NMHC,0,220,X
196,NO2_GT,0,154,Y
197,NO2_GT,0,58,X
197,PT08_S1_CO,0,144,Y
197,NOx_GT,0,476,Y
198,CO_GT,92,95,X
198,C6H6_GT,0,214,X
198,PT08_S4_NO2,1040,1602,X
198,NMHC_GT,0,212,Y
199,CO_GT,0,27,X
199,PT08_S1_CO,0,904,X
199,NOx_GT,0,188,X
199,NMHC_GT,0,108,Y
200,C6H6_GT,0,150,X
200,PT08_S2_NMHC,0,220,Y
201,CO_GT,0,63,X
201,PT08_S1_CO,0,784,X
201,NOx_GT,0,156,X
201,NMHC_GT,0,76,Y
202,CO_GT,0,7,X
202,PT08_S1_CO,0,208,X
202,NOx_GT,0,444,X
202,C6H6_GT,0,214,Y
203,C6H6_GT,0,22,X
203,CO_GT,0,31,Y
204,PT08_S3_NOx,0,612,X
204,NO2_GT,280,282,X
204,PT08_S4_NO2,1312,1602,X
204,NOx_GT,0,98,Y
205,CO_GT,0,27,X
205,PT08_S1_CO,0,772,X
205,NOx_GT,0,339,X
205,NMHC_GT,0,88,Y
206,PT08_S1_CO,0,528,X
206,NOx_GT,0,476,X
206,C6H6_GT,0,150,Y
207,PT08_S4_NO2,1280,1602,X
207,PT08_S1_CO,0,784,Y
207,NOx_GT,0,412,Y
208,C6H6_GT,0,22,X
208,PT08_S4_NO2,1024,1602,X
208,NOx_GT,0,412,Y
209,PT08_S3_NOx,0,196,X
209,NO2_GT,256,282,X
209,PT08_S4_NO2,1024,1602,X
209,NOx_GT,0,412,Y
210,PT08_S1_CO,0,528,X
210,NMHC_GT,0,172,X
210,PT08_S2_NMHC,0,220,Y
210,NO2_GT,0,122,Y
211,PT08_S3_NOx,1024,1220,X
211,PT08_S4_NO2,1280,1602,X
211,PT08_S1_CO,0,848,Y
212,PT08_S4_NO2,1072,1602,X
212,PT08_S1_CO,0,848,Y
212,NOx_GT,0,476,Y
213,NMHC_GT,0,60,X
213,NOx_GT,0,284,Y
213,NO2_GT,0,234,Y
214,PT08_S1_CO,0,169,X
214,NOx_GT,0,477,X
214,C6H6_GT,0,160,Y
215,PT08_S1_CO,0,112,X
215,PT08_S2_NMHC,0,732,X
215,NO2_GT,0,138,Y
216,PT08_S1_CO,0,512,X
216,C6H6_GT,0,150,X
216,NO2_GT,0,154,Y
217,NMHC_GT,352,428,X
217,CO_GT,0,27,Y
217,NOx_GT,896,924,Y
217,PT08_S3_NOx,0,949,Y
218,C6H6_GT,0,150,X
218,PT08_S4_NO2,0,578,X
218,PT08_S2_NMHC,0,220,Y
219,C6H6_GT,320,406,X
219,NO2_GT,0,26,X
219,PT08_S1_CO,0,928,Y
219,NOx_GT,0,324,Y
220,CO_GT,0,31,X
220,C6H6_GT,0,150,X
220,PT08_S2_NMHC,0,220,Y
221,NMHC_GT,0,44,X
221,NOx_GT,0,348,Y
221,NO2_GT,0,58,Y
222,PT08_S1_CO,0,272,X
222,PT08_S2_NMHC,0,220,X
222,PT08_S4_NO2,0,578,X
222,NO2_GT,0,218,Y
223,PT08_S4_NO2,1280,1602,X
223,PT08_S1_CO,0,912,Y
223,NOx_GT,0,28,Y
224,PT08_S2_NMHC,0,700,X
224,PT08_S3_NOx,0,556,X
224,PT08_S4_NO2,1592,1602,X
224,NMHC_GT,384,428,Y
225,CO_GT,0,31,X
225,PT08_S1_CO,0,272,X
225,NOx_GT,0,476,X
225,NMHC_GT,0,236,Y
226,PT08_S3_NOx,1024,1220,X
226,PT08_S4_NO2,1216,1602,X
226,PT08_S1_CO,0,804,Y
227,CO_GT,0,39,X
227,PT08_S1_CO,0,656,X
227,NOx_GT,0,28,X
227,C6H6_GT,0,22,Y
228,CO_GT,0,15,X
228,C6H6_GT,0,198,Y
228,PT08_S2_NMHC,0,92,Y
228,NOx_GT,0,156,Y
228,NO2_GT,0,186,Y
229,CO_GT,0,31,X
229,PT08_S1_CO,0,816,X
229,NOx_GT,0,44,X
229,PT08_S2_NMHC,0,988,Y
230,NO2_GT,0,154,X
230,PT08_S1_CO,0,976,Y
230,NOx_GT,0,412,Y
231,PT08_S4_NO2,1280,1602,X
231,PT08_S1_CO,0,912,Y
231,NOx_GT,0,412,Y
232,PT08_S1_CO,0,784,X
232,PT08_S2_NMHC,0,732,Y
233,NO2_GT,0,90,X
233,PT08_S1_CO,0,272,Y
233,NOx_GT,0,28,Y
234,PT08_S1_CO,0,208,X
234,PT08_S2_NMHC,0,220,Y
235,C6H6_GT,256,406,X
235,PT08_S2_NMHC,0,220,X
235,PT08_S4_NO2,1024,1602,X
235,NOx_GT,512,924,Y
236,CO_GT,0,39,X
236,PT08_S1_CO,0,784,X
236,NOx_GT,0,412,X
236,C6H6_GT,0,150,Y
237,PT08_S3_NOx,1056,1220,X
237,PT08_S1_CO,0,148,Y
237,NOx_GT,0,431,Y
238,PT08_S1_CO,0,560,X
238,NMHC_GT,0,44,X
238,PT08_S2_NMHC,0,348,Y
238,NO2_GT,0,74,Y
239,PT08_S3_NOx,1152,1220,X
239,PT08_S1_CO,0,784,Y
239,NOx_GT,0,124,Y
240,NO2_GT,0,90,X
240,PT08_S1_CO,0,528,Y
240,NOx_GT,0,124,Y
241,PT08_S1_CO,0,880,X
241,NMHC_GT,0,229,X
241,CO_GT,0,60,Y
241,PT08_S2_NMHC,1232,1244,Y
242,PT08_S4_NO2,1024,1602,X
242,CO_GT,64,95,Y
243,C6H6_GT,0,182,X
243,PT08_S4_NO2,1024,1602,X
243,NMHC_GT,320,428,Y
244,NMHC_GT,0,236,X
244,PT08_S1_CO,0,16,Y
244,NOx_GT,0,284,Y
245,PT08_S3_NOx,0,452,X
245,CO_GT,64,95,Y
245,C6H6_GT,352,406,Y
245,NOx_GT,0,76,Y
246,PT08_S4_NO2,1568,1602,X
246,PT08_S1_CO,0,816,Y
247,PT08_S4_NO2,1280,1602,X
247,PT08_S1_CO,0,944,Y
247,NOx_GT,0,412,Y
248,NMHC_GT,0,172,X
248,NOx_GT,0,412,Y
248,NO2_GT,0,90,Y
249,PT08_S3_NOx,0,708,X
249,PT08_S2_NMHC,0,220,Y
250,CO_GT,0,63,X
250,PT08_S1_CO,0,144,X
250,NOx_GT,0,156,X
250,NMHC_GT,0,184,Y
251,CO_GT,0,23,X
251,PT08_S1_CO,0,80,X
251,NOx_GT,0,492,X
251,C6H6_GT,0,214,Y
252,PT08_S1_CO,0,784,X
252,NOx_GT,0,156,X
252,C6H6_GT,0,182,Y
253,NMHC_GT,0,172,X
253,PT08_S1_CO,0,528,Y
253,NOx_GT,0,412,Y
254,CO_GT,64,95,X
254,PT08_S1_CO,0,528,X
254,PT08_S2_NMHC,0,988,Y
254,NO2_GT,0,154,Y
255,PT08_S1_CO,0,784,X
255,NMHC_GT,320,428,Y
256,NMHC_GT,0,204,X
256,PT08_S4_NO2,1176,1602,X
256,PT08_S1_CO,0,628,Y
257,CO_GT,0,63,X
257,PT08_S1_CO,0,528,X
257,NOx_GT,0,412,X
257,NMHC_GT,0,236,Y
258,PT08_S1_CO,0,80,X
258,PT08_S2_NMHC,0,316,Y
259,NO2_GT,0,250,X
259,PT08_S1_CO,0,784,Y
259,NOx_GT,0,28,Y
260,NMHC_GT,0,104,X
